Hour,STREET1,STREET2,ROAD_CLASS,District,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,PASSENGER,SPEEDING,AG_DRIV,ALCOHOL
18,MIDDLEFIELD RD,ARBOR LOW  GT,Minor Arterial,Scarborough,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,80 to 84,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
18,MIDDLEFIELD RD,ARBOR LOW  GT,Minor Arterial,Scarborough,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,65 to 69,East, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
18,BATHURST Stre,DUNDAS Stre W,Major Arterial,Toronto and East York,Intersection, ,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Driver,50 to 54,South,"Automobile, Station Wagon",Going Ahead,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
18,BATHURST Stre,DUNDAS Stre W,Major Arterial,Toronto and East York,Intersection, ,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,unknown, ,Other,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
18,MORNINGSIDE AVE,OLD FINCH AVE,Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,1,Turning Movement,Driver,35 to 39,West,Municipal Transit Bus (TTC),Turning Right,Failed to Yield Right of Way,Normal,No,No,Yes,No,No,Yes,No,Yes,Yes,No
18,MORNINGSIDE AVE,OLD FINCH AVE,Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,1,Turning Movement,Driver,70 to 74,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,No,No,Yes,No,No,Yes,No,Yes,Yes,No
18,MORNINGSIDE AVE,OLD FINCH AVE,Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,1,Turning Movement,Other Property Owner,unknown, , , ,Unknown,Unknown,No,No,Yes,No,No,Yes,No,Yes,Yes,No
18,BATHURST ST,BROOKE AVE,Major Arterial,North York,Intersection,Intersection Related,Stop Sign,Clear,"Dusk, artificial",Dry,0,Pedestrian Collisions,Driver,40 to 44,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,Yes,No,Yes,No
18,BATHURST ST,BROOKE AVE,Major Arterial,North York,Intersection,Intersection Related,Stop Sign,Clear,"Dusk, artificial",Dry,0,Pedestrian Collisions,Pedestrian,65 to 69,Unknown, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
18,BATHURST ST,BROOKE AVE,Major Arterial,North York,Intersection,Intersection Related,Stop Sign,Clear,"Dusk, artificial",Dry,0,Pedestrian Collisions,Passenger,40 to 44, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
18,BATHURST ST,BROOKE AVE,Major Arterial,North York,Intersection,Intersection Related,Stop Sign,Clear,"Dusk, artificial",Dry,0,Pedestrian Collisions,Passenger,5 to 9, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
18,BATHURST ST,BROOKE AVE,Major Arterial,North York,Intersection,Intersection Related,Stop Sign,Clear,"Dusk, artificial",Dry,0,Pedestrian Collisions,Passenger,5 to 9, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
18,BATHURST ST,BROOKE AVE,Major Arterial,North York,Intersection,Intersection Related,Stop Sign,Clear,"Dusk, artificial",Dry,0,Pedestrian Collisions,Passenger,0 to 4, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
18,708 SCARLETT RD, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,1,Turning Movement,Driver,45 to 49,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,Yes,No
18,708 SCARLETT RD, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,1,Turning Movement,Motorcycle Driver,45 to 49,South,Motorcycle,Going Ahead,Driving Properly,Unknown,No,No,Yes,Yes,No,No,No,No,Yes,No
18,708 SCARLETT RD, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,1,Turning Movement,Driver,55 to 59,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,No,No,Yes,Yes,No,No,No,No,Yes,No
18,FINCH Ave W,VIRGILWOOD Dr,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Passenger,10 to 14, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
18,FINCH Ave W,VIRGILWOOD Dr,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,75 to 79,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,Yes,No,No,No
18,FINCH Ave W,VIRGILWOOD Dr,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,North,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
18,LESLIE ST,LAKE SHORE BLVD E,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Cyclist Collisions,Driver,unknown,South,"Automobile, Station Wagon",Unknown,Other,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,LAKE SHORE BLVD W,KIPLING AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,30 to 34,South,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,DUNDAS ST W,BROCK AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,25 to 29,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
18,4968 DUNDAS ST W, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Pedestrian Collisions,Pedestrian,75 to 79,North, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
18,F G GARDINER XY Expr E,CHERRY ST,Expressway,Toronto and East York,Intersection, ,No Control,Clear,Daylight,Dry,1,SMV Other,Driver,25 to 29,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,Yes,Yes,No
18,DUNDAS ST E,SHERBOURNE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,40 to 44,North,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
18,90 PARK LAWN RD, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,20 to 24,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
19,WOBURN AVE,GREY RD,Collector,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,35 to 39,North,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,FINCH AVE E,CHEROKEE BLVD,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Snow,Dark,Ice,0,Approaching,Passenger,70 to 74, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
19,KEELE ST,CANON JACKSON DR,Major Arterial,Etobicoke York,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Motorcycle Driver,30 to 34,North,Motorcycle,Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol",No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
19,EGLINTON AVE E,MIDLAND AVE,Major Arterial,Scarborough,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,1,Pedestrian Collisions,Pedestrian,70 to 74,South, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
18,90 PARK LAWN RD, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,40 to 44,East, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,MAGNETIC Driv,ALNESS Stre,Minor Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Wet,0,Turning Movement,Passenger,20 to 24, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,No,No
19,FINCH AVE E,CHEROKEE BLVD,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Snow,Dark,Ice,0,Approaching,Passenger,35 to 39, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
18,DUNDAS ST W,PACIFIC AVE,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,60 to 64,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
18,BLOOR ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Yield Sign,Rain,Dark,Wet,0,Pedestrian Collisions,Driver,60 to 64,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,"Ability Impaired, Alcohol",Yes,No,Yes,No,No,No,No,No,Yes,Yes
18,DUNDAS ST W,PACIFIC AVE,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Other,unknown, , , ,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,KEELE ST,CANON JACKSON DR,Major Arterial,Etobicoke York,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
19,EGLINTON AVE E,MIDLAND AVE,Major Arterial,Scarborough,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,1,Pedestrian Collisions,Driver,75 to 79,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
19,KEELE ST,CANON JACKSON DR,Major Arterial,Etobicoke York,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Driver,35 to 39,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
18,Queen St E,Dalhousie St,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,35 to 39,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
18,BLOOR ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Yield Sign,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,50 to 54,South,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,Yes
18,SPENVALLEY DR,ARLETA AVE,Collector,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,75 to 79,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No
18,DUNDAS ST W,PACIFIC AVE,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,45 to 49,West,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,UNIVERSITY AVE,COLLEGE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,0,Pedestrian Collisions,Driver,25 to 29,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
19,MCNICOLL AVE,VICTORIA PARK AVE,Minor Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,0,SMV Other,Driver,30 to 34,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Drugs",No,No,Yes,No,No,No,No,No,No,No
18,SPENVALLEY DR,ARLETA AVE,Collector,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,75 to 79,South, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
18,LAKE SHORE BLVD W,DWIGHT AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Driver,40 to 44,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,No,No,Yes,Yes,No,No,Yes,No,No,No
18,Queen St E,Dalhousie St,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,75 to 79,South, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,UNIVERSITY AVE,COLLEGE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,0,Pedestrian Collisions,Pedestrian,35 to 39,West,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,KING ST W,BATHURST ST,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Dark,Dry,0,Sideswipe,Passenger,20 to 24, ,Other, ,Unknown,Unknown,No,No,Yes,Yes,No,No,Yes,No,Yes,No
19,KING ST W,BATHURST ST,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Dark,Dry,0,Sideswipe,Motorcycle Driver,30 to 34,East,Motorcycle,Going Ahead,Improper Passing,Normal,No,No,Yes,Yes,No,No,Yes,No,Yes,No
19,KING ST W,BATHURST ST,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Dark,Dry,0,Sideswipe,Driver,40 to 44,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,No,No,Yes,Yes,No,No,Yes,No,Yes,No
19,JANE ST,WEATHERELL ST,Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Sideswipe,Driver,20 to 24,South,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Normal,No,No,Yes,Yes,No,No,Yes,No,No,No
19,JANE ST,WEATHERELL ST,Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Sideswipe,Motorcycle Driver,15 to 19,South,Motorcycle,Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,Yes,No,No,No
19,JANE ST,WEATHERELL ST,Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Sideswipe,Passenger,20 to 24, , , ,Unknown,Unknown,No,No,Yes,Yes,No,No,Yes,No,No,No
19,QUEEN Stre W,BATHURST Stre,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,45 to 49,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
19,QUEEN Stre W,BATHURST Stre,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,East,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Other,unknown,Unknown,"Automobile, Station Wagon",Parked,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Other,unknown,Unknown,"Automobile, Station Wagon",Parked,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Passenger,55 to 59, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Driver,55 to 59,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Passenger,15 to 19, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Driver,20 to 24,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Pedestrian,20 to 24,Unknown,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,STEELES AVE E,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Pedestrian,20 to 24,Unknown,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
19,505 KINGSTON RD, ,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Dark,Dry,0,Cyclist Collisions,Driver,unknown,Unknown,"Automobile, Station Wagon",Parked,Other,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,505 KINGSTON RD, ,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Dark,Dry,0,Cyclist Collisions,Driver,unknown,West,"Automobile, Station Wagon",Parked,Other,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,505 KINGSTON RD, ,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Dark,Dry,0,Cyclist Collisions,Cyclist,40 to 44,West,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,NEILSON Rd,MCLEVIN Ave,Minor Arterial,Scarborough,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,SMV Other,Driver,25 to 29,South,"Automobile, Station Wagon",Turning Left,Lost control,Medical or Physical Disability,No,No,Yes,No,No,No,No,No,No,No
19,NEILSON Rd,MCLEVIN Ave,Minor Arterial,Scarborough,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,SMV Other,Other Property Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No
19,STEELES AVE W,ISLINGTON AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,0,Cyclist Collisions,Driver,55 to 59,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,No,Yes,Yes,No,No,No,No,No,Yes,No
19,STEELES AVE W,ISLINGTON AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,0,Cyclist Collisions,Cyclist,50 to 54,South,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,Yes,No
19,HUMBERSIDE AVE,KEELE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,30 to 34,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,Yes,No,Yes,No
19,HUMBERSIDE AVE,KEELE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,80 to 84,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
19,HUMBERSIDE AVE,KEELE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Passenger,65 to 69, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
19,LAWTON Blvd,WALMSLEY Blvd,Local,Toronto and East York,Intersection, ,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,40 to 44,North,"Automobile, Station Wagon",Overtaking,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
19,LAWTON Blvd,WALMSLEY Blvd,Local,Toronto and East York,Intersection, ,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,50 to 54,North,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
19,ROGERS RD,SILVERTHORN AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Driver,unknown,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
19,ROGERS RD,SILVERTHORN AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,50 to 54,South,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
19,WESTON RD,CLOUSTON AVE,Minor Arterial,Etobicoke York,Intersection, ,Pedestrian Crossover,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,unknown,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
19,WESTON RD,CLOUSTON AVE,Minor Arterial,Etobicoke York,Intersection, ,Pedestrian Crossover,Clear,Dark,Dry,0,Pedestrian Collisions,Wheelchair,40 to 44,East,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
19,1420 VICTORIA PARK AVE, ,Major Arterial,Scarborough,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,80 to 84, ,Other,Unknown,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
19,1420 VICTORIA PARK AVE, ,Major Arterial,Scarborough,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,45 to 49,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
19,PARLIAMENT ST,GERRARD ST E,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,50 to 54,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No
19,PARLIAMENT ST,GERRARD ST E,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,50 to 54,North,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
19,GRACEDALE Boul,DUNCANWOODS Driv,Collector,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,0,Cyclist Collisions,Driver,65 to 69,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,No,Yes,Yes,No,No,No,No,No,Yes,No
19,GRACEDALE Boul,DUNCANWOODS Driv,Collector,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,0,Cyclist Collisions,Cyclist,10 to 14,West,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,Yes,No
19,LAWRENCE AVE E,CARNFORTH RD,Major Arterial,North York,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,50 to 54,East,"Automobile, Station Wagon",Changing Lanes,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
19,LAWRENCE AVE E,CARNFORTH RD,Major Arterial,North York,Mid-Block, ,No Control,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,45 to 49,Unknown,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,JANE St,COURAGE Ave,Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,65 to 69,South,"Automobile, Station Wagon",Going Ahead,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,JANE St,COURAGE Ave,Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,65 to 69, ,Other,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,UNIVERSITY AVE,WELLINGTON ST W,Major Arterial,Toronto and East York,Intersection, ,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,UNIVERSITY AVE,WELLINGTON ST W,Major Arterial,Toronto and East York,Intersection, ,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,40 to 44,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
19,UNIVERSITY AVE,WELLINGTON ST W,Major Arterial,Toronto and East York,Intersection, ,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,40 to 44,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
19,UNIVERSITY AVE,WELLINGTON ST W,Major Arterial,Toronto and East York,Intersection, ,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,West,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
19,FINCH AVE W,WILMINGTON AVE,Major Arterial,North York,Mid-Block, ,No Control,Clear,"Dark, artificial",Dry,1,Pedestrian Collisions,Passenger,50 to 54, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
