,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
951,952,0x1745bc863c2fe977dd77fd025d6b334dfe5dbf29,0,31438.5,4555.61,274286.03,8,5,0,3,5,1.5606,3.37645,2.253833,0.0,2.775453,1.407815,0.0,0.0,0.0,13,11.26252129,11.26916488,0.0,0.006643594,9.0,1065.98953,622.9539973,0.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,622.4066389999998,152.284219,0.547358,622.4066389999998,311.4769990000001,0.0,0.0,0.0,2.0,7.0,Golem,XENON
952,953,0x17512af8cc6ee010d89ff5f5b981239e23978ed0,0,0.0,9042.13,198926.8,0,22,1,6,0,0.0,5.999495,1.588658,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,34.95046961,0.0,34.95046961,2.0,1.359704311,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.584303,0.775401,0.679852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
953,954,0x175287c9b96c270978703c601171b9f1db7590d2,0,22.14,0.0,66.42,3,1,0,1,3,101.0,101.0,101.0,5.0,85.020462,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
954,955,0x1759fdcd0546142697c888c3566e271853c10aeb,0,3.37,0.42,14.32,4,2,0,2,3,836.676514,1164.323486,1000.5,0.1,1524.967973,500.249528,0.0,0.0,0.0,6,2000.998113,2001.0,0.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
955,956,0x1762917c29900a9e2ac2aacb990a3698b4dcad9a,0,2306.44,0.0,4612.88,2,1,0,1,1,1.995,1.995,1.995,1.0,1.0,1.0,0.0,0.0,0.0,3,2.0,1.995,0.0,-0.005,9.0,3283.351111,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2860.712,364.81679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,None,XENON
956,957,0x1769d3ee1b2f4f18818f9d5cc5edab2da2d615a6,0,0.0,17444.24,226775.15,0,13,1,5,0,0.0,6.881605,2.5729610000000003,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,33.4484947,0.0,33.4484947,2.0,1.535059952,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.638185,0.896875,0.76753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
957,958,0x176cd6e4fddca44e8fe98611289108558c248ef4,0,80.12,0.04,320.58,4,2,0,2,2,45.067088,55.932912,50.5,1.388443,85.110573,25.249502,0.0,0.0,0.0,6,100.9980078,101.0,0.0,0.001992218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
958,959,0x177403c7e4f58cd52a57e97994e688baaa3a9b64,0,0.0,1771.71,226779.17,0,128,1,3,0,0.0,0.5849489999999999,0.252587,0.0,0.0,0.0,0.0,0.0,0.0,129,0.0,32.33114939,0.0,32.33114939,2.0,0.596403248,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.218925,0.377478,0.298202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
959,960,0x177e60c30d60adfff4529d5ae2cd64af7eac8493,0,0.0,0.0,15.73,1,1,0,1,1,0.521875,0.521875,0.521875,0.521255,0.521255,0.521255,0.0,0.0,0.0,2,0.521255,0.521875,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
960,961,0x179337cc5b7dc9fb02c909c2ccf367aa93d66a37,0,0.0,0.0,23.88,1,1,0,1,1,3.608889,3.608889,3.608889,3.608269,3.608269,3.608269,0.0,0.0,0.0,2,3.60826874,3.60888874,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
961,962,0x17997c2c2d460d525ccec81c5d5dde5c9ea5e6ed,0,0.0,169011.67,1014070.0,0,6,0,6,0,0.002702,9.996406,3.352106,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,20.11263856,0.0,20.11263856,12.0,1126.370766,0.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,805.762546,93.864231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,None,Tronix
962,963,0x179a28de1f45d964f9910ffc3e767d84de0da4b1,0,0.0,0.0,5.7,1,1,0,1,1,1.170093,1.170093,1.170093,1.169622,1.169622,1.169622,0.0,0.0,0.0,2,1.169621554,1.17009319,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
963,964,0x17ab335b0720c2f8e7ad8269dfaeee5d22cdf6b7,0,163.93,1.02,329.92,2,2,0,2,2,19.904876,81.095124,50.5,0.367806,100.631168,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
964,965,0x17ae1850e6e4c0181a48545175b1098ae3a3302f,0,237.29,21756.42,526662.62,19,24,0,2,2,0.01997,138.4819,18.237731,3.630849,138.48148,23.036575,0.0,0.0,0.0,43,437.694931,437.70555,0.0,0.010619048999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
965,966,0x17b3873a711e9e7d08a992ffac2f508ab50dced2,0,0.0,628.3,449862.18,0,716,1,6,0,0.0,4.026733,1.063666,0.0,0.0,0.0,0.0,0.0,0.0,717,0.0,761.5849408,0.0,761.5849408,2.0,1.291960667,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.529704,0.762257,0.64598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
966,967,0x17b8a4fabfe538c1395564c0b422bf51e4ea41aa,0,22.62,0.0,67.87,3,1,0,1,3,101.0,101.0,101.0,2.898684,55.193138,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
967,968,0x17beb6ce0f9c79b2bb866ef2635e54365a69cd66,0,5436.34,13424.62,959797.43,100,31,0,15,22,0.0,75.0,10.7541,0.0,75.0,3.834513,0.0,0.0,0.0,131,383.4512927,333.3770856,0.0,-50.07420706,80.0,51421.35015,60841.95306,0.0,14.0,19.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,39441.50389,1142.6966699999996,0.0,38990.0,1738.341516,0.0,0.0,0.0,10.0,17.0,,AION
968,969,0x17cd461aa925a87c283e5c6c1bfa2052d11a78da,0,3.94,2150.4,1290435.98,595,599,0,9,1,0.2,100.0,4.267958,0.198446,99.999163,4.29599,0.0,0.0,0.0,1194,2556.114161,2556.506833,0.0,0.392672113,1.0,32345.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32345.0,32345.0,32345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,CANDY
969,970,0x17d2bde0af51e65d6d80ed99c6f2c23ad86ad694,0,6900.53,4075.77,1101503.13,136,40,0,7,20,0.009000000000000001,41.9981,9.02984,0.0,41.0,2.977247,0.0,0.0,0.0,176,404.9056,361.1936113,0.0,-43.71198873,112.0,416878.9795,399918.0793,0.0,11.0,33.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,150000.0,5710.670952,0.0,150000.0,10254.30973,0.0,0.0,0.0,6.0,30.0,EOS,EOS
970,971,0x17e3cc3461a6b9d0206b1f2e76c58a042865d34b,0,22.75,0.0,68.25,3,1,0,1,3,101.0,101.0,101.0,2.113002,64.02678399999999,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
971,972,0x17ec8a5e34bf3515ca618bbdc82cd4836c7f2f97,0,165.88,0.08,331.93,2,2,0,2,2,2.846077,98.153923,50.5,0.02,100.978974,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
972,973,0x17ee956d8fe873c159a4cf6c925c3ce524f16986,0,162.69,0.6,326.58,2,2,0,2,2,25.47121,75.52879,50.5,4.161609,96.836963,50.499286,0.0,0.0,0.0,4,100.9985715,101.0,0.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
973,974,0x17f8c05df92859fc90ed3dab0ffd361f8c6a9ae0,0,11.46,1305.04,34229.18,26,26,0,3,26,0.049002,0.134643,0.062301,0.048522,0.13410999999999998,0.06184600000000001,0.0,0.0,0.0,52,1.607992902,1.619822609,0.0,0.011829707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
974,975,0x17ff2f907af3321f8e0df2c81f76e505e05e4b32,0,5.34,1760.58,3531.85,2,2,0,1,2,2.373005,4.995,3.684003,2.372536,4.994528,3.683532,0.0,0.0,0.0,4,7.367064787,7.36800516,0.0,0.000940373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
975,976,0x18054dde9707ea9e86f470584c9566b7d4ea72a1,0,4.77,50534.92,151619.07,3,3,0,3,1,2.0,30.04,12.68,1.9988,30.039392,12.679161,0.0,0.0,0.0,6,38.03748251,38.04,0.0,0.00251749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
976,977,0x1816dddb4ed2a96f99c3ec5aba218eed503b148f,0,2059.28,12969.45,515353.27,118,21,0,7,28,0.09,8.796278,2.725619,0.0,9.0,0.809813,0.0,0.0,0.0,139,95.55790754,57.23798908,0.0,-38.31991846,39.0,58321.73258,58259.04758,0.0,8.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,32292.9,3069.5648730000007,0.0,32292.9,2912.952379,0.0,0.0,0.0,9.0,13.0,Patientory,OpenANX
977,978,0x182fc939a594c1612cd2a2ff5c6200ad275e352a,0,672.18,12763.54,443378.73,33,33,0,9,2,0.4232800000000001,25.643652,3.472551,0.0,25.628652,3.47042,0.0,0.0,0.0,66,114.5238485,114.5941735,0.0,0.070325008,6.0,286.7980227,254.7980227,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,200.246879,71.699506,54.551144,200.246879,127.39901100000002,0.0,0.0,0.0,1.0,2.0,OmiseGO,OmiseGO
978,979,0x183549a7143f29e7924e4ccf5a78e64ba05f16e5,0,32.45,0.47,325.95,10,3,0,3,6,0.635877,97.869587,33.666667,1.0,57.9949,10.09949,0.0,0.0,0.0,13,100.9948998,101.0,0.0,0.005100218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
979,980,0x18363db4d93317f020103d5f6be2bd701be65e83,0,1019.48,2891.08,760003.8,11,259,0,2,7,0.200043,1.016595,0.404067,0.0001,29.0,5.9241660000000005,0.0,0.0,0.0,270,65.16582982,104.6533116,0.0,39.48748176,13.0,2930.303621,100.0,0.0,1.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1500.0,244.191968,100.0,100.0,100.0,0.0,0.0,0.0,1.0,12.0,blockwell.ai KYC Casper Token,Tronix
980,981,0x183f5f2a106802d65c3cecefe437de1c8327efd8,0,11.24,8137.89,105904.98,10,13,0,3,1,0.08,1.279046,0.319994,0.169303,1.279,0.414376,0.0,0.0,0.0,23,4.14376132,4.15991988,0.0,0.01615856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
981,982,0x1852511024c763e01fcc979f35cee25400a3a269,0,346.27,7127.72,386916.25,47,52,0,3,1,0.009826,68.0,3.611352,0.009406,67.99958000000001,3.995118,0.0,0.0,0.0,99,187.7705561,187.7902961,0.0,0.019740004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
982,983,0x1858de90f17fb45e799521200fb28eb60e11e0e2,0,168.08,811.06,630203.4,3518,48,0,18,2478,0.0,4000.0,515.098463,0.011,875.713434,7.149872,0.0,0.0,0.0,3566,25153.24958,24724.72621,0.0,-428.5233769,26.0,25712.03802,0.0,0.0,0.0,21.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,20180.614,988.924539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,None,Livepeer Token
983,984,0x1861b107943e6ee0ee183562a92ac5e2075f1a52,0,0.0,0.0,2.35,1,1,0,1,1,0.32,0.32,0.32,0.319441,0.319441,0.319441,0.0,0.0,0.0,2,0.319440603,0.32,0.0,0.000559397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
984,985,0x186d8b7c0fe026ddddf8c3d88fe48569bec2230e,0,105.72,0.63,318.42,3,2,0,2,2,46.86007,54.13993000000001,50.5,1.0,93.998512,33.66617100000001,0.0,0.0,0.0,5,100.9985118,101.0,0.0,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
985,986,0x18787ebe857e3842aacbd892689e7672ca1aaddb,0,2.63,0.0,7.88,3,2,0,2,3,838.103919,1162.896081,1000.5,25.0,1824.026544,666.9993900000002,0.0,0.0,0.0,5,2000.998169,2001.0,0.0,0.001830667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
986,987,0x188275f5de3d4c4bad05977e8b4210dcbcc9e02e,0,1.54,55.28,113.65,2,2,0,2,1,0.1,2.8,1.45,0.09944,2.799428,1.449434,0.0,0.0,0.0,4,2.898867742,2.9,0.0,0.001132258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
987,988,0x1886fcf318dc00193479c34d97ecd461b9d172fe,0,274972.69,0.0,549945.38,2,1,0,1,2,2.999,2.999,2.999,0.000978,2.997203,1.499091,0.0,0.0,0.0,3,2.998181623,2.999,0.0,0.000818377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
988,989,0x1888a8e69eed633e8dc86ffc0e8eb92606889808,0,210.67,43294.12,174019.13,4,4,0,4,1,1.0,3.0,1.999691,0.998739,2.999309,1.99884,0.0,0.0,0.0,8,7.9953610999999984,7.99876593,0.0,0.00340483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
989,990,0x188c4d4c20c42d5768f3e075b298daaf58ff9ee5,0,3081.0,1291.93,855510.37,224,128,0,47,97,0.003087,35.0,1.879105,0.0,25.01,1.098902,0.0,0.0,0.0,352,246.154011,240.525409,0.0,-5.628602018,231.0,507994.1083,374713.8182,0.0,45.0,83.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,250000.465,3455.742233,0.0,90000.0,4460.878788,0.0,0.0,0.0,21.0,71.0,EOS,OmiseGO
990,991,0x18903cc9871399df7e3a32f6639ea2941361d8ef,0,0.0,1778.11,60455.67,0,34,1,2,0,0.0,33.03,15.937882,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,541.888,0.0,541.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
991,992,0x18958b7ec1f0d8104cd9bbfb1b7a8e286c1ad960,0,16601.46,8132.58,619360.05,28,19,0,9,21,0.49,57.357,16.484044,0.0,54.0,11.210714,0.0,0.0,0.0,47,313.9,313.19683210000005,0.0,-0.70316795,76.0,701867.7156,18797.00042,0.0,6.0,38.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,534600.0,10634.35933,0.0,13799.0,1879.700042,0.0,0.0,0.0,6.0,50.0,Bytom,OmiseGO
992,993,0x189852e934ef4fd34a4f862b2af79f27c44bd0e3,0,0.0,0.0,2382.9,1,1,0,1,1,0.70305,0.70305,0.70305,0.70243,0.70243,0.70243,0.0,0.0,0.0,2,0.7024301740000001,0.703050174,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
993,994,0x189c12ab4b24247f6ac9730dd0abd216cd4ee985,0,102.63,0.0,307.88,3,1,0,1,2,101.0,101.0,101.0,1.0,86.0,33.66617100000001,0.0,0.0,0.0,4,100.9985118,101.0,0.0,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
994,995,0x18b6b7a19d2533c913b7aa39220193cc1eda2125,0,164.83,0.21,330.08,2,2,0,2,2,43.214208,57.785792,50.5,2.0,98.998974,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
995,996,0x18c78a4d968738d713a51fe485b61b84b9200360,0,17.93,0.0,53.78,3,1,0,1,3,101.0,101.0,101.0,5.0,60.993524,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
996,997,0x18c89b26bfe2bf74bc060ca66ba564d31633cb2c,0,2040.38,3326.91,592631.77,10,172,0,2,4,0.009502,5.591025,0.454141,0.224669,26.706251,5.9800260000000005,0.0,0.0,0.0,182,59.80026269,78.11230018,0.0,18.31203749,12.0,819.8094332999998,0.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,615.4294610000002,68.317453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,None,Tronix
997,998,0x18ca0a1c7217f38e6164d53b1691fbdef09cf0e8,0,0.0,0.0,380.5,1,1,0,1,1,1.037,1.037,1.037,1.0348,1.0348,1.0348,0.0,0.0,0.0,2,1.0348,1.037,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
998,999,0x18d2d2bceb1fcd8f95ed82792c4e5604f7e070ec,0,26.01,1357.09,1342363.87,947,971,0,8,2,0.010689,183.3,2.1550860000000003,0.498383,183.398421,2.2090560000000004,0.0,0.0,0.0,1918,2091.975835,2092.588789,0.0,0.612954137,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,blockwell.ai KYC Casper Token,None
999,1000,0x18d8a869dff0017c44879b304ea96d9c0eddbbe6,0,0.0,4277.02,8554.05,0,2,0,2,0,1.0,8.353539,4.6767699999999985,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,9.353539199999998,0.0,9.353539199999998,9.0,870.3209762,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,679.289052,96.702331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,None,XENON
1000,1001,0x18e74e90e35b91a722ef943e16d07d374d84530a,0,13.12,633.82,217031.22,310,336,0,2,11,0.001,16.945,8.470262,0.98808,35.16458,9.179748,0.0,0.0,0.0,646,2845.72201,2846.0080510000007,0.0,0.286041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1001,1002,0x18ed20348597807cbf1084fd37806aa128bd2413,0,169.95,503.4,1499314.62,10,2975,0,2,7,0.100496,38.0,0.389833,0.001,500.0,90.803071,0.0,0.0,0.0,2985,908.0307109,1159.752649,0.0,251.7219384,22.0,730354.1677,0.0,0.0,0.0,17.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,705742.0,33197.91672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,None,Livepeer Token
1002,1003,0x18f66aac633c8c061102c2681ca518c36d9dc0eb,0,0.0,1417.28,226764.5,0,160,1,4,0,0.0,6.878947,2.698728,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,431.7965326,0.0,431.7965326,3.0,14.09317575,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.072359,11.46613,4.697725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,DATAcoin
1003,1004,0x18fa44026dda541f1472f45eb0389108b4af5b79,0,163.77,0.0,327.55,2,1,0,1,2,101.0,101.0,101.0,0.9,100.099016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1004,1005,0x19031dc08cdb21754477c2e7141b24cfd68be845,0,0.0,10645.46,883573.28,0,83,0,1,0,0.017321,3.010853,1.160579,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0,96.32809722,0.0,96.32809722,14.0,4613.54825,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1500.0,329.539161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,None,Tronix
1005,1006,0x19061b810bc680dc61d8011d1219599e95282521,0,158.38,0.0,316.77,2,1,0,1,2,101.0,101.0,101.0,0.5,100.499016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1006,1007,0x1909d4cdd11b7ae9be6b8ca59f3eaa598faff7d5,0,0.0,0.0,4.57,1,1,0,1,1,3.0,3.0,3.0,2.999114,2.999114,2.999114,0.0,0.0,0.0,2,2.9991143,3.0,0.0,0.0008857000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1007,1008,0x190b72c25e36de9cd6a18f9b2ae3436eb08107b1,0,400.18,74002.41,224408.28,6,3,0,3,5,0.004,1.987607,0.6672020000000001,0.0,1.987166,0.332397,0.0,0.0,0.0,9,1.99438218,2.00160718,0.0,0.007225,7.0,168.93283490000005,2668.932835,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,166.4,56.310945,0.0,2500.0,667.233209,0.0,0.0,0.0,4.0,3.0,Reputation,Reputation
1008,1009,0x19104b6b21829af37ce1bf69302d30e531a7a7d3,0,0.0,1710.44,200121.58,0,117,1,3,0,0.0,0.558817,0.234012,0.0,0.0,0.0,0.0,0.0,0.0,118,0.0,27.3794163,0.0,27.3794163,2.0,0.679997139,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.274537,0.40546,0.339999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
1009,1010,0x191510770b1cc5d251a1570e5896222530cce524,0,4.85,1934.32,56172.72,16,29,0,19,16,0.99895,61.52035,14.173466,0.998509,61.51993,25.688867,0.0,0.0,0.0,45,411.0218759,411.0305058,0.0,0.008629936999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1010,1011,0x191561cfef3e6b965655b1afcfbcd3c315a5cab0,0,17394.78,2256.01,566310.25,31,12,0,3,9,0.01,50.0,5.711798,0.0,45.0,3.368607,0.0,0.0,0.0,43,104.4268166,68.541578,0.0,-35.88523855,28.0,112828.9317,132635.1007,0.0,3.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,41957.0,6636.995984,1.0,40000.0,12057.73643,0.0,0.0,0.0,2.0,16.0,StatusNetwork,StatusNetwork
