Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Upper middle income,0.415810001,1.464561734,2.389663652,2.302273485,2.322776923,2.494317484,2.370747682,2.383459756,2.451060798,2.453588162,2.45700742,2.296228486,2.178715744,2.046498897,1.866410641,1.740242771,1.62180747,1.601063753,1.598936712,1.563481189,1.583514631,1.687759303,1.665872312,1.595136517,1.612628798,1.667532185,1.716310637,1.692353161,1.614366179,1.509245067,1.401748961,1.281040062,1.214871533,1.186154739,1.159586886,1.138088055,1.125461782,1.089754514,1.027688635,0.97008194,0.896545466,0.834457621,0.815821661,0.797897655,0.788847296,0.76757802,0.737381498,0.744612181,0.764092608,0.760829451,0.776050122,0.798140607,0.806686712,0.802973378,0.782182096
World,1.353022278,1.721104234,2.07357604,2.047850034,2.046407405,2.098946144,2.044577039,2.026216382,2.104314037,2.080012842,2.097510746,2.039337579,1.97406783,1.951411226,1.873131994,1.789899762,1.752427779,1.752499833,1.76218078,1.746611513,1.756274751,1.790428845,1.774191023,1.738076163,1.745711517,1.772847306,1.787236863,1.77333198,1.742056818,1.731799681,1.643595966,1.556520583,1.545859276,1.50547897,1.50674836,1.450321841,1.433045629,1.398662072,1.364521461,1.33444658,1.310538449,1.277433297,1.2628797,1.255470301,1.246725565,1.23983812,1.229926149,1.235349191,1.222987321,1.209310257,1.202017639,1.178031196,1.222106398,1.180142113,1.182417808
Afghanistan,1.874002583,1.932414492,1.989784819,2.046675318,2.10252831,2.12596022,2.142249653,2.20521813,2.328572808,2.472401736,2.589343754,2.629453008,2.5749156,2.40818765,2.148010572,1.954921163,1.739376496,1.263746103,0.458254772,-0.542502468,-1.63683644,-2.571237169,-3.110204251,-3.03091145,-2.395832253,-1.66066748,-0.887019275,0.333156069,2.023927385,3.879693635,5.809298066,7.210628551,7.555156024,6.815593949,5.531349698,4.141838763,3.11057339,2.612500651,2.806796256,3.425806533,4.122662406,4.550804562,4.639094454,4.315131588,3.7586963,3.161258348,2.718198096,2.485314572,2.525627754,2.736885959,2.983978666,3.135546164,3.164336274,3.033472553,2.802986283
Albania,3.120855371,3.056730503,2.953748762,2.880686426,2.754021238,2.63456388,2.630190345,2.84251071,2.896083388,2.550851178,2.422972017,2.494973107,2.362552224,2.297214176,2.30115381,2.208235255,2.213252179,2.075741895,1.98945702,2.047963861,2.002974306,2.113271783,2.120885334,2.103936618,2.055994609,1.933220811,1.997039956,1.886710529,2.687861989,1.799085593,-0.602809679,-0.606434726,-0.610165793,-0.613880507,-0.617703658,-0.621511399,-0.625430097,-0.629334393,-0.633352274,-0.637356834,-0.938470428,-0.299876697,-0.374149169,-0.417931378,-0.511790116,-0.630911245,-0.755718755,-0.767342959,-0.673894046,-0.496461963,-0.283303108,-0.156175016,-0.124031847,-0.103552395,-0.155183807
Algeria,2.485437252,2.47072853,2.491993675,2.560509568,2.656184587,2.759677899,2.840028221,2.87995141,2.869117035,2.827185974,2.779413065,2.749167227,2.741108936,2.762507752,2.803813004,2.838818672,2.866836126,2.908898266,2.966861565,3.029024004,3.08539015,3.119916713,3.12238154,3.087146333,3.023417659,2.948956403,2.869683687,2.777389744,2.672934144,2.559031775,2.447059768,2.332446637,2.201617561,2.051928094,1.893962306,1.740690739,1.605031296,1.491654077,1.406395926,1.346608219,1.295656901,1.258470687,1.256511942,1.295295915,1.363904736,1.436792867,1.507551588,1.589910176,1.682726018,1.77604672,1.872060709,1.948088888,1.974814461,1.940399184,1.86309983
American Samoa,2.301904553,3.077461823,3.558432229,3.669889671,3.535710902,3.35329717,3.220603615,3.019718877,2.77726846,2.511865233,2.26063822,2.035314735,1.822532361,1.630665994,1.484301017,1.304431261,1.19644138,1.343170934,1.800128258,2.451546535,3.13018398,3.670459511,4.020003949,4.12234071,4.055980079,3.966454862,3.874024059,3.702285325,3.440767797,3.137300537,2.798250128,2.486451276,2.248853768,2.110638956,2.038644939,1.970101172,1.866534698,1.726840756,1.542629577,1.319469664,1.130541523,0.946074376,0.658488879,0.244976005,-0.244976005,-0.796505718,-1.27670071,-1.519148718,-1.421569628,-1.054880962,-0.576827614,-0.161023347,0.135711011,0.238404968,0.187434723
Andorra,6.92612118,6.724770275,6.508305287,6.259421904,6.003857181,5.73500593,5.491342625,5.315135994,5.220433759,5.146890015,5.141685033,5.08002151,4.859182034,4.444406209,3.95933482,3.441055171,3.061431958,2.937894525,3.130132302,3.510419419,3.91268559,4.203506039,4.377121054,4.409205684,4.337399953,4.210824903,4.092260216,3.990862197,3.923520353,3.856124728,3.891303561,3.859344829,3.501404323,2.755004086,1.812614319,0.682042521,-0.224232798,-0.404577425,0.426399915,1.911141835,3.561265132,4.720793543,5.126303185,4.642944647,3.61784254,2.612605765,1.789041541,0.865725022,-0.165994544,-1.241974138,-2.510551958,-3.724710143,-4.399683922,-4.19194055,-3.229397128
Angola,1.813206517,1.820714048,1.811246017,1.778846174,1.737886112,1.69488018,1.678707628,1.716953705,1.823161418,1.975691156,2.145935891,2.30334386,2.437812762,2.538302971,2.616982273,2.667973996,2.727205643,2.836469444,3.00906792,3.205603179,3.423454745,3.577992223,3.581348705,3.405845186,3.129896055,2.817650935,2.580345876,2.488696231,2.584524124,2.796482102,3.047159163,3.231666443,3.302250685,3.227375181,3.068869642,2.887872761,2.769923426,2.757215157,2.878124451,3.079443863,3.293109281,3.45384539,3.547199042,3.55530349,3.507711629,3.448621487,3.406206726,3.37418026,3.35914867,3.353692563,3.3474133,3.331567413,3.306204563,3.269552406,3.226505657
Antigua and Barbuda,1.3117444,1.625615403,1.859675864,1.954009766,1.951768642,1.934135713,1.92808448,1.875783961,1.774400782,1.637964996,1.471474537,1.298476418,1.134820615,0.99981071,0.867250266,0.760963143,0.629979584,0.405028586,0.063802187,-0.357817696,-0.786860277,-1.153581646,-1.449173694,-1.624411743,-1.687733772,-1.747660497,-1.750390153,-1.501353366,-0.91723867,-0.098487975,0.814045905,1.624243072,2.235444056,2.559910898,2.667338764,2.736219882,2.78940297,2.696184843,2.442765907,2.091312416,1.69075666,1.330820512,1.086170222,1.001102924,1.031156608,1.086548225,1.108051179,1.122859329,1.106914885,1.07531016,1.047989749,1.034875307,1.023163952,1.011701141,1.004835565
Argentina,1.606898632,1.584299103,1.557555065,1.524183835,1.489552843,1.449535379,1.420521325,1.424779469,1.471070337,1.543020519,1.62760745,1.694905894,1.721920655,1.695419536,1.633986881,1.561302273,1.504699304,1.474185507,1.480271514,1.510535391,1.544541749,1.566398781,1.576628132,1.570265286,1.551602743,1.529797734,1.509205123,1.486171928,1.461314689,1.434575571,1.408258192,1.379933411,1.345127237,1.302503759,1.25576227,1.206768918,1.162850408,1.131083662,1.115330679,1.110916205,1.111208597,1.10909464,1.102473015,1.088568664,1.070230213,1.050166529,1.033983722,1.025392833,1.02680978,1.034454869,1.044287673,1.049809261,1.047065055,1.033055553,1.010993037
Armenia,3.516902042,3.45176249,3.352327382,3.217815214,3.06357478,2.897976107,2.744528696,2.623700424,2.545383199,2.494230545,2.450889468,2.395432775,2.322760719,2.226339053,2.115725061,2.003437082,1.901788494,1.813600327,1.74310197,1.684949897,1.588804529,1.482714161,1.440769912,1.482407486,1.556121994,1.703334312,1.766805303,1.532431958,0.915369281,0.055732592,-0.92915011,-1.79321952,-2.34127163,-2.394546762,-2.050396131,-1.555483182,-1.133669677,-0.790134994,-0.616682622,-0.574466265,-0.523523009,-0.418746421,-0.35600265,-0.344352298,-0.366336612,-0.423993809,-0.468893956,-0.438963628,-0.300313112,-0.088100324,0.151328197,0.348282812,0.46404666,0.465529171,0.383740747
Aruba,2.238266419,1.416812015,0.834201591,0.58386111,0.578728591,0.611792787,0.582235731,0.577152606,0.578949435,0.579003052,0.629522007,0.689097096,0.649525966,0.473651974,0.21455694,-0.108871378,-0.368732591,-0.431636237,-0.213184185,0.196545527,0.780690671,1.274717657,1.39219395,1.002927589,0.313048985,-0.61111655,-1.299835941,-1.233418396,-0.073704644,1.812032044,3.905174734,5.438724512,6.060134558,5.63427331,4.619164598,3.509389552,2.670905083,2.117921027,1.960580158,2.061653566,2.216120996,2.236520048,2.104134709,1.764478212,1.296975011,0.795579246,0.384067624,0.122432875,0.072993424,0.178313751,0.333115822,0.447318552,0.514335276,0.503969821,0.432161961
Australia,1.989740046,2.440639401,1.917816478,1.96235442,1.959716895,2.283184382,1.262276888,1.764158656,2.09302301,1.970188879,3.380293537,1.838146263,1.528816914,2.531220259,1.231185888,1.00265826,1.12667268,1.162885259,1.08064227,1.21894271,1.586852569,1.667535733,1.250548264,1.132221845,1.367346075,1.638988867,1.520986626,1.636206657,1.69256678,1.479978016,1.274577578,1.213390775,0.978336681,1.058508842,1.208019812,1.313819299,1.11872569,1.042235716,1.142505187,1.192272323,1.348358342,1.220563785,1.233996663,1.159352162,1.319789554,1.475227945,0.624678435,2.00402174,2.06104513,1.555489589,1.389527316,1.722895219,1.69747275,1.488744923,1.342305215
Austria,0.548472356,0.612895848,0.642362671,0.666548205,0.649729876,0.701396116,0.74742522,0.519254262,0.345331646,0.349218946,0.446245581,0.581190352,0.554041399,0.170205768,-0.265319411,-0.176672285,0.038390494,-0.080961042,-0.170463648,0.000105968,0.255018231,0.071717018,-0.161600981,-0.006294904,0.046950968,0.063548997,0.063284204,0.14157085,0.4505139,0.762001611,0.998418103,1.100552287,0.824627941,0.384869547,0.153106261,0.135019834,0.113316608,0.109728368,0.194563153,0.240466652,0.382799394,0.491980464,0.487133895,0.620413127,0.681267248,0.494797775,0.324146535,0.313041438,0.26195319,0.2403943,0.337080842,0.455937472,0.584103986,0.730867277,0.810525812
Azerbaijan,3.336350896,3.353161926,3.298448739,3.161202466,2.971961184,2.771982358,2.591454165,2.430418896,2.298241216,2.188243781,2.085264206,1.983202784,1.889720312,1.804899441,1.729651278,1.65910411,1.599578978,1.562763726,1.552493673,1.560772924,1.576606551,1.589785762,1.597999057,1.597163592,1.589556781,1.57372646,1.557984092,1.551999454,1.559365745,0.770413634,1.552352725,1.515077094,1.519152695,1.351730097,1.151694447,1.009848043,0.964673774,0.949138147,0.8775987,0.821519964,0.774765939,0.746173583,0.757650956,0.87542728,1.022265592,1.098586574,1.133855466,2.099854033,2.076148264,1.189787708,1.303000855,1.328763827,1.293447027,1.248208997,1.212017404
"Bahamas, The",4.97088541,5.060544276,5.031373431,4.87860504,4.641631581,4.410430828,4.176931971,3.870215306,3.482151494,3.061335086,2.62876309,2.261612241,2.028828428,1.968496619,2.024246946,2.107535829,2.160469445,2.204143628,2.221664733,2.218484161,2.226987524,2.23614311,2.204552083,2.122658513,2.009105668,1.877577233,1.765350297,1.704840188,1.71359195,1.764336105,1.847169661,1.902760108,1.873130787,1.732186298,1.527938885,1.291283194,1.112913582,1.069640126,1.20558118,1.460472344,1.746049959,1.970314006,2.1081643,2.125112873,2.05720208,1.972264265,1.904903779,1.832007998,1.76100387,1.690905423,1.616713861,1.536224957,1.453715074,1.37024992,1.287833609
Bahrain,3.28273405,3.039840432,2.814327644,2.61972401,2.471743302,2.339146031,2.279052725,2.392121234,2.70792302,3.162064426,3.55226213,3.899285264,4.376902153,4.992510294,5.609141363,6.234933203,6.609011183,6.472173622,5.799866412,4.859999159,3.8758194,3.111786122,2.683453514,2.681858441,2.952377871,3.297708165,3.514771732,3.553312965,3.358653579,3.033382706,2.726904698,2.536744827,2.445985666,2.481408018,2.620196424,2.820265882,3.053505116,3.326270884,3.630384743,3.969295126,4.11852459,4.291709957,4.873994189,5.913352624,7.050667972,8.168395622,8.723739828,8.33298234,7.00785802,5.252839542,3.482175173,2.08850552,1.181525215,0.92227535,1.117650683
Bangladesh,2.848840952,2.856353639,2.900830291,2.994345749,3.102397952,3.243170501,3.324690391,3.234689796,2.939301381,2.531644372,2.082358766,1.73298548,1.585485524,1.703316829,1.997715897,2.334804116,2.596271472,2.766916511,2.810825619,2.769204023,2.710344222,2.677536855,2.658002448,2.661362183,2.675519221,2.689529516,2.683137929,2.64460664,2.567501631,2.466950281,2.355938926,2.257783657,2.187760068,2.155122135,2.1457187,2.138090473,2.115690607,2.078586608,2.021669268,1.94944844,1.882916186,1.816606212,1.726004223,1.605803333,1.47034775,1.326957091,1.203348026,1.125881485,1.109061795,1.134879634,1.172933905,1.199882864,1.216351172,1.214377385,1.198570972
Barbados,0.319925566,0.392023903,0.430314862,0.410139552,0.351549562,0.284250196,0.244148701,0.244397244,0.299720289,0.392652542,0.497406457,0.582789268,0.63539986,0.639566997,0.609086788,0.57186205,0.540477588,0.50118384,0.455298057,0.405663951,0.349511614,0.298274491,0.267138416,0.266818545,0.287210346,0.315604738,0.338682186,0.354560146,0.359088996,0.353963604,0.347739757,0.345009082,0.345343259,0.350593978,0.358049976,0.368429995,0.376817915,0.375776532,0.361727371,0.340784133,0.313769859,0.29253108,0.287637672,0.304390794,0.337047754,0.374099112,0.404213949,0.419536308,0.414192513,0.394243135,0.369889455,0.347930381,0.327257096,0.309958314,0.294224087
Belarus,0.889131363,0.97108747,1.016188232,1.02576999,1.001232581,0.999586747,1.01992951,1.00683742,0.961629977,0.885501942,0.832542427,0.801903541,0.740577073,0.64939628,0.52895066,0.468634365,0.551023965,0.653046349,0.617512036,0.613722216,0.692401877,0.677412013,0.683014022,0.678380569,0.653761443,0.679391164,0.67480657,0.286405805,0.29542119,0.186649693,0.049060493,0.215580681,0.224883986,-0.117267677,-0.323196991,-0.334086977,-0.424126493,-0.475578029,-0.338241469,-0.299401421,-0.772592013,-0.636590843,-0.691692311,-0.686232016,-0.690973718,-0.612448066,-0.45919513,-0.335289501,-0.220646268,-0.178975676,-0.179296573,-0.095052022,0.021130481,0.179429042,0.315856232
Belgium,0.332205946,0.398054787,0.747606931,0.946477536,0.908137002,0.675463567,0.556645555,0.393391108,0.283169669,0.098613692,0.182247071,0.391585907,0.314658766,0.314633665,0.288978161,0.178674447,0.123479645,0.09329996,0.089882551,0.110211166,-0.002637154,-0.027176883,-0.007944471,-0.001501708,0.029786423,0.035648851,0.085252141,0.317926245,0.363247986,0.298235706,0.371593166,0.405713496,0.390638518,0.308197074,0.209436838,0.195393176,0.241991885,0.213527651,0.229189103,0.242517956,0.343951158,0.448268895,0.418641508,0.432788248,0.550055708,0.659558215,0.734330831,0.789976845,0.804599573,0.913639392,1.386849113,0.726031655,0.489184301,0.431837338,0.484152118
Belize,2.819712534,2.798870813,2.811554179,2.857955934,2.917158347,2.991892341,3.022167196,2.939536707,2.719006874,2.418119885,2.116116877,1.870341097,1.67371187,1.544159615,1.477913409,1.403866487,1.356695413,1.435724375,1.666943122,1.991945606,2.341417205,2.629689021,2.812907136,2.860753913,2.812721933,2.782956756,2.766128858,2.659835139,2.45257055,2.20049739,1.888198826,1.657330228,1.680926253,2.035167277,2.58628354,3.19162875,3.645856627,3.84249866,3.72289234,3.408673211,3.056970956,2.789479209,2.60867665,2.550682375,2.57234884,2.603495305,2.597769112,2.567925042,2.502993156,2.418241811,2.330768292,2.256891106,2.198943059,2.159305277,2.132591267
Benin,1.404051388,1.498448116,1.589351501,1.677604315,1.762852714,1.845155103,1.923221437,1.995755847,2.062146081,2.124255358,2.182915423,2.241195104,2.301929437,2.366352959,2.43244027,2.498200574,2.560306089,2.617001661,2.667252689,2.713028182,2.763539849,2.815640732,2.858441757,2.889989807,2.918006819,2.923471699,2.939439041,3.016831378,3.169160414,3.355452082,3.560030911,3.706619078,3.726379411,3.59560508,3.378784956,3.135602655,2.951061515,2.869657023,2.920328452,3.051766146,3.193992499,3.288009299,3.32829034,3.299082005,3.223668816,3.144175251,3.077784219,3.007811877,2.93695816,2.867447847,2.795457664,2.72747256,2.674807796,2.641076758,2.619974108
Bermuda,2.477477477,2.417582418,2.360515021,2.51572327,2.45398773,1.796407186,1.960784314,1.923076923,1.886792453,1.851851852,-0.727272727,-0.732600733,-0.73800738,-0.743494424,-0.74906367,0.377358491,0.37593985,0.374531835,0.373134328,1.617100372,0.695079568,0.72479564,0.867463796,0.881458967,0.841855272,0.850645014,0.813844063,0.860861899,0.846658783,0.824255196,-0.514108485,-0.721776995,0.537588531,0.695976914,0.718138908,0.641047099,0.612017496,0.737226639,0.561180119,0.894182916,1.085181052,0.652758223,0.656472533,0.655349388,0.649513649,0.575178477,0.565689754,0.593330046,0.55612581,-0.780059723,-0.859898041,0.362431076,0.313281274,0.212304426,0.147377147
Bhutan,2.289002796,2.330277857,2.383355598,2.449330149,2.527426682,2.59479804,2.672721658,2.804903215,3.000523617,3.224100739,3.438486809,3.600528903,3.689503292,3.694634168,3.636615907,3.577275084,3.513229478,3.391658176,3.209730067,2.997497275,2.708283665,2.446432736,2.366877478,2.518880592,2.783527185,3.177275135,3.411344658,3.166410579,2.33507559,1.168507711,-0.154553037,-1.240744094,-1.764821358,-1.449217728,-0.487122623,0.68150437,1.653003783,2.387959712,2.751092492,2.840451475,2.899315809,2.991560471,2.972162853,2.840340006,2.634044667,2.39101038,2.158359835,1.964375993,1.83064949,1.738886845,1.652370276,1.553599543,1.458432042,1.364945236,1.275735916
Bolivia,1.913747191,1.927768704,1.942938446,1.95996989,1.978245843,1.996234472,2.013491241,2.031095408,2.049089451,2.067262759,2.082617492,2.097018282,2.114940992,2.137312314,2.160942377,2.183382137,2.199226899,2.204228188,2.196190231,2.178444443,2.159612547,2.140729743,2.115796338,2.084462279,2.050157323,2.013607759,1.981579729,1.961399649,1.956515303,1.961873598,1.968108768,1.970834565,1.973265555,1.974379522,1.973320989,1.972419509,1.968398148,1.955096007,1.930509933,1.898130988,1.863525357,1.830576524,1.798939164,1.769858147,1.742858867,1.715965239,1.689102492,1.664138907,1.641499114,1.620665075,1.600245545,1.580226809,1.561845764,1.545278399,1.529800311
Bosnia and Herzegovina,1.927961799,1.955461276,1.916311313,1.792660147,1.616382803,1.419152418,1.251585316,1.143848358,1.118679172,1.149322355,1.202442378,1.233579895,1.223000805,1.152950673,1.045961701,0.922385296,0.825144054,0.7851327,0.822803417,0.911097752,0.968770332,0.988840685,1.034107144,1.110817359,1.17927274,1.339712856,1.418937386,1.129282878,0.362535586,-0.710086745,-1.987774395,-3.12939947,-3.790921404,-3.662114752,-2.87074308,-1.784953801,-0.824642028,-0.091486035,0.224621197,0.22406505,0.180938789,0.226075116,0.235153525,0.223964318,0.195972279,0.133656942,0.049850748,-0.017421496,-0.052543277,-0.064485946,-0.076895311,-0.10158303,-0.127705994,-0.156496091,-0.187153386
Botswana,2.366118464,2.46918853,2.571428204,2.665481667,2.75368139,2.847735768,2.945980132,3.035164177,3.112876952,3.183672261,3.235586387,3.290153286,3.378948112,3.510172979,3.656676484,3.799157168,3.897136179,3.922101641,3.862568314,3.749422443,3.621360289,3.508527823,3.412355984,3.340987764,3.284798459,3.221258218,3.146584826,3.075589074,3.009117492,2.941865549,2.877717584,2.802077825,2.695575171,2.551815703,2.385404875,2.229369916,2.088621951,1.94142183,1.78697728,1.637855714,1.483375823,1.360382728,1.321413347,1.38843124,1.527320835,1.684653987,1.817042848,1.920641283,1.979698765,2.003448971,2.024220198,2.042259924,2.027669106,1.975614057,1.898494963
Brazil,3.007422154,3.033115929,3.019751591,2.958688043,2.867609428,2.772251187,2.690450211,2.620656884,2.568055611,2.528730795,2.489776802,2.451548407,2.425993971,2.41492109,2.412884895,2.409857373,2.40204888,2.393151865,2.382143556,2.366810169,2.351566093,2.328553698,2.284879845,2.21639495,2.131554683,2.045785696,1.965904632,1.886775514,1.81013806,1.738052341,1.664150397,1.59730289,1.553849362,1.539482098,1.544566818,1.553475678,1.555075397,1.550011555,1.534401721,1.509387698,1.486708135,1.461195284,1.415948328,1.34637133,1.261578257,1.170442045,1.088080503,1.024472074,0.986850983,0.967796558,0.953765381,0.935181982,0.913687864,0.886360083,0.855052949
British Virgin Islands,1.494500737,1.713806759,1.874346044,2.025474618,2.121517559,2.199617355,2.249998884,2.232331376,2.07968844,1.874218181,1.689383155,1.552733495,1.353758167,1.133568307,0.920604891,0.647005111,0.491959365,0.630323363,1.165460024,1.973355761,2.804969055,3.465241852,3.990992698,4.310285594,4.448250327,4.582299435,4.64906518,4.488362188,4.050487906,3.480493481,2.862813785,2.368838886,2.037567281,1.963644533,2.050735317,2.195530901,2.288573534,2.338808011,2.305173228,2.238698407,2.128045797,2.079057451,2.159514198,2.416032017,2.761240473,3.139795271,3.400611372,3.45293446,3.250756902,2.880604592,2.477951524,2.144825825,1.900385493,1.797364348,1.782232025
Brunei Darussalam,4.611830176,4.468767941,4.417562733,4.47191425,4.582309989,4.691895181,4.752631992,4.762309566,4.709795398,4.617466659,4.51168078,4.410699354,4.299341345,4.184937962,4.064088417,3.953185114,3.836780992,3.688342113,3.50253565,3.302190557,3.10025263,2.931948746,2.823305165,2.786359687,2.798733389,2.815418891,2.820138849,2.82850515,2.838026115,2.842633431,2.849202139,2.843090028,2.801675347,2.717662051,2.605425579,2.490341415,2.383993857,2.27484559,2.166203778,2.060693428,1.953245607,1.854395147,1.782019622,1.742104045,1.724985602,1.715292884,1.699185384,1.675521988,1.639385248,1.594637459,1.549331208,1.507938953,1.465612377,1.422402986,1.378590492
Bulgaria,0.958155881,0.875259034,0.810378324,0.81609405,0.731911035,0.654701202,0.629747481,0.711964743,0.768509669,0.654727362,0.549996514,0.465213742,0.520633441,0.667967361,0.482739308,0.433163461,0.51909888,0.111804755,0.135011573,0.402488745,0.333268825,0.295812783,0.249546601,0.23397231,-0.001473114,-0.026519755,0.147109293,0.112372424,-1.170038599,-1.803750479,-0.99042598,-1.073853191,-0.797665852,-0.339586079,-0.4453985,-0.51572988,-0.608797355,-0.667302701,-0.560648225,-0.493896417,-1.851637793,-1.911020315,-0.572406973,-0.543375463,-0.531678823,-0.529571959,,-0.701922745,-0.644281363,-0.658275447,-0.641228921,-0.579220596,-0.559647217,-0.568389264,-0.638069468
Burkina Faso,1.342839585,1.334320094,1.351482999,1.403716845,1.47907636,1.56253179,1.635169346,1.689183585,1.717432827,1.729210077,1.741006416,1.762899,1.791797918,1.830496226,1.878002402,1.92286864,1.971187572,2.040062686,2.133604496,2.240725283,2.351180489,2.447876353,2.519602859,2.559782954,2.577847567,2.590133353,2.605947337,2.621694684,2.639705361,2.659116917,2.677001622,2.692954213,2.709582931,2.727333023,2.745914082,2.76553182,2.785271634,2.80410114,2.821699539,2.839110509,2.851760044,2.865869372,2.891738776,2.932050774,2.978598094,3.025356389,3.059559499,3.07212784,3.058628613,3.027773209,2.992039203,2.9604399,2.932567203,2.911018317,2.893466212
Burundi,1.906363184,1.887975365,1.929538585,2.04788084,2.202587782,2.40172124,2.543444326,2.50881537,2.254373396,1.873439296,1.449619955,1.126657009,0.99904243,1.135078281,1.455693022,1.824568411,2.134455645,2.386212259,2.546783377,2.64253012,2.704589085,2.778451731,2.882741317,3.029548261,3.184501246,3.340362612,3.427947954,3.379445162,3.17202462,2.867408323,2.572788195,2.328841812,2.094405804,1.878293572,1.697097185,1.501486357,1.364036864,1.415438982,1.70208394,2.141346182,2.620096089,3.022892266,3.314564753,3.457836008,3.496163222,3.51512201,3.544436497,3.544561077,3.519276012,3.477232803,3.418642812,3.358846017,3.316265,3.297803748,3.292392347
Cabo Verde,1.7841433,2.355059614,2.827349085,3.149770215,3.327043539,3.539478795,3.672075502,3.455424757,2.836148997,1.985555304,1.051459296,0.268816875,-0.210969385,-0.257274935,0.024216451,0.384475025,0.67528448,0.965632622,1.216008352,1.426091868,1.676696798,1.924359339,2.040371997,1.991137576,1.840216371,1.637912779,1.496141464,1.497807678,1.692098973,2.007676994,2.337265486,2.584775977,2.737839118,2.76789451,2.706961184,2.625349853,2.544764677,2.429704585,2.282019306,2.1101469,1.945678886,1.781043653,1.585749366,1.354592123,1.110899891,0.848518827,0.628009355,0.527613849,0.587123543,0.758612187,0.970036159,1.146766326,1.267316352,1.302061946,1.275336115
Cambodia,2.585429922,2.596157908,2.530330159,2.370494772,2.153544687,1.865789983,1.602915522,1.483300382,1.555215821,1.725957636,2.051263118,2.254697559,1.985100409,1.109552578,-0.126971995,-1.608244444,-2.85895493,-3.372867656,-2.720811104,-1.137569421,0.83405275,2.486271575,3.551502462,3.802095866,3.52320132,3.14098014,2.936813752,2.861358512,2.983713708,3.218182836,3.434147747,3.536519213,3.537927851,3.419988556,3.223182968,3.018221636,2.831659043,2.635250941,2.433715798,2.234998463,2.036652367,1.855166429,1.713924436,1.623166596,1.571770549,1.52954223,1.492209037,1.481896344,1.500683641,1.538192192,1.585249184,1.62554555,1.646993135,1.641596126,1.616308513
Cameroon,2.088361144,2.15505296,2.216444927,2.270169489,2.318325676,2.36537159,2.413204786,2.459869743,2.505523914,2.550169061,2.593183377,2.634876404,2.676092233,2.717029871,2.757127867,2.793917353,2.8283943,2.863726281,2.900414916,2.936234189,2.967416083,2.992357207,3.012165741,3.026479124,3.034859026,3.039334138,3.037618264,3.025678325,3.002568528,2.97141328,2.938514749,2.905244752,2.868280345,2.82788786,2.786222275,2.744670544,2.706390028,2.674122039,2.649278822,2.630165606,2.612844949,2.596497233,2.583570235,2.574142307,2.567138906,2.560365422,2.553494182,2.547806005,2.543230844,2.538641748,2.533832071,2.526741623,2.515153215,2.498110306,2.477142121
Canada,2.00112211,1.859888233,1.862845928,1.885714943,1.810166597,1.862813771,1.799356505,1.613408503,1.359783472,1.3978316,1.496599865,1.595371383,1.694139969,1.792904339,1.891677995,1.322595092,1.175141392,1.003520715,0.99766936,1.293244953,1.240595387,1.205555298,1.002811515,0.961733829,0.929446703,1.004879395,1.311767682,1.291064804,1.783590046,1.493593109,1.360506174,1.2274176,1.094331921,0.961244717,0.828159179,1.077164681,1.057015395,0.865613663,0.827369318,0.882998577,1.009521666,0.897131277,0.996232739,1.002034424,0.985903767,0.796844597,0.969853611,1.082197086,1.144840183,1.113959721,0.987617711,1.183023858,1.15590039,1.098069388,0.863130607
Cayman Islands,2.00094765,1.434957824,1.050712171,0.859205383,0.863832606,0.844589568,0.896232414,1.329465645,2.279203053,3.482966801,4.689276887,5.620140104,6.196418344,6.366888024,6.272070495,6.194077174,6.107631341,5.776436381,5.208749574,4.537173748,3.829467585,3.291466017,3.1419166,3.46773101,4.078963677,4.747030879,5.237151215,5.452332499,5.342952648,5.055909155,4.69434099,4.443683345,4.460724532,4.780578774,5.240397331,5.715665975,5.964360244,5.854026071,5.334460431,4.602321485,3.840381579,3.236749013,2.842414902,2.715234682,2.760751636,2.84861787,2.861053404,2.768243429,2.537212866,2.229722408,1.911039611,1.651191745,1.461744366,1.366353005,1.334595389
Central African Republic,1.696729826,1.777624392,1.852700999,1.920565671,1.979334803,2.043710062,2.098252101,2.113142699,2.079902231,2.019478384,1.951994945,1.909254192,1.911480171,1.972031154,2.074073928,2.165995305,2.247833175,2.36354643,2.517735259,2.683192523,2.867943594,3.006738349,3.021164119,2.885393915,2.660932768,2.402490854,2.199492432,2.106110288,2.157730844,2.300975167,2.458374922,2.563741515,2.610600127,2.579313564,2.493232608,2.408615294,2.335497262,2.236664076,2.110131794,1.971454857,1.825114069,1.701192813,1.63203837,1.633216646,1.683684115,1.747727408,1.800746348,1.846227905,1.876656937,1.895959405,1.914746267,1.936521675,1.954537258,1.968283386,1.977644135
