tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stabf
7.352193664,9.701647743,6.802906465,4.968631247,2.91122886,-0.756273284,-0.986602088,-1.168353487,0.733157061,0.639850505,0.732621234,0.295528025,unstable
3.115652973,1.887401047,3.309432786,7.007720128,4.651984493,-1.404377815,-1.996457568,-1.25114911,0.243827969,0.918133935,0.193982543,0.327495128,stable
7.833738104,4.576594068,8.902947793,8.163828308,3.853314424,-1.528091494,-1.471551705,-0.853671224,0.689788677,0.084525642,0.947283183,0.73814593,unstable
9.959645226,9.28972139,8.697915533,9.836784073,3.882516651,-1.085435385,-1.229079291,-1.568001975,0.929132104,0.587992167,0.164695138,0.858792592,unstable
5.609537952,6.758730028,2.470635507,8.005209145,2.909303244,-1.456645999,-0.923180487,-0.529476759,0.679584203,0.207463278,0.205816419,0.856806892,unstable
8.153697365,9.521785185,0.807476221,7.502733362,3.985090799,-1.50051429,-1.649149518,-0.835426991,0.289589769,0.210511714,0.29512882,0.327741963,stable
1.117591006,1.724218142,7.550562512,7.179702022,3.576398401,-0.756514781,-1.878710634,-0.941172987,0.087443999,0.530268937,0.963270471,0.300166178,unstable
9.375151155,7.901784458,4.390311891,7.540435516,4.50292363,-1.652007652,-0.916537431,-1.934378547,0.348689888,0.34482564,0.403081554,0.516578891,unstable
0.545112591,2.857230863,7.216005435,3.921271685,3.625887365,-1.285692535,-1.435684599,-0.904510231,0.914784001,0.90354351,0.698384937,0.147902526,stable
0.883704677,6.413492592,2.764250293,6.036596433,3.358040112,-0.642758916,-1.181908855,-1.533372341,0.416765635,0.983760534,0.635002716,0.138845383,unstable
5.448017683,1.876316293,6.564890882,8.464226223,2.476544384,-0.738199817,-0.616872426,-1.12147214,0.700730108,0.181691218,0.500177465,0.65871077,unstable
3.533244916,3.245410522,1.433031958,7.792539731,3.939953137,-1.247697971,-1.714555407,-0.977699759,0.314139578,0.145180348,0.654351585,0.360165744,stable
3.663692355,6.139586557,8.389271441,7.578270718,2.853713727,-0.701566602,-1.083793164,-1.068353961,0.62230298,0.060765484,0.541153576,0.93821659,unstable
9.476457063,9.244047078,0.582689992,8.018674971,3.764437984,-0.695284443,-1.101592763,-1.967560777,0.492806349,0.989992243,0.495867354,0.787649865,unstable
2.416488545,7.591995627,3.875801104,7.543790467,3.011499676,-1.35892457,-1.087525818,-0.565049289,0.355940455,0.693880774,0.711097759,0.597689263,unstable
4.493304175,7.975740895,6.34070177,3.759932281,4.243950224,-1.727900119,-0.655204417,-1.860845688,0.34171801,0.596623145,0.964857026,0.105964441,unstable
4.829544184,1.051265293,4.927713151,2.981489398,3.57386078,-1.044582298,-0.922505016,-1.606773466,0.974232143,0.063443123,0.920652446,0.827561211,unstable
2.529985207,7.036877638,4.043297179,1.22460494,4.877388275,-1.814806065,-1.410209064,-1.652373146,0.43658074,0.482956801,0.311931772,0.581140977,stable
8.059581156,2.532900539,3.500138372,2.470657513,3.399804776,-0.585889878,-1.864663233,-0.949251665,0.895725442,0.146047237,0.291455852,0.156724342,unstable
6.351699815,9.28935422,8.245125732,9.467737898,3.031532075,-0.704547642,-0.873228539,-1.453755894,0.892489947,0.262161845,0.167391751,0.969257959,unstable
7.740791366,4.7943196,4.840807337,0.783743259,3.302260177,-1.725123826,-0.596017545,-0.981118806,0.106530392,0.281405751,0.914736081,0.951476902,stable
2.491639808,3.954087467,1.973656651,2.549512959,3.391371853,-1.844830672,-1.006910535,-0.539630646,0.675263982,0.55340211,0.743221136,0.207344504,stable
3.938078791,9.00077907,7.896934119,2.130969429,3.047343567,-0.620498647,-0.920572567,-1.506272353,0.997190966,0.2755032,0.967317622,0.358784127,unstable
9.153400414,4.696284939,7.153584493,5.051270659,4.221080906,-1.917378073,-1.655013381,-0.648689453,0.999937073,0.702422078,0.323365606,0.619742847,unstable
9.995375211,6.470722898,0.722692343,4.662388843,4.839524005,-1.304916142,-1.587964199,-1.946643664,0.08716303,0.230870357,0.582189251,0.878416134,stable
4.764216533,8.925016093,2.053660775,6.37457649,3.166296516,-1.293618475,-1.088064309,-0.784613733,0.288939883,0.405545074,0.413028625,0.424964096,stable
5.19381285,4.151669329,9.56573604,3.203186196,3.771719373,-1.404008893,-1.293492589,-1.074217891,0.114695452,0.614688816,0.797073798,0.878369886,unstable
7.06774173,4.988924788,9.371506569,1.179133484,4.45469426,-1.613269234,-1.259312576,-1.58211245,0.645046309,0.878737814,0.901644837,0.591502322,unstable
9.385849299,9.304855095,2.694210782,5.318665173,2.559312072,-0.506915842,-0.844844529,-1.207551701,0.105733735,0.355800083,0.740778323,0.540014567,stable
5.034591453,2.51810909,3.001306585,4.331007533,4.488505323,-1.236053214,-1.55732715,-1.695124959,0.562012444,0.982776233,0.95705476,0.945104061,unstable
3.765258083,5.431668113,4.084424432,2.592211256,4.006596266,-1.774922243,-1.306434228,-0.925239796,0.462051122,0.29490638,0.117407577,0.892900871,stable
6.195987931,3.896474367,5.861781733,4.654306687,3.898745131,-1.64273843,-1.395558584,-0.860448118,0.847254781,0.056479937,0.592502135,0.133881657,unstable
9.835117372,7.593630385,3.060623726,2.23168835,2.395583404,-0.917745123,-0.748427948,-0.729410332,0.07114935,0.699439837,0.288029123,0.101173394,stable
9.335412649,9.885167901,0.90799159,2.822637484,2.424133841,-0.770216651,-0.852532843,-0.801384347,0.832318199,0.937953589,0.517556736,0.487588113,unstable
2.755360868,5.681497536,6.289436092,1.724739451,2.619850834,-1.194525901,-0.80111305,-0.624211883,0.892151483,0.324954321,0.135861625,0.381306203,stable
5.024066551,5.152052656,0.672170429,4.914454995,3.749119392,-1.824088798,-0.857474874,-1.06755572,0.742731035,0.526361776,0.903931664,0.273903917,unstable
4.556375189,3.456206945,3.716206132,2.551355944,4.002105613,-1.460844024,-1.391978115,-1.149283475,0.512956442,0.127143889,0.494013536,0.531637141,stable
1.698974457,1.550436907,8.609085117,8.540944656,4.911017782,-1.495345091,-1.869258998,-1.546413693,0.515657566,0.244574292,0.561367789,0.204480709,stable
7.357986224,0.959418262,7.518922029,6.41320315,3.512552987,-1.392348721,-1.549165232,-0.571039035,0.070421238,0.523211924,0.17526069,0.428506424,stable
6.991845247,3.284330012,8.43070866,5.144753668,3.203697397,-1.541889299,-0.945332681,-0.716475416,0.885736499,0.463417624,0.957551568,0.48281462,unstable
8.252702646,2.741330267,2.860676331,3.429103776,5.018977585,-1.726842175,-1.548650471,-1.74348494,0.93113287,0.177591924,0.967464766,0.766968062,unstable
0.653577713,9.992243578,7.501149899,3.841292485,3.73591284,-0.97153793,-1.062329136,-1.702045773,0.904639055,0.960346922,0.9143871,0.48207657,unstable
6.657209704,4.271203641,2.951362627,5.950606402,4.183127917,-1.913769047,-0.966929075,-1.302429795,0.055458394,0.403342489,0.763107773,0.063445612,stable
5.531422192,2.80753283,0.818953793,5.935383773,2.469335029,-1.080028625,-0.595727823,-0.793578581,0.566572302,0.713397347,0.82823384,0.50017506,stable
4.876976143,4.714672597,4.578672302,3.736699301,4.462568062,-1.877653454,-1.706488215,-0.878426393,0.585392384,0.747717462,0.765990416,0.341544407,unstable
9.403587407,0.97837754,1.823075129,9.824097221,4.812217641,-1.748935545,-1.37794868,-1.685333416,0.912488774,0.678016074,0.31341894,0.845350028,unstable
7.307412816,3.989501235,6.36990416,7.630014586,3.207723143,-1.123112328,-0.738982748,-1.345628067,0.990355339,0.461592519,0.658956248,0.535851137,unstable
4.937534207,0.897186129,9.491157109,9.213323922,5.372309242,-1.641870294,-1.789197263,-1.941241685,0.733362541,0.676601366,0.136657215,0.556006343,stable
6.900436729,7.726925977,5.384812372,9.262886207,3.385416406,-1.245211056,-0.688458117,-1.451747233,0.248343414,0.595731056,0.605649653,0.973695666,unstable
5.823822707,5.481990053,5.552306279,9.791886355,2.621312725,-1.180308474,-0.752854205,-0.688150047,0.666483802,0.470875966,0.215873723,0.704863209,unstable
5.44314977,5.003932363,6.278160346,8.387246521,3.353795592,-1.370353854,-1.411683265,-0.571758473,0.563603821,0.08931545,0.928656827,0.149729113,unstable
2.821838734,8.768856612,2.203564893,6.00431411,3.983225876,-1.414361409,-1.010125585,-1.558738881,0.922763442,0.806035807,0.514612332,0.623119549,unstable
6.481686317,9.663076821,6.78009836,4.988708837,3.594089612,-0.883260027,-1.079774021,-1.631055564,0.409132079,0.284432382,0.976409995,0.974869634,unstable
7.414950406,1.830625397,4.642554141,1.773872022,4.460867091,-1.569268322,-1.635532543,-1.256066227,0.463984089,0.596747069,0.460146341,0.945368373,stable
0.67202878,5.808403996,3.74098478,8.657039238,3.851821461,-1.53565197,-1.14045168,-1.175717811,0.560356831,0.190413553,0.275093281,0.564756027,stable
2.89685834,8.416076745,6.756397371,4.854401848,4.084022307,-1.033770102,-1.181466987,-1.868785218,0.122203954,0.362602421,0.409753373,0.796214095,unstable
3.062804731,5.559533323,6.325340168,5.734264035,3.929386644,-1.607878841,-1.141850257,-1.179657547,0.315203711,0.209449516,0.086617678,0.511413952,stable
8.56963188,9.637571998,8.331191045,7.96290724,4.637420863,-0.991324452,-1.791819303,-1.854277108,0.364546338,0.206537981,0.978739285,0.3507623,unstable
2.415959391,7.836239387,4.641323859,1.295484323,2.09352037,-0.655347516,-0.752934148,-0.685238706,0.210933986,0.18155263,0.577011928,0.386194501,stable
1.220072381,8.804027958,3.874282862,8.433948526,3.614026775,-1.039236273,-0.953566121,-1.621224381,0.908352828,0.923594204,0.238880681,0.660156195,unstable
4.819231364,9.461026043,6.864794314,9.840099846,3.69888578,-1.907085693,-0.864610041,-0.927190046,0.376193242,0.519682855,0.12216008,0.338829853,unstable
2.246323221,6.528152379,6.74237111,1.237511586,3.492810007,-1.515319141,-1.000065815,-0.977425051,0.671361734,0.58503302,0.878774397,0.371473309,unstable
7.279119266,5.356285434,5.597418567,8.896033778,3.84513906,-1.101537064,-0.912759469,-1.830842526,0.835553014,0.194788341,0.254617677,0.82301905,unstable
0.87884944,3.606438568,5.407998533,4.569334228,3.347687378,-0.598127966,-1.691826605,-1.057732807,0.452030773,0.875940484,0.268054843,0.371326018,stable
8.44190177,1.65856339,4.138878239,8.357703196,3.516465063,-1.026621533,-1.344211778,-1.145631752,0.863714025,0.124452458,0.095074606,0.436844897,unstable
1.381276235,0.95139592,6.890909369,5.323366428,3.34582742,-1.810348404,-0.992904457,-0.54257456,0.651476059,0.718031402,0.92126439,0.513474595,stable
4.341950305,9.816925011,1.680898809,4.509209463,4.978339479,-1.470300526,-1.928073493,-1.57996546,0.942590439,0.36326166,0.673576079,0.833115665,unstable
6.40813832,3.038416659,8.530756414,6.42938461,2.290450443,-0.942156704,-0.702925547,-0.645368192,0.931594732,0.66119365,0.812652518,0.334242662,unstable
4.578607775,6.727588828,0.670789648,9.354071575,3.57526447,-1.18067834,-1.725068425,-0.669517705,0.35632287,0.532615897,0.332458797,0.095680681,stable
8.895117826,4.900412472,6.208865175,4.451261351,4.980868405,-1.518922444,-1.728051986,-1.733893975,0.777805121,0.935540846,0.426764762,0.89454508,unstable
3.042753243,3.743758843,3.147404521,8.629684656,4.100719837,-1.572298964,-1.051197237,-1.477223635,0.370243556,0.461357441,0.740634349,0.469156066,stable
1.358926765,4.943523109,6.912213647,5.609404393,4.405025505,-1.155776223,-1.280706754,-1.968542528,0.282625684,0.314393267,0.240805764,0.161211995,stable
1.388593291,6.562277623,2.940019646,9.817401505,2.139774423,-0.664328158,-0.883351696,-0.592094568,0.32487019,0.804133262,0.944987303,0.456275193,unstable
9.935151967,2.845008807,5.924250016,6.811762349,4.24659126,-0.930708396,-1.81847409,-1.497408773,0.293596239,0.394674091,0.21785602,0.495671101,stable
4.85268782,9.493562709,6.080205639,1.950242282,3.607224651,-0.790691382,-1.306878722,-1.509654547,0.122364501,0.362515101,0.38807926,0.838056623,stable
1.559423988,7.666176087,0.772376736,7.463042946,4.570974685,-1.967133697,-1.679894579,-0.923946408,0.947661693,0.468294927,0.355672161,0.712623624,stable
8.089857321,4.872062403,1.726556893,5.13587278,2.938116684,-0.652732947,-0.576148911,-1.709234827,0.310931635,0.501403071,0.109883596,0.539138228,unstable
4.159878222,9.475096108,5.938740294,4.047044531,3.944499517,-1.982768964,-0.700293382,-1.261437172,0.322698646,0.877389578,0.680771458,0.062843157,unstable
9.462069815,3.559499452,3.158878583,4.928007856,4.692083334,-1.300701316,-1.700193723,-1.691188296,0.41518656,0.550580159,0.932566589,0.050983856,stable
3.964843079,6.979859521,6.389115799,2.733618169,3.36309259,-1.727116326,-0.676065394,-0.95991087,0.733452016,0.983927552,0.299816179,0.129204307,unstable
4.546938703,7.435635816,5.372937332,0.786192388,3.888448595,-1.098099839,-1.4047312,-1.385617556,0.759431846,0.077735515,0.515090521,0.115726991,stable
6.239984266,5.108670128,6.139356055,2.030369912,3.251222284,-0.644395892,-1.543609789,-1.063216604,0.857951529,0.287597925,0.95443224,0.546642894,unstable
0.868450479,2.151579158,2.247678542,6.672914451,5.212489338,-1.988578261,-1.523798868,-1.700112209,0.972334517,0.66772356,0.976502468,0.935566827,unstable
8.938290636,6.896079448,4.504934015,3.986003605,4.078207811,-1.248328962,-1.98967139,-0.840207459,0.898969567,0.464522091,0.307647126,0.489264577,unstable
6.600143278,8.800082505,9.617132141,2.78149674,2.638996232,-0.672117569,-1.28476376,-0.682114902,0.059366308,0.698533018,0.514826563,0.617273869,unstable
1.526585098,6.710019544,0.850327352,9.860134846,4.109650493,-1.965285321,-1.205509468,-0.938855704,0.124252239,0.185490741,0.664907797,0.255056494,stable
2.247961425,8.02059047,9.654604789,2.928871775,3.54212985,-1.779268613,-0.624962894,-1.137898343,0.698342099,0.580783373,0.699832502,0.878604903,unstable
2.519550374,4.24189962,4.59035947,8.534621558,3.318598786,-1.59375706,-1.035923087,-0.688918638,0.877464177,0.086710965,0.275202218,0.288713105,stable
9.528206487,8.154205251,6.126889764,2.411941884,2.756717574,-1.002402431,-1.170350409,-0.583964734,0.490765102,0.33302521,0.668962676,0.767824018,unstable
7.556960611,3.66099513,6.44906869,8.494493252,3.092018989,-1.466513797,-0.627210921,-0.998294272,0.809492922,0.828982418,0.958075466,0.757999074,unstable
8.504026049,1.062879204,2.60323674,1.491813878,4.322333488,-1.895125425,-1.042159468,-1.385048595,0.386012629,0.377970679,0.737806092,0.563130006,stable
9.127377376,6.103086347,2.449654319,7.014622545,3.666070003,-1.725424803,-1.32308876,-0.617556441,0.275951889,0.820404658,0.087603717,0.472885339,unstable
1.759715289,8.15837494,7.08652428,8.688489638,3.22147389,-0.541790463,-1.027069383,-1.652614044,0.970509347,0.593806518,0.444815476,0.22745749,unstable
8.982504307,9.144191849,8.513372122,9.254471464,2.799269968,-0.660178806,-0.80743904,-1.331652122,0.473743416,0.58720794,0.180489297,0.993196822,unstable
1.34636386,8.995978087,6.588486355,3.164015332,2.590774726,-1.029778838,-0.971503973,-0.589491914,0.141371726,0.191807116,0.436798272,0.563026232,stable
9.498208356,9.64811932,3.408493473,2.118172617,4.214739485,-0.608424008,-1.795616572,-1.810698905,0.872517293,0.802706667,0.93789205,0.122903863,unstable
8.584470007,9.342747327,7.935546003,4.92381992,4.701879896,-1.669734107,-1.599270541,-1.432875247,0.55146552,0.609002697,0.293051463,0.885244404,unstable
9.566453429,8.398311203,3.43682419,1.13206076,4.132028604,-1.903886247,-1.134774503,-1.093367854,0.218214178,0.575643091,0.690616449,0.47304624,stable
4.430218849,7.787204395,4.009807567,2.327067276,3.290097367,-1.434827383,-0.551742424,-1.303527559,0.733123972,0.413048643,0.523174029,0.071116333,unstable
2.980547227,5.300351507,3.339985965,9.007813898,5.282169783,-1.884146244,-1.974251953,-1.423771586,0.498018162,0.822373123,0.54464802,0.91907996,unstable
2.528840031,4.26947911,9.476378851,5.332458412,4.917669648,-1.74191747,-1.348952151,-1.826800028,0.770750753,0.607866349,0.432253666,0.319935956,unstable
7.673652587,3.315535379,4.22517105,0.512047836,3.710907617,-1.782737634,-0.544257143,-1.38391284,0.228857347,0.577679901,0.880352053,0.414601311,stable
3.659312612,1.991381115,1.6376475,1.569817077,3.292358447,-1.237095948,-0.893677399,-1.1615851,0.28469918,0.797661695,0.782697495,0.307094201,stable
2.913862199,4.540757038,8.769510527,5.421908265,3.462169909,-1.750142492,-0.883855497,-0.82817192,0.464093855,0.574325857,0.382258527,0.592130119,unstable
3.616300074,0.997782944,5.808789356,3.490563666,2.81543275,-0.862502535,-1.015684615,-0.9372456,0.397471013,0.631349179,0.393442599,0.709687616,stable
0.901156636,3.00821873,4.563208242,8.78718962,2.478568498,-0.557204652,-0.76440392,-1.156959926,0.855175814,0.682640222,0.883784699,0.633485475,stable
7.884530972,9.501709952,2.129477302,2.963161546,3.374970868,-0.551139407,-0.839552313,-1.984279147,0.451545906,0.578243695,0.524817728,0.528470654,unstable
0.712268081,1.620336355,5.776966116,1.579795763,3.152709933,-1.406159242,-1.230552931,-0.515997759,0.28667371,0.816980748,0.621780957,0.286267667,stable
4.084130326,7.512687123,9.016905396,5.929156015,5.063680701,-1.964126419,-1.807114736,-1.292439546,0.382244152,0.837427545,0.824981894,0.78556,unstable
4.539841968,4.122434049,5.101422859,3.596721557,2.58527125,-0.829726539,-0.692505892,-1.063038819,0.126425003,0.375882218,0.095480509,0.064874778,stable
0.551105186,0.622624331,8.759361559,9.750085142,2.570879922,-1.187474416,-0.87012828,-0.513277226,0.39047605,0.252678915,0.384072903,0.063503891,stable
8.662182692,7.615942737,8.125086499,9.144086083,3.449951525,-1.095326415,-0.946177422,-1.408447687,0.384245097,0.453891479,0.160066449,0.950733376,unstable
9.318170728,6.527593279,9.144144424,2.302505377,4.953749438,-1.175775564,-1.98988079,-1.788093083,0.517958846,0.417192103,0.92392008,0.059575761,unstable
8.303524324,7.204521421,1.666703652,2.088309012,5.0323895,-1.840109957,-1.829488062,-1.362791481,0.75394229,0.653187239,0.686197929,0.064264142,unstable
6.658476057,7.961453389,6.859139225,1.902322396,3.091751388,-0.938502518,-0.586224166,-1.567024704,0.159018251,0.521519265,0.77257799,0.142430087,unstable
3.199519949,6.995724243,4.931338131,1.73732677,4.011506849,-1.250626797,-1.92299502,-0.837885032,0.460688872,0.345901727,0.767063208,0.421909315,unstable
9.193082704,5.759142998,0.960391075,6.891094143,4.199483814,-1.132926321,-1.714172249,-1.352385244,0.994966091,0.263692389,0.791293024,0.331008302,unstable
7.148839788,8.768409253,6.180226547,4.213741943,3.727745585,-0.67249507,-1.117767467,-1.937483048,0.247523435,0.247969279,0.70146425,0.841746115,unstable
7.360390178,1.272158709,3.432419274,6.100865989,3.856583017,-0.8528062,-1.662769395,-1.341007422,0.522710884,0.192522668,0.764351546,0.144359712,stable
8.362083748,8.460243434,6.826051087,9.595038021,4.612394412,-1.596590598,-1.930123005,-1.085680809,0.921319274,0.566563784,0.093717863,0.257479515,unstable
0.533819193,8.107401938,7.812401278,2.367729955,4.280607574,-1.976181236,-0.658256426,-1.646169912,0.05232323,0.836522633,0.139865202,0.454411061,stable
5.687781067,9.948824933,7.636104004,8.850793635,4.26918132,-1.058503372,-1.897387343,-1.313290606,0.670062032,0.366519918,0.439105837,0.887660894,unstable
0.863565969,3.305065934,7.112668094,7.329411152,4.417295753,-0.80208657,-1.834591331,-1.780617853,0.779914282,0.728776476,0.187863425,0.869940708,stable
6.77532311,8.215651657,6.507756424,3.037696583,5.040906561,-1.689256053,-1.991537394,-1.360113113,0.208128314,0.912286616,0.291222045,0.052614209,unstable
6.510215306,5.962799058,5.495083902,9.30126987,3.074813521,-0.807534021,-1.558248933,-0.709030567,0.856968514,0.734173167,0.986171266,0.975113094,unstable
3.097512387,4.656433391,8.604711085,7.499883944,3.581552377,-1.943778093,-0.70911081,-0.928663474,0.43074117,0.964675488,0.787140252,0.180812256,unstable
4.26117143,4.478102263,1.201176296,5.248343747,3.664314205,-1.328547328,-0.578952891,-1.756813986,0.077881587,0.629703411,0.193633598,0.564021891,stable
8.607369705,3.692898414,0.729839144,3.806497281,3.630531427,-0.817283247,-0.928940219,-1.88430796,0.93008042,0.893505903,0.675984783,0.300864923,unstable
9.667987944,6.876014103,3.019235191,8.299390586,3.70041108,-0.54884384,-1.715885172,-1.435682069,0.931758574,0.246895263,0.631744132,0.157142723,unstable
3.590198781,6.794054217,3.347823987,8.68098484,2.781643447,-1.49712906,-0.538393736,-0.746120651,0.437458318,0.116557583,0.994838292,0.509764147,unstable
7.285813893,2.69259054,9.865696004,4.096250778,2.476941178,-0.546668041,-0.802107304,-1.128165833,0.229359055,0.783924171,0.738437029,0.882624536,unstable
5.379932319,7.432741763,5.391207006,8.839209742,3.285979255,-1.871740727,-0.678783728,-0.7354548,0.187341808,0.644931354,0.271883847,0.749405394,unstable
9.871395877,3.552506473,3.374926664,9.735912421,3.384920284,-1.108457155,-0.676477675,-1.599985454,0.974873191,0.245152269,0.112805682,0.447497528,unstable
4.737879516,1.995203204,7.630713482,8.359273968,3.283684659,-1.633869367,-0.992794986,-0.657020306,0.688513124,0.528384624,0.06360942,0.531742978,unstable
1.35579243,0.617329872,1.03239552,1.448116636,3.21302969,-0.936708382,-1.418184376,-0.858136933,0.139219638,0.908039335,0.177305845,0.75169213,stable
1.72547838,4.286358347,6.908979027,4.98065858,4.425314498,-1.325579151,-1.515422452,-1.584312895,0.306194034,0.899458398,0.27151317,0.973179694,unstable
3.696988986,2.775215183,1.812241379,6.933144095,4.856780488,-1.805650071,-1.815438868,-1.235691548,0.753595449,0.394976076,0.415073064,0.582284222,unstable
8.42562297,3.601030068,1.090875541,4.617660728,3.459790374,-0.83617082,-0.869415428,-1.754204126,0.132260289,0.762817778,0.562859515,0.093712389,stable
3.568751803,4.833985828,3.55593679,1.821436112,3.610271094,-1.216753339,-0.74000589,-1.653511865,0.557745476,0.623844422,0.316422356,0.670162796,unstable
2.467652607,7.324727257,0.652798942,2.31772809,4.640805666,-0.730861258,-1.945942176,-1.964002232,0.751738297,0.751080723,0.590070782,0.706438589,stable
9.337715365,4.050599523,5.460732123,2.966503757,2.286926847,-0.727559391,-0.655435665,-0.903931792,0.463429547,0.606615995,0.541043838,0.814965956,unstable
3.644019961,2.368622098,6.843349816,2.431349011,5.130713213,-1.713568117,-1.665354006,-1.75179109,0.783585652,0.649401303,0.803522913,0.083512451,unstable
5.303623053,7.212959074,0.882452973,4.962559486,4.523142417,-1.327550817,-1.887023359,-1.308568241,0.265161026,0.326642738,0.70770001,0.611144176,stable
9.477312753,4.438699507,6.656305318,3.431177331,3.963226053,-0.769079277,-1.490387059,-1.703759717,0.179435624,0.476111251,0.593540634,0.780729974,unstable
3.118560199,8.163160643,6.641399674,6.887750118,4.167657525,-1.249403469,-1.330396284,-1.587857772,0.896199639,0.057734955,0.324483437,0.344271756,stable
4.387806962,1.869438632,1.818199801,9.864097906,3.507329333,-1.39947808,-1.212884438,-0.894966815,0.857291889,0.852845867,0.229964978,0.606375384,stable
4.226588989,8.927211729,4.109001262,1.922097484,4.458047053,-1.482423803,-0.978825965,-1.996797285,0.275305047,0.231993997,0.503475522,0.612852366,stable
7.989167532,7.193238779,5.863262639,3.680549739,4.242766192,-1.714361273,-1.143873778,-1.38453114,0.085438422,0.212600054,0.927352292,0.913128931,unstable
4.710738199,0.831522891,6.72877109,3.153452971,4.130426617,-1.372677506,-1.900068402,-0.857680709,0.684466476,0.403545629,0.192770247,0.969500737,unstable
9.845326721,4.832927578,1.30985284,6.387791806,3.645004967,-0.774547757,-1.747957225,-1.122499984,0.63657074,0.578358816,0.889689152,0.471243476,unstable
9.227086947,9.608339371,2.183402145,8.874230398,4.011403887,-1.520677687,-0.794831336,-1.695894865,0.489566536,0.200846483,0.632963004,0.668981278,unstable
1.416108597,8.466297078,5.36333133,9.8668525,3.882645221,-1.17498338,-0.767231721,-1.940430119,0.851594893,0.500553576,0.537702816,0.655187713,unstable
0.807105447,7.30969186,9.081328193,7.487678209,3.429609634,-1.671384101,-0.511882504,-1.246343029,0.601661087,0.670932097,0.336640783,0.449032716,unstable
4.393680476,9.166514508,4.368763653,1.482670492,3.720986014,-1.828796162,-0.565964951,-1.326224901,0.215641974,0.197535697,0.500587467,0.070360495,stable
1.743852002,0.515264384,8.754209766,7.349195599,3.717497099,-0.805811703,-1.688185224,-1.223500171,0.248216092,0.365809468,0.773918459,0.378361182,stable
8.004350918,7.073023939,9.456534883,2.319456242,2.154827953,-0.980257407,-0.510802766,-0.663767779,0.425161448,0.549223604,0.547220999,0.497478292,unstable
7.024556586,5.364490515,1.041485579,8.376615789,2.973028253,-0.512337702,-1.299932652,-1.1607579,0.818275395,0.807980903,0.861538298,0.085342454,unstable
2.518130998,3.648466229,0.793628052,6.085033725,3.201658738,-0.921699172,-0.998049636,-1.28190993,0.634603555,0.937082169,0.747585025,0.384606389,unstable
3.329312646,2.114509917,6.214133615,2.408526581,2.951040983,-1.156490122,-0.64514837,-1.149402491,0.073904662,0.636582942,0.473148007,0.815740744,stable
6.32884759,9.421492882,9.602001255,8.195327748,4.307569171,-1.934591936,-1.673172174,-0.699805062,0.890792029,0.822860364,0.417910748,0.3584899,unstable
2.834818111,7.846789137,2.509574303,4.563666533,3.598126104,-0.724911714,-0.990924004,-1.882290386,0.672900874,0.113269491,0.417650178,0.372884471,stable
6.558036362,9.314760221,9.953791332,6.696442616,5.023311853,-1.561347103,-1.779251898,-1.682712852,0.368682237,0.870307635,0.22240009,0.108891929,unstable
1.775022513,5.074526367,7.258151359,9.27665077,3.117094649,-0.888742977,-1.403610959,-0.824740713,0.390029386,0.637259017,0.174226345,0.463295731,stable
8.210178511,7.768239819,3.788889895,9.662851244,4.33031515,-1.613675526,-1.447648463,-1.268991161,0.864101437,0.457143498,0.560559381,0.461091336,unstable
7.095286489,8.161864817,6.361275367,8.946149381,3.309519697,-0.91103502,-0.726581378,-1.671903299,0.54621737,0.500327816,0.940619366,0.563823926,unstable
3.454659917,7.099692416,5.449573923,8.406364259,3.434148167,-0.531531646,-1.006755121,-1.8958614,0.527737953,0.334112871,0.294272578,0.347974221,unstable
3.275340822,5.604498824,9.417360149,3.763171989,4.407916332,-1.400026945,-1.796205335,-1.211684052,0.080755434,0.263863835,0.321471091,0.186055184,stable
7.058420196,7.843717668,7.62154728,4.320224159,3.697549751,-0.767466345,-1.708404259,-1.221679147,0.199841573,0.629275991,0.94384653,0.093992311,unstable
3.929167431,7.935369669,7.757315982,1.495915079,4.555306992,-1.63442948,-1.409797155,-1.511080357,0.913827312,0.590545318,0.433201348,0.43930478,unstable
2.660815538,9.669109955,2.416393341,3.549129575,2.987955506,-1.857532068,-0.501092439,-0.629330999,0.133780427,0.287098671,0.07204747,0.182905104,stable
1.548507973,6.215146968,6.57563317,3.882340308,3.403672724,-0.701075265,-1.695198665,-1.007398795,0.447837307,0.625552086,0.517104497,0.373792436,unstable
5.48902319,7.170187137,7.805560033,2.63470938,3.496537282,-0.625413032,-1.748309829,-1.122814422,0.75142611,0.882692294,0.312916935,0.135907114,unstable
5.056618051,4.710672672,7.519596523,6.391218643,3.733165278,-1.368048628,-1.357391682,-1.007724968,0.055693455,0.151271502,0.584615687,0.166358164,stable
9.917157163,9.769039712,7.684574469,8.008479145,3.469849114,-1.20208534,-1.009588657,-1.258175117,0.39095102,0.714811677,0.931414584,0.793919972,unstable
9.647838314,4.553064113,0.58795124,7.77702505,3.144019931,-0.818228955,-0.73105476,-1.594736217,0.630171761,0.257178656,0.643125351,0.83346259,unstable
3.611119183,8.434277918,7.42236896,5.559894256,3.394023162,-1.689513489,-1.109057253,-0.59545242,0.355276795,0.925969197,0.636044429,0.645041328,unstable
5.11563262,5.711872785,5.845662046,6.254406584,4.222533424,-1.320746226,-1.322066705,-1.579720493,0.449610911,0.208083712,0.942931445,0.656163022,unstable
