Country Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Guinea-Bissau,1.59182256,2.107388011,2.249324138,2.207081665,1.458689029,0.515965237,0.483604876,1.29016916,1.296153569,0.855296173,1.083538194,1.068546513,1.363201444,1.157787536,1.916627082,1.849453411,1.046974932,1.591370587,1.625012367,1.145122307
Guyana,4.123691982,4.042182563,4.267222814,4.314013546,3.815805252,4.954943485,4.898010308,4.94658054,4.749728887,4.548307265,4.359658645,3.044944275,4.685796052,5.597246014,5.30091141,4.460583707,4.57147769,4.339437853,2.896153441,3.119698091
Haiti,2.700778316,2.456802296,2.444218128,2.031842786,1.696652901,1.679556587,1.472578763,1.411106475,1.585349102,2.029269522,0.938494956,1.355593535,1.326609423,1.355999841,1.3726482,1.410583252,1.80632117,0.980271294,1.724541255,1.559516418
Honduras,2.86657957,2.460607584,2.37295217,2.92390839,2.902757343,3.592970163,3.616459009,3.906168524,4.733086937,4.207177311,3.905898653,3.48897019,3.63946928,3.725573599,4.554171531,4.215610714,3.916841875,4.453647583,4.457074848,4.41783425
Hungary,6.06578493,5.707631445,5.48077096,5.293047243,5.215692477,4.992262794,4.907747893,5.241660919,5.986829456,5.625904986,5.798315899,5.651159262,5.050828075,4.912567273,4.958614911,5.117494816,5.029887063,4.910106031,4.905828404,4.883081909
Iceland,6.88713759,6.797412968,6.493117315,7.037368982,7.77504317,7.544980416,7.405369028,8.074375999,8.231289339,7.794296374,7.499485021,7.349510338,7.225443543,7.274309782,7.479480519,7.116064072,6.972243353,6.994047937,7.067580829,7.179705939
India,1.051510963,1.006714181,1.072536175,1.104334395,1.130458988,1.112443009,1.077996182,1.025761987,0.984930506,1.022681766,1.1342577,1.110610623,1.099600724,1.162740942,1.220971081,1.161015809,1.175376637,1.183872748,1.286886584,1.407237618
Indonesia,0.708979047,0.726782129,0.676852206,0.708065027,0.772645557,0.72468259,0.963565797,0.884272738,1.015301176,0.934871136,0.803211001,0.912583094,1.126425894,1.005797618,1.019549421,1.03300414,1.028914047,1.147736521,1.153628987,1.075536301
"Iran, Islamic Rep.",1.676071693,1.725678443,1.942216566,2.137651028,1.86003165,1.8631225,2.194736416,2.189274716,2.348239338,2.23931692,2.333458198,2.568090196,2.423964847,2.437820381,2.879141091,2.684682081,2.479033263,2.687600161,2.734040154,2.840802145
Ireland,4.669802976,4.541905478,4.644839862,4.494538697,4.461866317,4.466601084,4.911672749,5.1711671,5.402683783,5.596228886,5.520724188,5.443878625,5.729910174,6.513027123,6.917241581,6.101439901,5.526043462,5.622416984,5.333288818,5.141484076
Israel,4.950145432,5.108144225,5.144840787,4.762189233,4.601782112,4.460361462,4.719172153,4.737818754,4.587586374,4.473436246,4.408425818,4.702560226,4.56088595,4.471592985,4.560773264,4.612276482,4.618524658,4.865016995,4.857808386,4.751695808
Italy,5.020894767,5.084493833,5.286288745,5.300234371,5.384669776,5.704658031,5.973164168,6.07690275,6.07045375,6.414766985,6.644147576,6.743597292,6.487839661,6.836653593,7.248665863,7.256673496,6.969185175,6.993120899,6.967351379,6.992651033
Jamaica,2.224280687,2.859074529,3.354873879,3.383751914,2.711113592,3.220452714,2.449632293,2.787349228,2.304267888,2.723855098,1.985844927,2.310210909,2.534920082,2.893671205,2.893738212,2.99010608,2.795222811,3.273760445,3.380134876,2.808578033
Japan,5.451500805,5.342586047,5.469916116,5.652911799,5.909097683,6.087614007,6.297406179,6.361552576,6.420410051,6.47273952,6.657459569,6.596439242,6.715044868,6.995021791,7.753493212,7.861969364,8.318249839,8.409920777,8.528219096,8.550081685
Jordan,5.328898363,5.441182157,5.116392745,5.300589761,4.991069703,4.635309347,4.786093096,4.810691426,4.451036994,4.692325909,4.761008321,4.48990028,4.994181963,5.431250455,6.695984303,5.921295616,5.905862126,5.509302576,4.873555443,5.193101946
Kazakhstan,2.953489978,2.759064102,3.002615807,3.092985258,2.296107627,2.119310653,1.965795165,1.933120902,2.014321414,2.294666524,2.521541794,2.3057194,1.784132566,2.262578318,2.651119229,2.527218011,2.271552738,2.40821469,2.18920504,2.367903087
Kenya,1.969355371,1.662980154,1.599507906,1.994903268,1.67225462,2.166725101,2.067304171,1.943164442,1.928139084,1.795720898,1.845407496,1.624314663,1.596858528,1.40330995,1.641624369,1.418735549,2.623533409,3.322937448,3.346404182,3.503866058
Kiribati,8.96847138,8.797772304,8.982999914,6.656954317,8.444216993,7.582920482,8.491803281,8.563909775,9.467625904,9.892086335,9.460431655,9.359712228,11.40077075,10.31166521,10.36476503,8.725609753,8.568862275,8.313609464,8.232914284,8.291027024
"Korea, Rep.",1.37837002,1.567106233,1.661384573,1.896960077,2.036078202,2.069427846,2.628787722,2.496197951,2.567924451,2.604738563,2.818462726,3.145604415,3.279317912,3.364369569,3.756141758,3.855133327,3.821345213,3.851691628,3.909878493,3.985248041
Kuwait,3.079381716,2.75312334,2.951254481,3.505109394,2.911842962,1.907458943,2.938514016,2.845116479,2.591638049,2.197676413,1.898435973,1.826202921,1.678892606,1.511862693,3.370933894,2.334489191,2.255683318,2.187222399,2.165625428,2.614422533
Kyrgyz Republic,3.058696614,2.518306598,2.561680082,2.537056988,2.251547927,2.070901801,1.96892384,2.149216502,2.056844,2.275178259,2.38059842,3.276997235,3.530000425,3.128324607,3.785352567,3.71014072,3.701089568,4.197243855,3.879936787,3.639437553
Lao PDR,2.179347721,1.827522348,2.07175976,1.851730478,1.111702922,1.13056391,1.177790717,1.082870626,1.2709968,0.801898709,0.734607086,1.147021189,1.029730057,1.001469523,1.858303107,1.278180688,0.835809612,0.79224628,0.964872836,0.942733752
Latvia,3.820164845,3.525870433,3.459615656,3.626261779,3.728657225,3.265446676,3.157707946,3.279067974,3.249522856,3.684698103,3.637151355,4.357857145,4.255979,4.124515045,4.070041625,3.940258147,3.873401416,3.576955393,3.539843039,3.715231982
Lebanon,4.242476487,4.991736717,5.061636262,3.144910175,2.943009427,3.20634861,3.733963909,3.735593505,3.496375815,3.711970773,3.744332947,3.631882475,3.715535541,3.144813413,3.123417148,2.708551485,2.744396996,3.235855284,3.054229695,3.043924599
Lesotho,3.562259305,3.780533582,3.117609003,3.272044207,3.239233383,3.474021049,4.372510108,3.831319315,4.034880661,3.938291734,3.309584005,4.175710594,5.597512217,6.059683765,7.000413737,8.079925072,9.087435867,8.447350944,8.408564819,8.082167603
Libya,1.514527997,1.662741707,1.790198192,1.884513389,1.650377783,1.659830859,2.210293692,3.056726273,2.692002637,2.276618671,1.749117427,1.640166807,1.748097339,1.382407555,2.178180015,2.136789648,3.019999999,3.019999999,3.019999999,3.654079159
Lithuania,3.985217925,3.931004202,4.161431967,4.616115978,4.64619213,4.501929246,4.547918862,4.792172072,4.929875383,3.83247282,3.953664458,4.306715847,4.542177272,4.784195764,5.485546619,5.020955675,4.739136876,4.349539439,4.312630815,4.446889612
Luxembourg,5.145716534,5.245560163,5.173766337,5.237903806,5.232189737,6.361267183,6.236389009,7.070858488,6.457623507,6.958297658,6.747706438,6.597379851,5.82007398,6.492969779,7.025644269,6.594701877,6.26066183,5.988070914,5.939237323,5.822836062
"Macedonia, FYR",4.996397418,5.135953651,5.554996294,6.489321372,5.341639155,4.787766545,4.631112465,5.191571141,5.226034904,5.039289244,4.781614784,4.87674973,4.445867739,4.7474917,4.456857729,4.292903636,4.272932737,4.42539678,4.204269092,4.101420638
Madagascar,1.441526203,1.914972112,2.14802212,1.96133518,2.039913637,2.573304228,2.808515662,2.743213836,2.260174188,2.43699522,2.621449986,2.817711615,2.739821839,2.41891842,2.408212919,2.606558609,2.435872279,1.816105297,2.560444941,1.473414605
Malawi,1.865213739,1.26338764,1.600434006,1.88109678,2.274782235,2.778556549,2.215081497,2.912550035,4.578496658,5.71696331,6.066366509,6.194908259,4.41611059,6.096624721,6.185752937,6.339254893,6.933702546,6.765934565,5.793450792,5.998620835
Malaysia,1.673580101,1.693100127,1.503468834,1.623489373,1.682393231,1.693532547,1.990382325,1.95887394,2.362041422,2.118040539,1.69082761,2.011816692,1.961867672,1.936706363,2.336639744,2.286296586,2.135913733,2.21523329,2.203147154,2.300290016
Maldives,3.662613659,3.603093758,3.54408858,4.648466888,4.74957875,5.119448212,3.700268006,3.567182597,3.778200959,3.876877669,7.126649771,5.237830448,4.553267366,7.025877902,6.729711552,5.273435237,5.608781865,6.50292714,8.263833455,10.75705209
Mali,2.627422294,2.993787617,2.478276148,2.136752933,1.819396693,2.069921322,2.872448632,2.538877445,2.757198984,3.091886553,3.038529491,3.164633564,3.366576961,3.135697314,3.148995784,2.807459661,3.015246311,2.250262582,1.134273081,1.568172106
Malta,3.819517745,4.105345357,4.384384401,4.443696789,4.393656255,4.742394807,4.834267749,5.429400948,5.542024248,5.653685894,5.997448889,6.046312698,5.482240553,5.156232157,5.250028762,5.219545076,6.462012081,6.625234566,6.554282826,6.74343039
Marshall Islands,28.04978525,16.67889286,17.16813342,15.64522955,15.42742281,19.24043333,16.07197043,14.8351456,14.21128802,15.09092986,14.67971014,17.05555555,17.592,16.48169934,16.02894737,14.39817073,14.2716763,13.90652174,14.5518979,14.44916839
Mauritania,2.230334388,1.328808393,1.49219146,2.084762022,2.901813013,2.770993523,1.879560462,2.862060366,2.179218351,2.464112525,2.033356056,1.447616432,1.651791352,1.354564733,1.79980274,1.52105378,1.279141378,1.370247011,1.726038803,1.871016263
Mauritius,1.979154687,1.904916232,1.91146883,1.954499964,1.882777728,1.96954971,2.004170598,2.180551666,2.188349093,2.349088838,2.214836795,2.047507497,1.872909835,1.782954216,2.168691339,2.582588128,2.46122411,2.292702791,2.365556192,2.364685746
Mexico,2.130169342,1.901757558,2.108606157,2.209776657,2.394740153,2.318107511,2.39862085,2.422027348,2.541277434,2.688003906,2.618877856,2.560345155,2.642374768,2.760936817,3.095935571,3.103295671,3.067131298,3.160971159,3.256993406,3.259551574
"Micronesia, Fed. Sts.",8.69618637,8.135027023,7.277088411,6.462138183,7.064856563,7.353309875,8.006993747,7.414073858,9.029862856,9.899822595,11.3112,11.03399209,11.13554688,11.6954023,12.1732852,12.61078232,12.53821521,11.58813926,12.08993842,12.43375207
Moldova,5.815895061,6.709797385,6.075025236,4.323722867,2.901963967,3.229712857,3.207537268,4.040610039,3.967196497,4.182380119,4.176139383,4.718684365,4.919708027,5.389847748,6.059437198,5.621478753,5.311539911,5.517522784,5.031340165,5.303988304
Monaco,2.782804639,2.722031577,2.8387481,2.760402313,2.989907557,2.866187233,2.911772468,2.956788105,3.466538501,3.545130052,3.528936649,3.360320254,2.952654785,3.189777596,3.8011579,3.896460373,3.705257089,3.764195008,3.554960152,3.841098459
Mongolia,2.598917911,3.033889337,3.06342556,3.481327483,3.417399945,3.828286275,3.89985284,3.455279064,2.918031289,2.92676436,2.484591225,2.396913592,2.736412235,3.18351906,2.768372713,2.654478067,2.595706257,2.260514895,2.21159453,2.620572882
Montenegro,5.196505917,5.196505919,5.196505921,5.196505916,5.196505922,5.19650592,5.957184769,5.880242121,6.663011347,6.232366723,6.022940018,5.613499871,4.547821704,3.991796787,3.61393065,4.173469442,4.186590285,4.472378392,3.719088236,3.66738093
Morocco,1.184133718,1.14335155,1.073390243,1.179102117,1.149141903,1.229737845,1.427759227,1.378808948,1.39499543,1.429529802,1.438925867,1.714402504,1.898077318,1.891971766,2.046396065,2.067572037,2.08777206,2.181466365,1.95774948,2.001326276
Mozambique,3.396556179,2.598261241,2.955873935,2.968476834,3.5660975,4.311883073,3.967596109,4.488862031,4.108240978,3.521927947,4.306135066,3.950981842,3.100005096,2.606804503,2.515159938,3.018102826,2.664577733,2.776382768,3.119087626,3.936734776
Myanmar,0.40560317,0.33454759,0.262807177,0.168293493,0.170964179,0.260997171,0.224982015,0.313588382,0.243334548,0.266961522,0.164974085,0.256312052,0.198195286,0.207554701,0.232553662,0.299251928,0.297624635,0.819629102,0.826846155,1.044899804
Namibia,4.413658721,4.750908805,4.924511725,4.952596648,5.111744353,4.214029426,3.474246902,3.576968668,3.722335405,3.207038753,3.579619723,3.129120087,3.800771171,3.89854309,4.417229575,4.594429367,5.315764414,4.854097749,5.029136422,5.357137699
Nauru,12.33493098,11.59428355,11.82601857,12.56498453,12.3379839,12.54768588,13.31280697,14.53541812,13.45467078,10.64962726,11.61777519,12.57633671,18.10282404,15.60670301,8.727534152,8.454551816,7.110556956,6.523965614,4.192163552,2.867666324
Nepal,1.407378795,1.42214041,1.471027063,2.554396091,1.763231864,1.352123349,1.594463302,1.640840974,1.527687611,1.590326576,1.585328429,2.044874971,2.283125083,2.725698705,2.824395263,2.867317073,3.24209748,2.466854595,2.219902562,2.337819114
Netherlands,5.2868541,4.948234218,5.071556448,4.849467046,4.722084285,4.682621338,4.89473375,5.211920703,5.627419176,5.591158703,6.668937025,7.974464533,7.980489499,8.209741428,8.901516849,9.081296075,9.085857928,9.528421586,9.617134752,9.481132729
New Zealand,5.362051931,5.283706171,5.486240926,5.787903257,5.731562231,5.827839126,5.791984927,6.146520495,6.041511196,6.281577113,6.572475187,6.922995765,6.883399708,8.906984606,9.323010285,9.305461873,9.342877083,9.547666613,9.226556936,9.082656345
Nicaragua,4.175094277,3.794617546,2.577101237,2.772020641,2.433647188,2.881102037,2.835950124,2.995229948,3.46223108,3.389498166,3.45056744,3.473051685,3.792404173,3.830040753,4.286697443,4.288147231,4.081974306,4.260162572,4.420152655,5.095797672
Niger,1.46894782,1.28448572,1.684795603,1.694595142,1.698802813,1.522465482,1.8667212,1.909258365,1.680450313,1.845863957,2.978654315,3.175497048,2.662864682,2.695876794,2.650386504,2.162436939,2.453245216,2.211834697,2.455677176,3.214493821
Nigeria,0.658145013,0.600480921,0.717612288,0.906626186,0.983666146,0.949286025,1.017707351,0.622004345,0.906661784,1.414760439,1.19778681,1.204600858,1.472728808,1.470059403,1.324670016,0.908580697,1.151611248,1.033169532,0.882627256,0.922535127
Norway,6.499858794,6.45280883,6.697116683,7.454887071,7.547604056,6.82382819,7.22396035,8.027209665,8.247464055,7.888860771,7.430282026,7.062887755,7.219227008,7.091172877,8.021737678,7.839228687,7.717230789,7.773855998,8.005414287,8.3096182
Oman,3.060043613,2.984456681,2.782569753,3.018517701,2.893746359,2.51203413,2.528963608,2.654750721,2.629465786,2.437561733,2.130347883,1.864597758,1.968289323,1.586300815,2.300737327,2.269729033,2.039566518,2.079956768,2.408573813,3.190228575
Pakistan,0.655509247,0.715343931,0.655566968,0.5714069,0.55473074,0.608602423,0.551524181,0.80938608,0.648320921,0.677300991,0.685918284,0.788774804,0.798832241,0.839235884,0.802903527,0.954234466,0.919768299,1.018463019,0.994330811,0.918811474
Palau,8.650190111,8.769106997,8.390541575,7.07424594,7.624323455,6.370625003,6.185119046,5.948520709,6.094252874,6.490673575,5.895631066,6.342105263,6.559764148,6.540845072,6.614646468,7.641116751,6.548387094,6.739224139,6.599186992,6.531970262
Panama,5.246581756,4.628785357,4.875049583,4.727189573,4.543351694,5.284626305,5.179758628,5.544147842,5.046701513,5.688574188,5.205403273,4.720779602,4.048878178,4.666452338,5.63276516,5.650021846,5.08973241,4.971519802,5.804010025,5.878366088
Papua New Guinea,2.449537747,2.585706214,2.979204001,3.16658124,3.373244226,3.256162697,5.895055793,6.716728433,6.024920708,7.601456273,5.47058434,5.05912292,3.123843205,3.075413178,3.220881286,3.183410923,4.041347222,3.653279542,3.906003811,3.46554272
Paraguay,2.130023674,2.395655422,2.428081297,2.821045288,3.030939089,3.230628149,2.654111955,2.16010372,1.94949197,2.031570671,2.355197356,2.610014991,2.692186568,2.713075726,3.498680631,3.360902763,3.765919165,4.598601243,4.781259119,4.502240378
Peru,2.400053553,2.439421903,2.266327886,2.571913148,2.829916303,2.720831514,2.83143959,2.825705616,2.690862148,2.543761347,2.69389613,2.392145848,2.414623092,2.452033774,2.983444427,2.794287232,2.624140306,2.846647646,3.045103668,3.31875118
Philippines,1.363656828,1.451424131,1.558107718,1.373206902,1.428355789,1.526761368,1.324443076,1.116642339,1.306200566,1.303131439,1.501648587,1.452187111,1.367826516,1.332745624,1.54867658,1.57369151,1.306362975,1.386256358,1.449217044,1.614685219
Poland,3.905037381,4.224738069,3.983748404,3.828606974,4.032901276,3.852713136,4.210391357,4.497808461,4.349887106,4.242001236,4.298902044,4.313210083,4.420360171,4.935315917,5.097181114,4.902807428,4.710355764,4.577515541,4.534424797,4.507639603
Portugal,4.645839437,5.024970483,5.049986861,5.117457254,5.317930913,6.193279482,6.233144248,6.462405193,6.564295702,6.893400083,6.989928936,6.5834602,6.506712635,6.674037277,7.160521451,7.171492441,6.70065608,6.238911387,6.232155438,6.158189113
Qatar,2.320410504,2.494258485,2.14754465,2.26219926,1.951624173,1.574730065,1.921992478,2.035923049,3.488087043,3.036904014,2.535151656,2.172082184,1.943321168,1.574182634,2.065527913,1.620830863,1.505931408,1.831477673,1.85480107,1.87539141
Romania,2.397777108,2.353719196,3.308796341,2.835291306,3.344160172,3.513699731,3.534191634,3.75783267,4.493384266,4.0521396,4.398723805,4.030785785,4.278891084,4.374197997,4.391968392,4.68660531,4.37807867,4.397386285,4.520294731,4.47447755
Russian Federation,3.962243165,3.965473804,5.026415056,4.308860664,3.585441199,3.246824356,3.328637239,3.530756868,3.298708379,3.090936853,3.230478762,3.35436078,3.452891195,3.520137222,4.159022037,3.696945486,3.58245544,3.795838898,3.707301449,3.690922808
Rwanda,1.639887766,1.875693261,1.853404827,2.558416099,2.083504954,1.65315324,2.138891489,2.182617409,3.345043303,2.875959967,3.199494892,4.98059157,3.780193618,2.830118949,2.402053946,2.928013553,2.810805898,2.835877205,2.925177449,2.86940115
Samoa,3.390716641,3.010723905,3.338794876,3.926948968,4.269501817,4.11544971,3.848022139,3.940851472,3.64949145,3.596860784,3.5879326,3.925566538,4.509782876,3.8248453,4.341031427,4.985224399,5.101682632,4.337641237,6.216667467,6.536868986
San Marino,4.563939183,4.383787117,4.312443337,4.248369167,4.300679912,4.385399883,4.296809438,4.26944922,3.90726845,3.832377435,3.749748449,3.52237298,3.54154425,3.616263881,4.204062797,4.647450421,5.322357589,5.865948338,5.656072233,5.736058813
Sao Tome and Principe,2.805079353,1.966810767,2.938184371,2.909236348,3.856299652,3.823975859,3.792038305,3.845614294,6.03861594,5.138361577,5.29330423,2.541037777,2.13790765,1.592076218,2.507352864,2.537331158,2.605312588,2.48230437,3.586817094,3.612254726
Saudi Arabia,1.543194607,1.617271884,1.752704712,1.945860041,2.803396284,3.051834468,3.25646885,3.090089872,2.89642297,2.561828615,2.4783645,2.641391252,2.507397747,1.889405212,2.788237062,2.265200109,2.495887158,2.752282696,3.100369556,3.490789741
Senegal,1.279853831,1.484014333,1.284259989,1.311168581,1.741001217,1.895541632,2.135240269,1.95048094,2.09132832,2.119257093,2.982437419,3.149901608,2.332512428,2.52752637,2.486263648,2.368547813,2.2798394,2.179866218,2.238315424,2.41795607
Serbia,4.267816797,4.2678168,4.267816797,4.267816803,4.267816797,4.267816797,4.600455039,5.837583113,5.766948594,5.672611076,5.742701002,5.664904304,6.146621793,6.228211971,6.12657588,6.241991647,6.039682906,6.049713244,5.984362308,6.416505605
Seychelles,4.22296599,4.451643869,4.820469327,4.185799521,4.236396955,3.785614663,3.758676506,3.636458774,4.145567132,3.812610542,3.620129416,3.457910989,3.060728801,2.405118358,2.413078163,3.208859751,3.198771679,3.797892539,3.335699444,3.107242732
Sierra Leone,2.388388089,2.163428251,2.513163766,2.047149448,3.064624564,3.49413205,2.824141502,2.964916022,2.784261175,2.683917256,2.676174105,1.961695331,1.645375923,1.7879205,2.207517317,2.396940634,2.646933502,1.980878492,1.694655481,1.883801856
Singapore,1.456150914,1.391903127,1.344772866,1.66411043,1.478290599,1.217784989,0.887039769,1.058966774,1.346161446,1.030256162,1.003758123,1.001090554,0.955389862,1.20049011,1.526597419,1.371428617,1.346479037,1.501077737,1.735920655,2.054683314
Slovak Republic,5.367669133,5.708260171,5.302839859,5.179371767,5.157902597,4.915242275,4.914849534,5.013706746,5.138875209,5.319742082,5.241058358,5.020215772,5.184301959,5.435300051,6.012034516,5.797130372,5.643904536,5.679221056,5.7880822,5.839599202
Slovenia,5.792909005,5.819026492,5.819143855,5.897932514,5.900414841,6.116332806,6.280502195,6.32476385,6.314120889,6.221904529,6.212733313,6.122382991,5.773929574,6.291263918,6.924633682,6.72862594,6.673550483,6.803887187,6.668260437,6.623821787
Solomon Islands,3.013517642,2.784282598,3.047041542,3.277214628,3.544792113,4.299521273,6.162337203,5.8209578,5.537965968,5.180937453,7.370558602,6.205507441,5.954165609,5.522732105,7.453790237,7.022895121,4.696250372,5.094694956,4.99069527,4.640482319
South Africa,3.427740438,3.840620476,3.754993833,3.584417155,3.418376453,3.290839079,3.330803407,3.231917455,3.337994791,3.218086131,3.315898573,3.360932915,3.398527237,3.595345502,3.94739833,3.990053885,4.134083494,4.276293506,4.204760905,4.24326873
Spain,5.373506554,5.400270123,5.314511603,5.284405916,5.269708002,5.16745964,5.155738488,5.168936096,5.727875546,5.79793601,5.875803104,6.005320637,6.098790144,6.512856144,7.209759954,7.173242115,7.001061132,6.734615203,6.502610209,6.399991901
Sri Lanka,1.615371713,1.611450175,1.520769471,1.878021898,1.746711468,1.846321629,1.758209698,1.683336012,1.677615192,2.005508786,1.85010327,1.950059208,1.825976447,1.581524127,1.53517067,1.553803937,1.38092651,1.219599412,2.102564149,1.96395333
St. Kitts and Nevis,3.210272875,3.167420812,2.96495957,3.032258064,3.038774765,2.572590516,2.262442891,2.091861802,2.087233898,1.870509317,1.922186693,2.336683006,2.154610635,2.030668845,2.193108956,2.532022242,2.26067011,2.375174636,2.183728661,2.144605023
St. Lucia,3.044466017,3.540413289,3.011746972,3.089960916,3.086048016,2.875094707,3.243444376,3.267744662,2.943800165,2.948052471,2.895099663,3.114880979,2.979865278,3.573426446,4.401846474,4.034045185,3.262981082,4.207408698,3.535976399,3.599295246
St. Vincent and the Grenadines,3.78040306,3.762662806,3.905015857,3.379166091,3.459666979,3.067373134,2.950634745,3.231535161,3.205529804,3.022706918,2.959042683,3.183551962,3.220120199,3.946405784,4.33049775,3.858236081,4.092983481,4.403446842,4.3086,4.385223105
Sudan,0.785822105,1.113244633,0.891351136,0.947423065,0.763436403,0.887398963,0.755115843,0.783277976,0.883215533,1.080722762,1.091364,1.270562706,1.511842397,2.630955513,2.356734868,2.698468913,2.557343508,1.871795561,1.859793759,1.802361864
Suriname,4.471885239,3.145059885,5.651223383,7.115667758,5.196504662,5.617562667,4.184378634,3.551353558,3.357144868,3.327164526,3.469387753,3.177793139,2.9772981,2.709678901,3.196518003,2.930358668,2.921405525,3.215861695,3.202562051,2.94062408
Swaziland,2.832071581,3.057919606,2.812078497,2.879100714,3.003066511,2.9584121,2.933657283,3.050457301,3.719224901,3.722476568,4.591988907,4.559222042,4.817315257,5.70029508,5.768594859,5.965266384,5.971125925,6.295393134,7.374204078,7.004909495
Sweden,6.901266869,7.128358097,6.888226931,6.962480445,7.027549767,6.943698089,7.188240259,7.513944417,7.634858718,7.395196538,7.354150307,7.259516113,7.254788684,7.521564636,8.100547687,7.718310329,9.914691788,9.955521086,10.05201524,10.02469431
Switzerland,4.999426018,5.292310568,5.313625166,5.381639812,5.51555988,5.492175839,5.852946307,6.123779435,6.379751456,6.400311357,6.459405675,6.141737848,6.032418431,6.703738631,7.209714873,7.09727006,7.200927358,7.498784844,7.733805564,7.695117355
Syrian Arab Republic,2.189237706,1.954094696,1.877760477,1.960923229,2.01442573,1.989779169,2.173051471,2.262242934,2.468338168,2.148408978,2.075568445,1.833546841,1.789651297,1.596476703,1.631376352,1.507165795,1.507165794,1.507165792,1.507165795,1.507165795
Tajikistan,1.289444392,1.296720852,1.601227323,1.141229192,1.040832288,0.946474655,0.949766249,0.906582748,0.910560376,0.94333442,1.143819279,1.129053783,1.184751796,1.371774183,1.478536975,1.594683309,1.71027997,1.87760452,2.067731786,1.983765009
Tanzania,1.367138986,1.174080484,1.127228367,1.009735219,1.120029901,1.145939376,1.769595394,2.106622222,2.573524874,2.565945049,2.965165865,4.763505728,3.038471158,2.435878095,2.109638156,2.072897335,2.486615138,2.790460229,2.565408087,2.589958711
Thailand,1.969442838,2.150730975,2.536894078,2.455703581,2.314820676,2.302887157,2.292282152,3.330872158,3.467646858,3.33413422,3.381277567,3.904107096,4.608862415,4.7146609,4.734495331,4.441559229,4.995567322,5.237115011,5.265840144,5.615380522
Togo,1.514242566,1.476366118,1.263694426,1.522817924,1.420620874,1.420842968,1.25272483,0.906148993,1.441999812,1.684373204,1.898455965,2.259633142,2.157573571,2.416491795,3.278215444,1.938585137,1.655337459,1.947797344,2.148307048,2.01732113
Tonga,2.670824514,2.796863769,3.040161598,3.212721639,3.763892167,3.350358074,4.284100434,3.807919784,4.233041111,4.050934622,5.680380494,4.879183916,4.762818289,4.186537045,3.705109958,3.694868341,3.223524387,3.640530345,4.055624308,4.265698947
Trinidad and Tobago,2.638269986,2.386765057,2.344393146,1.952658896,2.344861306,1.955594898,2.226981196,2.647006573,2.599973229,2.599777231,2.641981687,2.231977302,2.37526743,2.164450301,3.280810679,3.018338697,2.680151372,2.894988852,3.144494274,3.174627521
Tunisia,2.894339986,2.9873341,2.699827512,2.919304872,2.898708402,2.961609952,2.834447949,2.80141766,2.833405347,2.913685908,2.866036298,2.955066218,2.95239633,3.041912298,3.507378856,3.829212473,4.167224012,4.157872526,4.229623294,3.968816495
Turkey,1.76287716,2.007166944,2.244024053,2.5846704,2.913115705,3.114239647,3.512553806,3.786278215,3.839653198,3.826071088,3.696382908,3.971039668,4.095218575,4.435295202,4.922531997,4.412270439,4.205859804,4.1491433,4.225639909,4.193778969
Turkmenistan,1.855828219,2.261439427,3.479223681,3.501250448,2.385819704,3.214627605,2.817917069,2.43147657,2.708526219,2.421430508,2.021050273,1.545548517,1.388148149,0.946836468,1.163073225,1.223637874,1.268097271,1.273376388,1.426002237,1.348530564
Tuvalu,7.960185727,11.27466332,8.08774651,8.614014716,9.221982956,15.66666666,17.26923077,14.3862069,21.65409429,16.74897207,18.23437732,19.25675216,16.85609763,13.26834375,12.69334417,16.62857143,16.84210527,13.64102565,16.475,16.40476191
Uganda,1.419934953,1.413237653,1.434781572,1.895182926,1.658548351,1.837958926,1.980048664,2.105321926,1.948108485,2.265551769,2.36197808,2.472357111,2.461809429,2.302819536,1.814334366,3.118358422,2.633267177,2.15389932,2.087896717,1.801251317
Ukraine,5.088198574,4.78908302,4.193678375,3.540202425,2.942150479,2.895454814,3.072138693,3.514016208,4.042590061,3.869747013,3.811739442,3.884569232,3.930453943,3.825090501,4.292353932,4.421334806,3.729821242,4.12524044,4.150794905,3.604521121
United Arab Emirates,2.081738158,1.948805565,1.948395819,2.056706777,1.917629472,1.677058592,1.944492099,1.713982982,1.67154037,1.45604253,1.36889725,1.382506951,1.555377238,1.921634103,3.034125947,2.834165586,2.732488042,2.550025889,2.557326087,2.636151579
United Kingdom,5.613873295,5.574901951,5.216401283,5.273439395,5.503507084,5.523467366,5.765949885,6.040016206,6.209568,6.482429976,6.658344919,6.826598411,6.794481096,7.220152923,8.162898056,7.94167603,7.765411293,7.80263316,7.780480938,7.578850169
United States,5.909478788,5.891274291,5.830750135,5.676669198,5.613684996,5.653471018,6.074098006,6.423940796,6.618867537,6.69810039,6.722608978,6.882532539,7.01636006,7.367883673,8.014549675,8.079784435,8.07412666,8.042357809,8.045006774,8.278517711
Uruguay,3.880155497,3.424728604,2.61225038,2.586152727,2.918063853,2.711547548,2.314327052,2.044716466,1.753427722,7.293884084,7.069810766,7.245025091,4.593274899,5.297812749,5.352676888,5.372432,5.520950685,5.947088678,6.074635228,6.111484304
