reviewText,Positive
tried this app...it was great....my daughter and I had a lot of fun. sadly it froze up and my kindle completely blacked out. power light would come on but the black screen of death was all I got. talked to friends at work and finally got it back but not ,0
"EDIT:  As I promised, I changing my review since the developer patched the app and fixed the FC issue.  I would have given it 4 stars but they earned the 5th one by responding so quickly to the customers.  I have neverbefore seen a dev send out a major u",1
"It was a great game for the first thirty minutes then crash!!! Only reason I gave 5 stars was for future updates. I have this game on my iphone, and love it. So please fix the crashes.",1
was force closing. but the new update works. using moto xoom. only suggestion will be to disable combining doodles which have already been previously combined. thanks,1
I am IN LOVE with this game. I have a kindle fire and I was really confused when it wouldn't let me play it and it kept saying &quot;Doodle God has stopped&quot;. But then I was riding the bus home (which means I had no WiFi) and it worked and when I got,1
"After  the upate i no longer get any force closes on my kindle fire. Great game, good job on the fast update.",1
this game is kind of fun at first but it gets stuck every time it just freezes and I just have to wait for my kindle to run out of battery in my opinion save your money this game is not worth a cent,0
"I didn't think I would like this game, but my son got me addicted to it. Has lots of helpful clues.",1
"This game started out great. The graphics, sounds and music, were all entertaining and fitting. Very unique idea for a game. I would have given this game 5 stars but, it kept force closing on me.Please update soon for those of us who would like to comple",0
its a pretty fun game once you get the hang of it. so I guess you could get it if you want,1
I had a social network app i think was called hyzap that was causing the crash. After i removed the app doodle god worked,1
"This has not had any problems with my kindle fire. It works great, and I know how it works, since I played it on addictinggames.com. It's a really fun game that requires creativity, imagination, and the knowledge it doesn't mess up. I AM ADDICTED. I usua",1
"well it is a very good game great for passing time. but, there is some content that isn't for small children I myself was quite surprised to see what happened when you pit human an  human together so beware!",1
the game is very fun but the force close makes it un playable. If you want to play it go on the Internet insted.-,0
This game is ssooooo sick!! The levels are a bit long but it is really fun. You just have to get it!! :) It isn't what I expected at all. The first level is about elements!! Go figure.,1
I think the bug causing all the forced closures has been fixed. I downloaded the app later in the day and so far I've made 65 elements and have had no problems on my Kindle Fire.  Other reviewers have said they get a FC around 40 elements or less.  Hopef,1
iiiii gfffffff ff hi Fdr hy Gascony. ffggyyg.  vggg guvcdc aback jdndnx aka bdb Japan Jens Kans bus jams iq hsbsbdb hdjcuce nnxk hemmed ksjd,1
ff. f. g vhb Cv x. v chv h d. rgv guv Dc hhvcgv dd. Gb. ff bu cred ch vgb. jbvcfc. g. nm,1
"I got this game as FAOTD about a week ago. I just finished it today. I found it very entertaining when I played it online (so if you're not sure you want to get it, look it up to see if you'll like it; I'm certain you will), and was happy to see it avail",1
"I had the free version on my phone for the longest and loved it. When I saw all the problems people were having with this, I almost didn't get it. I am happy that I decided to get it anyway. I had no problems with force closes on my kindle fire.",1
"This game (after update) doesn't freeze! And I love the introduction!! The Doodle God I think is a dragon! The freezes aren't on the kindle fire, or at least mine. So I think that this is a decent free app comparing to the previous days......",1
"The Devs updated Doodle God and I can now play without crashing constantly!  I am looking forward to playing it for a long while to come, it is an entertaing, if frustrating game, since duplicating previous combinations is extremely easy to do and the tr",1
This game is extremely awesomely FUN. You get to mix different elements to make new elements. Everybody should get this app. If you don't you're missing out on a great expirence. It is sort of like Alchemy too. So if you like Alchemy definitely get this ,1
"same experience...just as I was getting into the game, I reached 28 elements and started getting a ""force close."" I couldn't do a thing after that.  Too bad, because it was a relatively amusing game...update--I uninstalled and reinstalled the game, and o",1
Seriously? This game sucked anyway why make it for the Android market? Plus what does doodle have to do with God anyway? Whatever Android....,0
I love this game a lot. I have to use my brain in order to beat this game. I love how i can make so many elements in the game.i also like that there is mini games added to doodle gods.,1
"very fun and challenging game! had no issues playing, I think the force close was fixed. game is long took me about a week and half to finish, there are also three bonus levels I haven't played yet. definately worth the price, I got it free but still wou",1
this is the best app I have seen so far it is my favorite one to use on my amazing kindle fire thank you amazon!,1
The problem is that the programming causes the app to force close constantly. This is a five-star application once it is fixed. My suggestion: download it today to get it free then wait for them to get their act together.,0
Works perfectly on my kindle fire. Easy to play and it fun. I played for about 10 minutes after I got this app.  Love it!,1
I love this game its so interesting yet it keeps force closing. please please fix it please! this is one of those games that are just too cool to not fix,1
the game is so addicting!!! making hundreds of elements starting from four is a great concept. it only force closed on me once and it didn't bother me.,1
Game was a joy for about the first 10 minutes.  Now absolutely every combination crashes the app (causing an unexpected stop).  You'd think that Amazon would check for things like this before releasing the app...,0
"I have a few problems with this app.* First, it did nothing for me personally. I just considered the game play to be mechanical, random, and boring.* Second, so will kids like it? It doesn't matter. Unless you want to school them on age inappropriate lan",0
"Well the first failure in this a app was the force close, afterwards I got annoyed by the running Santa and the things arm wrestling, Then the app mentions something called a &quot;Doodle God&quot; who create elements to shape worlds out of doodle....  L",0
Like so many others before me this game force closes after around 10 minutes of game play. Was this supposed to be a free trial and not a free game?,0
"You can play for a little bit and I'm excited to see what the other &quot;episodes&quot; include, however when the force closes start, its impossible to play or enjoy. My guess is either Amazon or the developer won't update, but if they did this seems li",0
"I downloaded this game despite reading all the reviews, good and bad. After downloading, even before I opened the app, it made me crash out of every other app that i opened. MAJOR flaws need to be fixed. I always give the &amp;#34;FAOTD&amp;#34; a chance",0
Lots of and quirky too. I enjoy playing when I am waiting. Try it out! You will enjoy it too!,1
"aa lways force closes after a few minutes o f playing making it almost impossible to play, needs. update soon",0
"I got this app this morning as the free app of the day.  It worked great for the first 15 minutes, but then has been force closing every time since when I try to open it.  All I got to do was match a few elements together to make new ones, which truthful",0
"Everything works now, 5 stars. Fairly quick response to public outcry from the publisher, nice to see in an age of ""you paid us all ready, now it's your problem.""",1
I love this game cause you get to make new elements and the new elements are actually things that already exist on earth.This game rocks,1
Looks really cool but can't really play it if it keeps crashing. Fix it and I may change this review.,0
I love Doodle God! I love the child safety mode and the extra game modes.I just wish Doodle devil was free and so was Doodle God.(maybe a free day when the games are free!!! But please tell me) :) lol  luv this game.,1
"I just didn't like it.  I didn't get excited about accomplishing the goal. ( whatever the goal was) I removed it from my device, and I'm happy it was free. No money wasted",0
"dear creaters,I think you should have the age of science.with a new element atom.stuff like plutonuim and gold is uranuim eft. your game rocks!",1
It's just an Alchemy clone with fancy graphics and more hassle-filled interface. My advice is just get Alchemy because it's free.,0
"I love this app. It's very intertaining, but, Force Clouded COMPLETELY ruins it. Fix that and this ONE app is my favorite app. Fix force clouded do I can shower in my godinessness.",1
#NAME?,1
"I adore this game, and have played it on other devices, but the constant crashes on my Fire make it unplayable. Sorry Doodle God, you just don't work.",0
Loved the trial versions. however it needs to be for FREE!!!!!!!! more people would probably get this game which would mean more customers. please make it for FREE!!!!!!!!!!!!,1
"Amazing game, and dedicated devs who put an update out on the same day it had the problem, really fun messing around with the combos.",1
"Can't play once you get to a certain level.....force closes with every combination.  You would think with all of the reviews and complaints discussing the same issue, they would try to fix it.",0
love the game for my kindle. Can you put more episodes in it and more elements and groups please. h h h h j h,1
this game is great!!!  i got my hubby and 4 yr old playing it also!!! i would recommend it....nice thing to play to pass time!,1
"very awesome plus fun so five starsnot so like I expected. but really really Fun want more!,!!!!!!! make more then Doodle farm and Doodle devil",1
good. need kid safe mode for kids great I love update it and you wont have the force close problem.,1
Realty realty realty awesome its so interesting and it has kept me up all night don't even hesitate just. Buy it,1
"Awesome sauce. I love this game because it allows you to make things . Like a human,a scientist,and a cow.",1
this game absolutely kicks ass! I'm hooked after one day and I'm sure you will be too! combine elements and make new ones! you are a God and you create everything! 4 levels plus bonus challenges for variety. MUST GET!!!!!,1
I was one of the first to play Doodle God on Pc and wanted to do it all again. I am only rating 5 stars so the developers will take a look at this and repair the force close. I got this game despite the force close and didn't have a problem with force cl,1
"If you like high quality apps, get this one. It is fun and it keeps you entertained. I just hope that they keep coming up with new elements to create.",1
Good game..hours of fun..favorite element is fun..have fun with this app.  Doodle Devil rocks too.  Five stars for sure.  High five all who contributed to this game.,1
"First off am I the only one who finds the concept of pretending to be God highly offensive? If I am, I don't care, it's offensive, even if it's ""just a game"".I refuse to download this. Other users have said it force closes constantly, which is another re",0
dd d s s s s s ss s s s s s s s d s. s s s d s d dd d d d x xx,1
no problem with forced close ... cute animation ... funny quotes .... loved the game ... wish there was more to it ...,1
This is a really fun game but sadly it keeps crashing. Its unplayable. I hope they fix it. Its about matching two things to help you advance. Like you pick water and earth and that will give you a new element to play with. As I mentioned. the game crashe,0
"Berfore the update I could ha e tracked the makers down and strangled them with my bare hands. Now its super fast, no FC's, and no delays. FINALLY!!!!",1
I love this game and the fact the it doesnt need internet so i can play anywhere i want to at any time!!,1
The concept is so pathetic. What God did do was speak and create from nothing - he did not combine resources as this app suggest. Genesis 1:1,0
"this game is wonderful. you create virtually endless things, and when you get to the end, you have already forgotten all the combos and can start again! two things are a little annoying, one is that a glitch can happen where all the text disappears, just",1
I played it and it did close but after undated its fine really fun good for faotd I needed more words so I put this,1
"They say if you connect to Facebook you can save your progress so you can play on another, different device.  Spent hours trying to figure out how to get my progress from my old Kindle to the new one but gave up and lost everything.  Of course customer s",0
This an updated review. Yesterday there were issues with force closing constantly. I'm very happy to say these issues were quickly addressed by the developer with an update. The game works brilliantly now on my Kindle Fire. This is a very unique and fun ,1
at 35 elements and now it forcecloses every time I select the second element to combine. please fix to change rating. (on EVO 4G),0
so it's a good game but keeps having to force close on my kindle fire when they update it it will be the best game on my kindle.,1
"Its fun for a while i mean u can do all the combos and stuff, but after a while it gets kind of repetitive. Still fun every now and then though :)",1
"This game was very impressive.  The premise and game play was thought provoking, entertaining and quite addicting. I was glued to my Kindle anxious to find the next successful combinations until it was complete.  I extend my appreciation to the developer",1
"Crash, pull out battery. Try again, crash, pull out battery, Try again, crash,.......might be a nice game top give a try if it would work.",0
"This game has no flaws for me! Add more elements and groups. I'm up to 203 elements! I don't understand why people are saying it force closes. It doesn't for my Kindle Fire. Oh, well!",1
"Force Close at 36 items. That was a great use of 30 minutes. Could be fun if fixed. Also, allow option to turn off re-matches.",0
Like the rest... Force close just about the time you start to enjoy... Download while it's free... Maybe they will fix it?,0
I love this game so much!&iexcl;!!!!!!!!! best game ever!!!! I liked alchemy but this is a hole lot better!!!but it is kinds frustrating tho to find matches,0
"Nicely done take on the mid the elements concept. Works just fine on my Nexus S without any problems. It is a bit slow to load initially, but it's fine once it gets started.",1
the best game ever. very fun and creative!!!!!!!!!!it looks lame at first ;but it is realy fun wen  u play it.,1
This game was a lot of fun until I had 28 elements. Then randomly it started to force close every time I tried to do anything.  Hopefully this will be updated soon since it really is a fun game.Update: The problem has now been fixed and works great! Than,1
I had no.problems whatsoever.  except putting it downplease send more updates.  enjoyed the other two. games as well. the mini games were great.,1
this app is very bad before u do anything chage to child safe mode ithas u make cascade and when you mix a human and a human and it says sex,0
its funny how the only recent entry NOT complaining about force closing is someone who knows just about EVERYTHING about the game... I don't like developers who comment and rate up their own apps. HELLO!!! We can see right thru you! why don't you FIX the,0
this is a great game.you all should do THIS!Nothing is wrong with this game.idk why you guys think that.you all should play it. like they say we all have our op.I gave this game a 5.Like I said you all would play it same day.this is a great game.I like t,1
Dont like anything about this app.  Dont the name.  Don't like the way it runs.  Don't like how slow it is.  We say this game sucks.  The thing is creepy.,0
"I &lt;3 this game so much!! When I got it, I was nonstop playing it!! It doesn't crash on my kindle fire and it works like a charm! definently recommend it!!",1
"I think the game is so amazing!!!! I play it all the time, and its even in my favorites area, that's how obsessed I am!!!!!!",1
Lol didn't think it will be this fun. But it seems like I can't stop till I try as many combination.,1
Meow Meow Meow em me mw ne en. its awesome and really fun it teaches you many things including the awesome mini games,1
game is awesome but it forecloses so much.  it doesn't do that on the ipod fix it and get better reviews its that simple.,0
great game till i got 90 items then any time i tried to make anything it would freeze and i couldn't do anything making a great game really sucky,0
"I LOVE this little game! Had a similar once a while back, but this has better graphics! Mix different combinations of elements together to see what it creates!",1
"I'm having a blast with this game. The only problem is it's so addictive, I'm having trouble getting other things done!",1
this is the first of three so far and the longest as well. this game is well worth looking into!,1
I love the game soooooo much but I cant get the full vertion waaaaaaaa oj yeah and my name is Hailey not amy amy is my mom :)!!!!!!,1
This is a great game that I would recemend to all ages for younger ages turn on the safty feature in the options area,1
"What is the point of this &amp;#34;game&amp;#34;?  None so far as I can tell.  Don't waste your time or money.  You have to somehow match elements to create new elements for no apparent reason.  Oh, as others have stated this is NOT appropriate for young",0
Doodle God is a great game and runs beautifully on my kindle fire. I took a risk buying it judging by other reviews but I was anticipating the 28th element and it worked! I kept going and I love it. I highly reccomend it and also Doodle devil (which is a,1
"I downloaded as FAOTD and initially had the crash problem, but once that was fixed, I made it through without any glitches. It was fun trying to figure out which combinations would create a new element. Some of the results were humorous- such as creating",1
I love this game but unfortunately it crashes all the time. Hope they fix it soon and can't wait to keep playing! Lg optimus,1
I was expecting a average app but I got a highly addictive fun app but some is not for young kids like under 9-10 I hope this is helpful before you spend the 2 dollars :) moll's out peace!!!!!!'!!,1
"This is a deceptively simple, yet clever game. It is hard to explain, but it mainly consists of trying to combine elements to create new things. It sounds silly and uninteresting but it is excellent. It requires some thought and becomes extremely engross",1
i was really liking the game and trying to figure out level one. was going great and as soon as i made tools ot started force closing..... I am so glad i didn't pay for this or i would be pissed. if it worked it would be a cool game,0
I love this game. It is an awesome alchemy game.NOTE: Why r people describing the game in their rating? Just put this instead,1
I love doodle god! I started with the free version but ended up buying the full  game! luv it. i recommend it 2 any1!!!!!  ;D,1
if u press force close u cant play it any more. but before it was great but now not.Ps hdjdjdnsnnsndndbx,0
I love this game. I just cant play for long without it producing a force close. it gets old. very fast. can you fix it?,0
this game rrrrrrroooooooocccccccckkkkkkkksssssssssss!!!!!!!!!!!!!! love it but make sure to put it on kid mode it you don't wont your kid seeing the word sex or vodka.,1
if there was a way to give negative stars i would.not because out is a bad game but because the force close bug is bs.nothing like having over 100 matches then all of a sudden you're save is dead.this is stupid.,0
"So far I've been stuck playing this game for well over 30 mins. Still on the first episode though, I managed to create 28 of the 248 elements and I have 8 of 26 groups. Have not experienced any lag or force closures. Graphics are pleasing and gameplay is",1
I love this game but it's a bit pricey for a game as it's variety of side games are a tad bland and in some aspects could be better,1
"I love the game. it deserves five stars for northing more  than what apple + cellphone =. point is, if you don't get an error and can think about the choices you find a genuinely funny and clever game here.",1
i had the fc issues that others did . after update this afternoon its cleared up and the game is a lot of fun now.,1
force close! !!!!!!!!fix the force close please! !!!!!!!fix it fix it fix itgreat game but it force closes!,1
Despite the reviews I thought I'd give this game a try. Sadly the force closes happen so often it makes the game virtually unplayable.Even if the force closes weren't an issue I think I would have a hard time enjoying this because of one key feature.  My,0
"There are endless combinations of fun for this game, would highly recommend to anyone looking for a good puzzle game.",1
"I have an EVO 3D and I usually (errrr... never) have this problem with other games, but it just keeps force-closing to the point that I'm not interested in it anymore. I've read other reviews where they are having the same problem on the EVO 3D.",0
I have seem many comments about it force closingI have gotten 180 different combinations and it has never forced closed! I love this game!,1
A way to teach sequential logic to the masses. Combine basic elements to create life systems. I was disappointed whwhen I combiined a worm and alcohol and did not get tequila. No one is perfect. Great game. Requires in app purchase.,1
"Doodle god is a game where you combine the 4 existing elements (fire, water, earth, and air) to create new things. Some combinations are realistic - some not so much.  Some examples would be water + earth = swamp or fire + water = alcohol.  Everything yo",1
"I was wary of downloading this, even as the FAotD, due to the numerous reviews stating that it force closes on the Kindle Fire after a few minutes of gameplay.  I found this not to be the case -- the app runs just fine.This game kept me amused far longer",1
this game is 99&cent; the value of it is 10$ love this game I keep on trying to get more and more theme's all I want more is up dates GET IT,1
Last update fixed forced closures. Good thing too because this game is really great. Worth every penny now! I would recommend to anyone,1
I don't know what these people are saying!!!! I freaking looove this game! I played it nonstop till I beat the whole thing,1
I thout this game makes you think a lot. but its a good brain User. the game also isn't very fast to complete which is another reason why its so fun.,1
"I rarely offer five stars, but this app is a fresh idea.  The graphics are great and the  music is very well put together.  I had to pull myself away from the game to write this review.  I have read in some reviews about the game force closing on others,",1
This game will have your attention from the start captivating ur attention and drawing u into its simplistic 1 finger gameplay for hours as u create hundreds of discoveries from 4 base elements,1
"I don't know why people are giving this game bad reviews.  Its such a fun game, and on the kindle, I haven't experienced any glitches.  Ive played this game before on the Internet, and I loved it, and now to have it on the kindle is just wonderful.  Grea",1
"This is a lot of fun now that they've updated and fixed the problem. It's a very big game I think, since I've been playing for hours and haven't even finished the first of four chapters.",1
I downloaded this even with all the bad reviews cause I thought it couldn't be that bad. Well they were right. It was working fine then a force close popped up and now I can't play at all. Can open the game and click to play but then it closes. was reall,0
"I don't play a lot of alchemy games, but I decided to give this one a go. I'm really enjoying it. love the in-game quotes when a new element is made.game crashed at first,  but, Devs fixed that on the same day, awesome job on that (and the reason for my ",1
no forced closes.  no lag.  super addicting. works perfect on my kindle fire.  I have come across an element or two not appropriate for children.,1
Well on a Nexus 7 this is fine! No force closes or any problems to me. I don't know what people are talking about it being boring it is so fun and addicting . Please get this app! Well it's super fun to a 10 year old I should say.,1
best game ever! very addictive and fun. my entire family loves it. so download it. although don't download the free version it ain't free,1
it was fun but then it stopped working because of the force quit so I tried to uninstall it and then reinstall but now it wont even let me do that. ugh I wish it lasted longer.,0
"This app just will not keep running. After about 20 minutes of playing it force closes.  I am playing it on a Kindle Fire and the game was OK but the force close just kills the fun.  From the look of all the reviews, it needs a lot of work to fix and mak",0
Thank you soooo much for fixing the bug. I absolutely love this game. I can't wait to get the other games this.,1
"best game I ever played!!!  , . . . .. . .. . . . . . . .",1
"Glitch is fixed, I've lost at least a day to this game.  I love it.  I even dreamed about it.  Best game on my kindle.",1
Sorry this game was not at all stable on kindle fire.  It started out fun and I got to play for little while.  Then the game wouldn't stay open and kept getting the force close message.  Tried on and off over two days but it just doesn't stay on.  I trie,0
"For all you Low Information people out there, you can turn &amp;#34;parental control&amp;#34; on or off. I forget exactly what they label it as but you can turn it on for the little ones. Look for it in the options menu.And as for the game, I think it's ",1
"I liked the game on the computer, but this app sucks. Every time I play there is a glitch, and no one ever likes glitches. The game crashes often and I have already had to delete and re download the game. DO NOT BUY THIS APP. PLAY IT ON THE COMPUTER or s",0
Just putting it at 5 so that the dev's 'might' continue updating as they indicate in the program. App works fine until you have a certain number of combinations figured out and then it force closes on every incorrect combination. I was able to tin thrum ,1
lol great when your bored a real pass time if you like learning new things this is a great app to download worth the money,1
"This game user interface is alot better than alchemy, the user interface and graphics are alot better than some of the other alchemy games out there. Three interface is great, which makes it allot easier to play",1
"Sorry to complain about something that was FAOTD.. but I invent things.  And this app was really stupid.  You click two icon boxes, and the game either says &#34;yes&#34; or &#34;no.&#34;  You get a new item in your list to pair with, or you don't, that'",0
cant believe it! it finally came for the kindle fire!!!very fun and makes you think about the things that create our world.,1
I love it. it is so fun. no problems. easily better than Doodle devil or Doodle farm. get this app. everyone says there are problems with it it works just fine on kindle fire.,1
I wasn't sure bout this game at first but once I started playing it I was hooked..... its a very fun game especially on a kindle fire...... :o),1
It is the most awesome game I have ever played and is the most entertaining game I have ev.er played,1
Game keeps force closing after playing for awhile. Please fix. To get to the next part you have to finish level one.,0
The app stopped moving  through the introduction pictures. I could still hear it talking. I was unable to leave until I did a soft reboot. When I was able to use the kindle again the app was not even listed. I thought that was odd. Glad I did not pay for,0
lame,0
this is a really great app for kids. its not that complicated to follow. my 3 year old brother can play this game.,1
"and I love it. the force close is fixed, I have made 49 elements with no problems so far...except that I'm stuck and cant find anymore matches! I'm going to be addicted to this game...",1
"Wow... This force closes A LOT! Same thing as alchemy, but a little better organization and cute graphics. Really irritated at all the forced closures... Had to take my battery out one time to get my phone to not be frozen. Please fix!",0
"I love this game, so it gets 5 stars. but honestly, there's next to zero animation in this game, it shouldn't tax the system in any way so why so much stuttering and force closing? I can only guess it's poor programming. could be the device (fire) but si",1
"Every now and then, some obscure game publisher or developer makes something original.Among the &#34;casual gamers,&#34; we've seen this in games like Plants vs. Zombies, and Bejeweled... Doodle God is up there for me. It's interesting, it's sometimes fu",1
was working fine for a while.  now force closes.  evo 3d.  same game as alchemy.  was fun when it was working.,0
so not worth 2.99 I tried downloading it on my kindle fire and after 2 weeks its not working my daughter is mad now it wad her favorite app,0
well I love the game and Dodoodel devil but I have to agree it dose have a lot of flaws and it sometimes closes you out and you have to stop playing but other than that it is awesome,1
"I was really really enjoying this game earlier today, but now... it keeps force closing when I open the app and try to play... makes me sad! It was really fun while it lasted, hopefully they fix this....",0
"Okay, so this game has NEVER force closed on me ever, so it must be a problem with everyone else's Kindle Fires.  This game is the best game imaginable, hands down.  It's so addicting I play it all day long, and I can't stop playing it until my Kindle di",1
This app was so much fun. I really enjoyed playing it. After the update it stopped force closing and I beat it. I enjoyed playing all the levels and quests. It was very enjoyable.,1
Just downloaded and played on my Fire with no problems. Apparently the apps been updated and whatever the problem was earlier it's been addressed. I'm glad I took a second look at this app tonight. To bad it's not more clearly marked as fixed. Does not d,1
this is one of the best games ever I would highly recommend this to every one. I hope you enjoy this as much as me.,1
ss dd dd. dd edd ed d d d d Fcc d d d d d f f d d d d,1
Glad I tried it.  Have it on the KF and it worked great for ten minutes.  Addictive but have to go to work!  If I have any probs will update but seems KF prob was fixed.,1
I would give 5 stars if I could actually posy the game but sadly it force closes every time I open it now,0
I had really hoped that the vast majority of reviews were wrong.  I tried and tried again thinking &quot;This time I'll get the hang of the game and it will be awesome!&quot;  No such luck.  It sucked from the time I started to the time I quit and uninst,0
I think this game is awesome  but you may have  a different opinion but this is my review not yours . This is an awesome game  I recommend it to people who are tired  of sort games that end super fast this game may never end if they keep updating it I ho,1
"I got it as the FAOTD and it never has force closed on me. No lag, either. It's a fun game and a good way to pass the time!",1
I loved this app it was amazing but everytime I played it forced closedawfulplease do not get it,0
"For me the game will not even download. I got to 72% then it froze. And every time I press install to try again it says &quot;bla bla bla bla, cannot complete bla bla bla bla please try again.&quot; Its so freaking annoying!",0
i got this app on my kindle fire and it works perfectly fine. all those people that say that it forces close u guys are wrong.,1
It would have been a five stared. but it kips fore closing me. so I have to give it one star. I really hope they fix it soon. DON'T WAST YOUR MONY ON IT UNTIL THEY FIX IT.,0
I love Doodle God so much on the computer I saw it on here... sometimes it has glitches other than that very addicting!(:,1
I really like it. I wouldn't get it for 3 dollars though so I'm really glad its free today. Its a thinking game so i recommend it for people who like puzzles.,1
"This is a great game unlike any I have played before. No speed or hand to eye coordination, just concentration.",1
"I loved this game. For. 99, I thought it was worth it. Too bad it had to end. It was challenging, but I like that (Most of the time I had to use hints.).",1
I had always really loved this game before it came out on the mobile devices but now I think its even better.  it was really fun and time consuming. well at least after they fixed the force close bug,1
this game is well...THE MOST AWSOME FLIPPING GAME EVER!  well besides minecreaft...obviously.  how far am I?  Allmost done!  ha ha!  this game is tarific!  buy it for unlimited fun!  really worth it.,1
I have done the hole intier thang. I love it it is for me and it will for you too.Get This App!,1
idk what the people are saying about force close because it hasn't happened to me at all and this game works great on the kindle fire... ;) very fun game but there was an element that surprised me.. humanxhuman=? lol,1
My kids and I spend hours seeing who can get a new creation. We love it. Great fun for the whole family.,1
"I picked this one up just to look at play mechanics and a week later I was still playing it.  My wife then started stealing my phone so she could play it too.Great purchase, looking for future enhancements.",1
"This game is really great...for about the first two minutes of anytime you open it. Unfortunately, it freezes up WAY too often. Please fix for a better rating. Samsung Nexus",0
fun game easy and fun to burn up a few hours on a flight or buss ride word word word,1
"I've always loved this game! Was so happy when it came out for free on Amazon apps. Didn't know it had the bonus games after each episode...they are fantastic! Thanks for a great game, and great experience.",1
"The graphics in this game are so adorable that I can't help but love it. It is kind of exasperating trying to find the right combinations, but that is what makes the game challenging.",1
"I thought it was great. Totally worth $2.99 but hey, I got it for free! Those of you who have Kindle Fires,it works awesome. Good graphics too!",1
Its so fun! Its entertaining. This is something to get! Its not frusterating. Its easy! Sorry for so many its lol.,1
All you do is constantly combine the same elements over and over again in hopes of making something new. Can't imagine how much torture it will be for those who play often to find new elements. I would not recommend this game at all. It's painfully borin,0
"This seems like one of those games where it's stupid and you'll just end up leaving it out of your carousel (meaning never seeing it again) but then you start playing it, then you get mad because you can't find another match, so then you play it again...",1
"No force close what so ever.  Fun, but wouldn't be worth 3 dollars for alchemy.  gd guv if. u h",1
fun. simple. addictive. You will find yourself playing for hours. Tell your friends and get yours now! Get Doodle Devil too!,1
Personally I love this game. It's really fun but too easy for me. I restarted the whole game 3 times already and the Doodle God 2 needs to come on Amazon.,1
"This app deservices five stars. but it wont let me play it! I would buy this app, but instead I want to throw my kindle.",0
"I had the same problem as everyone else; I made about fifty elements and after that it would force close. But Lo! and behold, at 12:50 AM, an update came in that fixed the whole thing! No more force close! I am thinking about getting the other two.",1
"Edit: Update fixed it, great game!!Great game until you get about 20-30 minutes in, then it force closes every time you try combining elements. Clear data resolves, but you've lost your progress at that point and eventually it'll do the same thing. I hop",1
you guys make that so fun but you need to make some easier ones because I tried something and it didn't work then I asked for a hint and it gave me it,1
so far my favorite good game theirs a lot to do fun pretty good except it keeps crashing but they'll fix it I'm sure,1
"Great game until I reached about 27 elements and now I can't play it, it keeps crashing - force close every time I select a second element. It would have been 4-5 starsif it worked. Please fix it...",0
"If you like zed's alchemy you'll find doodle god to be very similar. I personally like this one better because its more visually appealing and has quests, but other than that they are exactly the same. I don't now if zed's alchemy is in the amazon app st",1
I am totally addicted to this game. there are challenging parts but the hints help. I love this game and I would recommend getting it. I didn't have it long before I found I was unable to put it down. AMAZING GAME!,1
I loved this game and wish it would have been possible not to cheat but it's impossible to experiment because of the force close problems...I'm on a kindle fire...but I want to see this issue fixed because its really a great game,1
"it is a really fun and addictive game. the only problem is when it forces closed. so, if i was you i would probably update it and see if it does it again!!!!!!",1
"This game is great...for about the first hour. Then the closures start to happen. tried uninstall / reinstall, problem still exists. If fixed would be 5 stars.",0
no FC here on kindle fire. it's neat.  my kids would love this. thanks for the Faotd. this is worth its price if I'd have paid for it.,1
I got this game maybe three or two days ago and I haven't stop playing this game very addiciting and it work perfect on my kindle fire did not even force close once... I better knock on wood now,1
this game is really cool!!!!! there is so much to do- elements and creating them. it works perfectly on my kindle fire!!!!!!!!! thank you amazon,1
this is a really great game to pass the time or for anything but i wish they gave you more extra hints.,1
"I loved this casual game and recommend it to anyone. You combine elements like water, fire, dirt to make new things and after you have completed most of the game there is more things that open up to you to do.",1
"this is a great game it really is more of a puzzle game than any other but its actually fun,  its challenging but if you cant figure it out it gives you helpfull hints its really fun",1
I love this game. It has a kids safe mode so everyone can be a God! A total must-have. You should get it.,1
"I have tried this on my Kindle Fire. It works great and the bonus games are equally fun. Great for kids, but be sure to child lock it or they will see one really bad thing. But other than that, it's great to use logic to create eliments and eventually cr",1
This app is so addicting. Some of the combinations are like obvisious. But some of the other combinations you never would think of.,1
This game is pretty awesome!  Cant wait till the next update comes out. My favorite game on my kindle fire!,1
this app is so great a great time passer for when your waiting for sleep or just have some time to waste loved nonlinear love it on my kindle,1
"I just got the full version,  and then the void just came. Now I have a glitch, all words are gone. I can't see the hint timer, no idea how many elements I have, it just won't show up. I'm only putting 5 stars so that I can get the update",1
"Before the update today, I was getting the force close message but now that they had an update that fixed that problem, it is an awesome game again!!!!!!!!!!!!!!!",1
All you do is touch two things to combine them. Played for 3 min fell asleep glad got it for free deleting,0
Great mishmash of items which you create to make more items.Pure alchemy!Try it!All the negative reviews are lies!I had the best expieence with my kids creating all sorts of whamo that would be a time killer!I upgraded to full version!Sweet!,1
I have a Stock HTC Droid Incredible 2 &amp; this App works just fine. The game itself is a more graphical version of the classic Alchemy or Genetics game. The game play is very intuitive &amp; the addition of the God storyline definitely adds a unique co,1
"Enjoyed the game for Incredible v.1 until, like everyone else it seems, the game decided to FC. Yet another decent game undermined by instability.",0
"Doodle God is a fun reworking of the old computer game Alchemy, where you added two elements together to create new things. The game is simple but addictive and has a very strong ""gotta find em all"" component. The thing I like about this version is the n",1
it is easy to figure out but also confusing once u get more completed. the more elements u have the harder it is though. overall pretty good game,1
