FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2016,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AMAZON MKTPLACE PMTS,BOOK STORES,8/21/2015,8.95
2016,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AWARDS TROPHIES AND MORE,MISCELLANEOUS AND SPECIALTY RETAIL STORES,8/21/2015,5
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,DATA RECOGNITION CORP,MISCELLANEOUS PUBLISHING AND PRINTING,8/21/2015,70.3
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,DATA RECOGNITION CORP,MISCELLANEOUS PUBLISHING AND PRINTING,8/21/2015,8.44
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,8/21/2015,141.69
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7141702911000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/22/2015,127.86
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7141702911000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/22/2015,185.3
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7141702911000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/22/2015,437.93
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLES DIRECT,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/22/2015,460.23
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,8/23/2015,399
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GOTOCITRIX.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,8/23/2015,39.2
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NATIONALASS,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,8/24/2015,670
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NATIONALASS,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,8/24/2015,700
2016,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,PRIMO HOAGIES - CLAYMO,FAST FOOD RESTAURANTS,8/24/2015,54.42
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON MKTPLACE PMTS,BOOK STORES,8/24/2015,1.52
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON MKTPLACE PMTS,BOOK STORES,8/24/2015,1.7
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON MKTPLACE PMTS,BOOK STORES,8/24/2015,3.99
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON MKTPLACE PMTS,BOOK STORES,8/24/2015,3.99
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NEW READERS PRESS,DIRECT MARKETING-CATALOG MERCHANTS,8/24/2015,26.28
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NEW READERS PRESS,DIRECT MARKETING-CATALOG MERCHANTS,8/24/2015,289.08
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RESTAURANT DEPOT,GROCERY STORES SUPERMARKETS,8/24/2015,180.87
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,8/24/2015,113.3
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,8/25/2015,-0.81
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,8/25/2015,-119.95
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,8/25/2015,299.99
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DIVISION FOR THE VISUALLY,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,8/25/2015,78.63
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,8/25/2015,11123.35
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT HOTELS MILWAUKEE,LODGING,8/25/2015,194.52
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NASP ONLINE,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,8/25/2015,199
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PASARA THAI RESTAURANT,EATING PLACES RESTAURANTS,8/25/2015,24.95
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,8/25/2015,6.74
2016,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,DOLLAR-GENERAL #0384,VARIETY STORES,8/25/2015,37.35
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AWL*PEARSON EDUCATION,BOOKS PERIODICALS AND NEWSPAPERS,8/25/2015,46.42
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AWL*PEARSON EDUCATION,BOOKS PERIODICALS AND NEWSPAPERS,8/25/2015,618.88
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,8/26/2015,119.95
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,8/26/2015,642.3
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,8/26/2015,8.39
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BALSAMIQ,COMPUTER SOFTWARE STORES,8/26/2015,12
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JOE THEISMANN'S RESTAURAN,EATING PLACES RESTAURANTS,8/26/2015,26.08
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NATIONALASS,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,8/26/2015,700
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AI 0017675977915,AIRLINE,8/27/2015,274.2
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SASED MIDWEST PBIS,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,8/26/2015,180
2016,2,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,CABLE SATELLITE OTHER PAY TELEVISION RADIO SVCS,8/27/2015,112.9
2016,2,DEPT OF EDUCATION,ADVISORY COUNCIL,DS SERVICES STANDARD COFF,NONDURABLE GOODS NOT ELSEWHERE CLASSIFIED,8/27/2015,7.96
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COL PRKNG GOV CNTR Q07,AUTOMOBILE PARKING LOTS AND GARAGES,8/27/2015,7
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOVER LIBRARY,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,8/27/2015,100
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ENTERPRISE RENT-A-CAR,CAR RENTAL,8/27/2015,-98.64
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/27/2015,263.56
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/27/2015,52.82
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN WESTIN HOTELS,LODGING,8/27/2015,372.98
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,8/28/2015,51.5
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOXWOOD TECHNOLOGY,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,8/28/2015,200
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ENVELOPE PRODUCTS GROUP W,MISCELLANEOUS PUBLISHING AND PRINTING,8/28/2015,433.34
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MAIN ST MARKET,MISCELLANEOUS GENERAL MERCHANDISE,8/28/2015,160
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *SYSAID,ELECTRONIC SALES,8/28/2015,4953
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142035305000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/28/2015,112.16
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142035305000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/28/2015,138.61
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142035305000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/28/2015,33.59
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,8/28/2015,59.88
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,8/29/2015,17.96
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,8/29/2015,20.65
2016,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,8/29/2015,86.53
2016,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NATIONALALL,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,8/31/2015,1000
2016,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,PAYPAL *NATIONALASS,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,9/1/2015,500
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RESTAURANT DEPOT,GROCERY STORES SUPERMARKETS,9/1/2015,107.81
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,9/2/2015,13.48
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,9/2/2015,14.9
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WPA CUSTOM HOUSE,AUTOMOBILE PARKING LOTS AND GARAGES,9/2/2015,11
2016,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,EB DSNA 2015 FALL CON,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,9/2/2015,100
2016,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SQ *GEORGIA BOY'S BAGEL C,EATING PLACES RESTAURANTS,9/2/2015,93.2
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,OFFICE DEPOT #5910,DIRECT MARKETING-COMBINATION CATALOG-RETAIL MERCH,9/2/2015,1149.75
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLES DIRECT,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/2/2015,2276.19
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHICK-FIL-A #02680,FAST FOOD RESTAURANTS,9/3/2015,223.5
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOVER LIBRARY,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,9/3/2015,50
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GAN*NEWSPAPER SUB1052,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,9/3/2015,29
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LAKESHORE LEARNING MATER,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,9/3/2015,89.85
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142350184000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/3/2015,62.6
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,9/3/2015,54
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/3/2015,203.68
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,9/3/2015,149.89
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,9/4/2015,119.95
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,E ZPASS DE CSC00100701,BRIDGE AND ROAD FEES TOLLS,9/4/2015,25
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FRANKLIN CLEANING EQUIPME,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,9/4/2015,448.15
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT HOTELS MILWAUKEE,LODGING,9/4/2015,-194.52
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SCHOOL NUTRITION ASSOC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,9/4/2015,125.5
2016,3,DEPT OF EDUCATION,ADVISORY COUNCIL,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,9/5/2015,195.21
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12 REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,9/5/2015,85.49
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,9/5/2015,19.96
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TWITTERBOOTSTRAPMVC,COMPUTER SOFTWARE STORES,9/8/2015,199.99
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09082005335430727,POSTAL SERVICES-GOVERNMENT ONLY,9/8/2015,13.95
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NRA SERVSAFE,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,9/8/2015,1464.05
2016,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,EDUCATION WEEK TEACHER MA,ADVERTISING SERVICES,9/9/2015,395
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AI 0012310005117,AIRLINE,9/10/2015,271.2
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SOUTHWES 5262141922478,AIRLINE,9/10/2015,203
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,9/10/2015,1444.16
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,9/10/2015,280.07
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,MHE*MCGRAW-HILL ECOMM,BOOKS PERIODICALS AND NEWSPAPERS,9/10/2015,38.76
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,MHE*MCGRAW-HILL ECOMM,BOOKS PERIODICALS AND NEWSPAPERS,9/10/2015,585.6
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RESTAURANT STORE -WILM,COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED,9/10/2015,60.91
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEARNING A-Z,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,9/11/2015,2875.08
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEARNING A-Z,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,9/11/2015,98.17
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,9/11/2015,87.72
2016,3,DEPT OF EDUCATION,TRANSPORTATION,SQ *NATIONAL ASSOCIATION,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,9/11/2015,150
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142782669000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/12/2015,317.79
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142782669000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/12/2015,465.55
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142782669000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/12/2015,368.62
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142782669000003,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/12/2015,12.63
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7142782669000004,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/12/2015,12.12
2016,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS7142782669000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/12/2015,51.8
2016,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS7142783645000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/12/2015,64.47
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,9/13/2015,54.13
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*000021X956,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,9/13/2015,13.07
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BROOKES PUBLISHING,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,9/14/2015,1485
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,9/14/2015,204.4
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,9/14/2015,46.2
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,INFOBASE LEARNING,MISCELLANEOUS PUBLISHING AND PRINTING,9/15/2015,50.37
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,INFOBASE LEARNING,MISCELLANEOUS PUBLISHING AND PRINTING,9/15/2015,719.64
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANCHEROS MEXICAN GRIL,FAST FOOD RESTAURANTS,9/15/2015,15.09
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,EATING PLACES RESTAURANTS,9/15/2015,13.98
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,FAST FOOD RESTAURANTS,9/15/2015,6.4
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SEARS.COM 9300,DEPARTMENT STORES,9/15/2015,593.88
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/15/2015,203.68
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,9/15/2015,137.35
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,9/15/2015,294.1
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,9/15/2015,319.63
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,9/15/2015,445.79
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12 REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,9/16/2015,100.93
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12 REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,9/16/2015,189.15
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12/GOVT,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,9/16/2015,149.59
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JERSEY GIRL CAFE,FAST FOOD RESTAURANTS,9/16/2015,13.97
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MAHZU EAST WINDSOR,EATING PLACES RESTAURANTS,9/16/2015,34.93
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VISIX INC,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,9/16/2015,1229
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,9/16/2015,53.23
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,B AND G CLUBS - MAIN ACC,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,9/17/2015,200
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHICK-FIL-A #02680,FAST FOOD RESTAURANTS,9/17/2015,214.5
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL K-12 REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,9/17/2015,4031.6
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,EATING PLACES RESTAURANTS,9/17/2015,13.72
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HAMPTON INN AND SUITES,LODGING,9/18/2015,273.7
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NATIONALALL,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,9/18/2015,1350
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NATIONALALL,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,9/18/2015,2.7
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *NATIONALALL,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,9/18/2015,72.3
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,9/18/2015,189.56
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0138091591000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/19/2015,125.28
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0138091591000003,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,9/19/2015,15.84
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,9/20/2015,115
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *AVG,COMP PROGRAMING DATA PRCSNG INTGRTD SYS DSGN SRVS,9/20/2015,59.99
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AUNTIE ANNES PA194,FAST FOOD RESTAURANTS,9/21/2015,11.24
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CROWNE PLAZA ATLANTA,EATING PLACES RESTAURANTS,9/21/2015,17.92
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARTA ATLANTA 00000026,TRAVEL,9/21/2015,3.5
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PHILLY AIR AUBONPAIN 2,FAST FOOD RESTAURANTS,9/21/2015,4.45
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,REDNER'S WHAREHUSE,GROCERY STORES SUPERMARKETS,9/21/2015,1895.76
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *GOSQ.COM THIERNO DIAL,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,9/21/2015,31.5
2016,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,9/21/2015,6.74
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CROWNE PLAZA ATLANTA,EATING PLACES RESTAURANTS,9/22/2015,7.99
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CROWNE PLAZA ATLANTA,EATING PLACES RESTAURANTS,9/22/2015,8.99
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PUBLIK DRAFT HOUSE,EATING PLACES RESTAURANTS,9/22/2015,13.96
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TEACHING STRATEGIES,MISCELLANEOUS PUBLISHING AND PRINTING,9/22/2015,2798
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TEACHING STRATEGIES,MISCELLANEOUS PUBLISHING AND PRINTING,9/22/2015,419.7
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE VARSITY NORTH AVE,FAST FOOD RESTAURANTS,9/22/2015,10.31
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HILTI INC,HARDWARE STORES,9/22/2015,180
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HILTI INC,HARDWARE STORES,9/22/2015,26.92
2016,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,9/22/2015,123.24
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ACADEMY - FNCE,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,9/23/2015,465
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CROWNE PLAZA ATLANTA,EATING PLACES RESTAURANTS,9/23/2015,13.88
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CROWNE PLAZA ATLANTA,EATING PLACES RESTAURANTS,9/23/2015,6
2016,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FRESH TO ORDER - MIDTOWN,FAST FOOD RESTAURANTS,9/23/2015,9.61
