Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
1.29,Ideal,G,VS2,EX,VG,GIA,9465
2.02,Ideal,G,VS2,EX,EX,GIA,25986
1.01,Very Good,E,VS2,VG,G,GIA,6480
0.83,Ideal,E,SI1,VG,VG,GIA,3538
2.01,Very Good,E,VS1,VG,VG,GIA,35302
1.24,Very Good,E,VS1,VG,G,GIA,10185
0.9,Very Good,I,VS1,VG,VG,GIA,3844
1.52,Ideal,I,SI1,ID,ID,AGSL,9067
0.9,Good,E,VS2,VG,VG,GIA,4315
0.76,Very Good,G,VS1,VG,G,AGSL,2818
1.21,Very Good,G,VVS2,EX,VG,GIA,9358
1.11,Ideal,D,VVS2,VG,VG,GIA,12016
1.01,Good,F,SI1,VG,G,GIA,4816
1,Good,G,VS2,VG,G,GIA,5081
2.06,Ideal,D,VS1,EX,EX,GIA,34712
1,Very Good,F,VVS1,VG,G,GIA,9870
1.25,Ideal,G,IF,EX,EX,GIA,11233
2.17,Ideal,I,SI1,EX,EX,GIA,16901
2.37,Ideal,F,VS2,EX,EX,GIA,36025
0.85,Ideal,I,VS1,EX,EX,GIA,3548
1,Good,G,VS2,VG,VG,GIA,5766
2.05,Ideal,G,VS1,EX,EX,GIA,28519
2.41,Very Good,G,VS1,EX,EX,GIA,36644
1.24,Ideal,I,SI1,EX,EX,GIA,6381
0.91,Ideal,F,SI1,EX,EX,GIA,5176
1.01,Very Good,G,VS1,VG,EX,GIA,7179
1.01,Good,G,VS2,VG,VG,GIA,5770
1.56,Ideal,I,VS2,ID,ID,AGSL,10333
1.25,Signature-Ideal,E,VS1,ID,ID,AGSL,12869
1.19,Signature-Ideal,F,VS1,ID,ID,AGSL,10572
2.13,Ideal,G,VVS1,EX,EX,GIA,36372
2.12,Ideal,G,VS2,ID,ID,AGSL,26221
1.61,Ideal,F,SI1,ID,ID,AGSL,11844
1.54,Very Good,E,VVS2,EX,VG,GIA,19810
1.42,Very Good,G,VVS2,EX,VG,GIA,12891
2,Ideal,H,VVS1,EX,VG,GIA,26746
0.9,Very Good,F,SI1,VG,EX,GIA,3950
1.02,Very Good,H,SI1,EX,EX,GIA,5259
1.35,Ideal,H,IF,VG,EX,GIA,10067
0.9,Very Good,G,SI1,EX,VG,GIA,3752
2,Very Good,G,VS1,VG,VG,GIA,26869
2.01,Ideal,G,SI1,VG,VG,GIA,18339
1.15,Signature-Ideal,E,VS1,EX,EX,GIA,11014
2.04,Ideal,I,SI1,VG,VG,GIA,16036
1.01,Good,G,VS2,EX,EX,GIA,6126
2.19,Ideal,G,VVS1,EX,EX,GIA,35051
0.92,Good,I,SI1,G,G,GIA,3329
1.39,Ideal,D,SI1,ID,ID,AGSL,9519
2.02,Very Good,G,SI1,VG,G,GIA,21075
1.18,Ideal,F,VVS2,ID,ID,AGSL,10324
1,Very Good,F,VVS2,VG,VG,GIA,9248
0.82,Ideal,D,VS2,EX,EX,GIA,4628
1.02,Very Good,F,SI1,EX,VG,AGSL,5386
0.9,Very Good,D,SI1,VG,G,GIA,4537
0.75,Ideal,D,VS2,ID,ID,AGSL,3679
1.57,Ideal,H,VS2,VG,EX,GIA,12004
2.03,Ideal,F,VS2,EX,EX,GIA,26365
1.72,Ideal,E,VS2,VG,EX,GIA,19920
0.9,Ideal,F,SI1,EX,VG,GIA,4795
0.88,Very Good,F,VVS2,VG,VG,GIA,5052
0.75,Very Good,D,SI1,G,G,GIA,3046
2.01,Good,I,VS2,VG,VG,GIA,15147
1.15,Very Good,E,VS1,VG,G,GIA,8906
1.24,Ideal,H,VS1,EX,EX,GIA,8299
1,Very Good,E,SI1,VG,VG,GIA,5571
1.15,Ideal,G,VS1,VG,EX,GIA,8109
1.02,Good,H,SI1,VG,G,GIA,4654
1.01,Fair,E,SI1,VG,VG,GIA,5085
2.01,Ideal,D,VS1,VG,VG,GIA,37701
1.36,Very Good,G,IF,EX,VG,GIA,12515
1.11,Very Good,G,VS1,EX,EX,GIA,8129
1.8,Ideal,G,VS2,EX,EX,GIA,20343
1.04,Very Good,G,IF,VG,G,GIA,8225
1.04,Ideal,H,SI1,EX,EX,GIA,6458
1.21,Ideal,I,VS1,ID,ID,AGSL,6418
0.92,Ideal,H,SI1,EX,EX,GIA,4325
0.82,Ideal,I,VS2,VG,VG,GIA,2759
1.01,Good,E,SI1,EX,VG,GIA,4713
1.24,Ideal,H,VVS1,ID,ID,AGSL,8693
0.77,Good,I,VS1,VG,G,AGSL,2184
0.93,Very Good,G,VS2,VG,VG,GIA,5181
0.81,Ideal,E,SI1,EX,VG,GIA,3109
1.24,Ideal,G,VS2,EX,VG,GIA,8797
2.01,Ideal,F,VS2,VG,VG,GIA,27241
0.9,Fair,D,SI1,VG,VG,GIA,4105
1.81,Ideal,G,VVS2,EX,EX,GIA,24561
0.81,Good,I,VS1,G,G,GIA,3042
2,Very Good,D,VS1,EX,VG,GIA,30542
0.9,Very Good,D,SI1,EX,VG,GIA,4799
2.01,Very Good,F,SI1,G,VG,GIA,19789
1.05,Very Good,G,SI1,ID,ID,AGSL,5197
1.24,Very Good,G,VS1,VG,EX,GIA,9738
0.9,Good,H,VS1,VG,VG,GIA,3796
2.15,Ideal,I,VS2,EX,EX,GIA,19592
0.82,Very Good,I,SI1,G,VG,GIA,2602
1.1,Good,G,SI1,VG,VG,GIA,5468
1.35,Ideal,H,SI1,VG,G,GIA,7780
1,Very Good,F,VS2,EX,EX,GIA,6267
0.75,Very Good,D,VVS1,G,VG,GIA,5239
1.09,Very Good,F,SI1,VG,G,GIA,5463
1.22,Ideal,G,VS1,ID,ID,AGSL,9339
0.84,Very Good,I,VVS2,EX,ID,AGSL,3392
1.8,Very Good,I,SI1,VG,G,GIA,11793
1.14,Very Good,H,VS2,VG,VG,GIA,6103
1.07,Signature-Ideal,F,SI1,EX,EX,GIA,7357
1.23,Ideal,I,SI1,EX,EX,GIA,6449
2.01,Good,I,VS2,EX,EX,GIA,16304
1.03,Ideal,E,VVS2,VG,VG,GIA,9712
1.07,Signature-Ideal,G,VS1,ID,ID,AGSL,8456
1.68,Ideal,G,VS1,VG,EX,GIA,16985
1.01,Ideal,D,VVS2,ID,ID,AGSL,11082
1.29,Ideal,D,VS2,EX,EX,GIA,11182
1.23,Very Good,G,VS1,G,G,GIA,8494
1.01,Very Good,I,SI1,EX,VG,GIA,4794
1.01,Ideal,I,VS1,EX,VG,GIA,5182
2.06,Ideal,E,SI1,VG,G,GIA,24226
1.2,Good,I,VS1,VG,VG,GIA,5600
1.01,Very Good,H,SI1,VG,VG,GIA,4868
1.5,Ideal,G,VS2,ID,ID,AGSL,13135
0.77,Very Good,D,VS2,G,VG,GIA,3787
1.61,Very Good,G,SI1,VG,G,GIA,12028
1.01,Very Good,E,VS2,EX,EX,GIA,6754
1.01,Good,G,VS2,EX,G,AGSL,5614
2.02,Very Good,I,VS2,G,G,GIA,15759
0.9,Good,F,VS2,VG,EX,GIA,4268
0.76,Signature-Ideal,I,VS2,EX,EX,GIA,3075
0.78,Ideal,G,VS1,EX,EX,GIA,3147
1.11,Very Good,D,VVS1,VG,VG,GIA,12200
1.57,Ideal,E,VVS2,VG,VG,GIA,21465
1.23,Very Good,G,VVS2,EX,EX,GIA,9999
2.39,Ideal,I,VS1,EX,EX,GIA,23625
1.02,Very Good,H,SI1,VG,VG,GIA,4508
0.88,Very Good,I,SI1,G,G,GIA,2699
0.77,Ideal,I,VS1,EX,EX,GIA,2798
1.51,Ideal,H,VS1,EX,EX,GIA,10186
1.26,Ideal,H,VS1,EX,EX,GIA,8238
1.21,Ideal,I,SI1,VG,VG,GIA,5452
0.9,Ideal,E,SI1,VG,VG,GIA,4471
1.24,Ideal,G,VS2,EX,EX,GIA,9209
2.1,Very Good,D,SI1,VG,VG,GIA,19644
1,Very Good,H,VS1,EX,VG,GIA,5619
1,Ideal,F,VS1,EX,EX,GIA,7928
0.76,Ideal,I,VS1,ID,ID,AGSL,2679
1.01,Ideal,G,VS2,VG,EX,GIA,6449
1.13,Very Good,G,VVS1,EX,EX,GIA,9357
0.91,Ideal,I,VVS2,ID,ID,AGSL,4663
2.03,Very Good,I,VS2,VG,VG,GIA,17297
1.01,Very Good,I,SI1,EX,VG,AGSL,4243
0.9,Very Good,E,SI1,VG,VG,GIA,4324
1.21,Very Good,I,SI1,G,VG,GIA,5452
1.28,Ideal,E,VS2,VG,VG,GIA,9568
1.04,Ideal,I,IF,VG,VG,GIA,6155
1.72,Ideal,F,VS2,VG,EX,GIA,17779
1.52,Very Good,G,VS1,VG,VG,GIA,13492
2.2,Very Good,H,VS2,EX,EX,GIA,20072
2,Very Good,H,SI1,EX,EX,GIA,8803
1.5,Ideal,F,VS2,EX,EX,GIA,13955
2.2,Good,I,VS1,VG,VG,GIA,19830
1.71,Ideal,D,SI1,EX,EX,GIA,16575
2,Very Good,E,VS2,VG,VG,GIA,24530
1.65,Ideal,I,SI1,EX,EX,GIA,10365
1.62,Ideal,H,VVS2,VG,VG,GIA,13843
1.7,Very Good,G,VS2,EX,EX,GIA,18107
1,Good,E,VS2,G,G,GIA,6445
1,Good,D,VS2,VG,G,GIA,6389
1.72,Ideal,G,VVS2,VG,EX,GIA,19353
1.53,Ideal,G,SI1,EX,VG,GIA,10947
2.01,Very Good,H,VS2,VG,G,GIA,19044
1.21,Good,E,SI1,VG,VG,GIA,6861
1.17,Very Good,H,IF,G,G,GIA,7644
2.04,Very Good,I,VS1,G,G,GIA,18127
1.22,Very Good,G,VVS1,VG,G,GIA,10529
0.9,Very Good,I,VS1,VG,VG,GIA,3880
1.04,Ideal,G,VS1,EX,EX,GIA,7467
1.53,Very Good,I,SI1,EX,EX,GIA,7971
1.06,Very Good,D,SI1,G,G,GIA,5893
1.04,Ideal,G,VVS2,EX,EX,GIA,8515
2.48,Ideal,D,VVS1,EX,EX,GIA,67382
0.8,Ideal,H,IF,EX,VG,GIA,3831
1.12,Ideal,H,IF,EX,VG,GIA,7971
1.01,Very Good,G,VVS2,G,G,GIA,7226
2.09,Ideal,D,VS1,EX,EX,GIA,38627
1.54,Ideal,F,VS1,VG,VG,GIA,17194
0.92,Good,I,VS2,G,G,GIA,3785
1.45,Very Good,I,IF,EX,VG,GIA,9683
2.48,Very Good,F,VVS1,VG,VG,GIA,50585
1.2,Very Good,I,SI1,EX,EX,GIA,5955
0.83,Ideal,G,VS2,EX,EX,GIA,3849
1,Very Good,H,SI1,EX,VG,GIA,5161
2.43,Very Good,E,VS1,VG,VG,GIA,44379
1.02,Ideal,H,SI1,EX,EX,GIA,5301
0.77,Signature-Ideal,F,SI1,EX,EX,GIA,3702
1,Very Good,E,SI1,VG,G,GIA,5718
2.08,Very Good,I,VS2,VG,VG,GIA,16664
0.92,Ideal,I,VS2,VG,VG,GIA,3679
1.14,Signature-Ideal,H,SI1,ID,ID,AGSL,7079
0.76,Ideal,D,SI1,VG,VG,GIA,3075
0.77,Very Good,I,VS2,VG,VG,GIA,2513
1.52,Ideal,I,IF,EX,EX,GIA,12847
2.09,Ideal,G,VS2,G,G,GIA,26058
1.27,Ideal,H,VS1,EX,EX,GIA,8652
1.01,Good,G,SI1,VG,VG,GIA,4781
0.75,Very Good,I,VVS2,ID,ID,AGSL,2744
2.07,Ideal,F,VS1,EX,EX,GIA,33687
2.5,Ideal,H,VS2,EX,EX,GIA,29223
1.71,Ideal,I,SI1,VG,EX,GIA,10668
1.52,Very Good,G,SI1,EX,VG,GIA,11014
2.17,Very Good,I,SI1,EX,VG,GIA,15760
1.3,Ideal,I,IF,EX,VG,GIA,8027
1.22,Ideal,H,VVS2,VG,EX,GIA,7835
0.9,Very Good,G,IF,EX,VG,GIA,5754
2.66,Ideal,G,VVS1,EX,VG,GIA,46861
2.16,Ideal,G,VS2,EX,EX,GIA,27874
2.05,Ideal,D,VS2,EX,EX,GIA,31298
1.02,Very Good,G,VS1,EX,VG,GIA,6622
1.01,Very Good,G,VS2,EX,VG,GIA,5944
1,Good,H,SI1,VG,G,GIA,4447
1.01,Very Good,E,VS2,VG,G,GIA,6522
2.01,Ideal,F,SI1,EX,EX,GIA,22373
1.11,Very Good,F,VS1,G,G,GIA,8233
1.06,Ideal,F,VS2,EX,EX,GIA,7641
1.14,Very Good,I,SI1,VG,VG,GIA,4973
1.36,Signature-Ideal,H,SI1,EX,EX,GIA,8989
1.2,Very Good,I,VS2,VG,VG,GIA,5986
2.02,Good,I,VS2,VG,G,GIA,16593
1.51,Ideal,I,VS2,VG,VG,GIA,9337
1.23,Ideal,H,VS1,EX,EX,GIA,7803
0.9,Very Good,F,VS1,EX,VG,GIA,5167
1.02,Very Good,D,SI1,VG,G,GIA,5778
2.1,Ideal,H,VS2,ID,ID,AGSL,22093
2.02,Ideal,G,VS1,VG,VG,GIA,24579
1.5,Very Good,F,VS2,EX,EX,GIA,13537
1.5,Good,I,VS1,G,VG,GIA,9278
0.96,Fair,E,SI1,VG,VG,GIA,4308
1.1,Very Good,G,VS2,G,VG,GIA,7406
1.13,Ideal,H,SI1,EX,VG,GIA,5671
1.51,Very Good,G,VVS2,EX,EX,GIA,15110
1.06,Very Good,H,SI1,EX,EX,GIA,5664
2.07,Very Good,F,VS1,VG,G,GIA,29735
1.25,Ideal,F,IF,VG,VG,GIA,14551
1.51,Ideal,D,VVS2,ID,ID,AGSL,20613
1.01,Ideal,F,VS2,EX,EX,GIA,7338
0.75,Very Good,E,SI1,EX,EX,GIA,2993
1.5,Ideal,I,VS2,ID,ID,AGSL,10181
1.51,Very Good,G,SI1,EX,VG,GIA,10947
1.16,Very Good,G,VVS1,G,VG,GIA,9023
1.02,Very Good,F,VS1,VG,EX,GIA,7010
1.21,Ideal,H,VVS2,ID,ID,AGSL,7954
1.08,Very Good,F,VVS2,G,VG,GIA,8221
0.94,Very Good,H,VS1,EX,VG,GIA,4556
1.74,Very Good,D,SI1,G,VG,GIA,16286
2,Good,H,VS1,EX,EX,GIA,17440
1.04,Very Good,D,VS2,ID,EX,AGSL,7653
1.5,Very Good,H,VS1,EX,EX,GIA,12152
1.51,Good,I,SI1,G,VG,GIA,7461
1.34,Very Good,H,VVS2,VG,VG,GIA,9735
1.02,Very Good,G,SI1,VG,VG,GIA,4624
1,Ideal,F,SI1,EX,EX,GIA,5115
1,Good,G,SI1,VG,VG,GIA,4661
1.17,Ideal,G,VVS2,EX,EX,GIA,9142
1.22,Ideal,H,VS1,VG,EX,GIA,7418
0.9,Very Good,D,VS2,VG,VG,GIA,4981
1.08,Ideal,I,SI1,EX,EX,GIA,4705
1.12,Ideal,D,SI1,G,G,GIA,7153
1.16,Ideal,F,VS2,EX,EX,GIA,9432
2.05,Ideal,G,IF,VG,G,GIA,34736
0.81,Ideal,D,SI1,VG,VG,GIA,4053
0.9,Very Good,G,VS2,G,VG,GIA,4276
2.02,Good,G,SI1,VG,G,GIA,19466
2.13,Very Good,G,VS2,VG,G,GIA,25921
1.01,Ideal,D,IF,EX,EX,GIA,19146
0.87,Very Good,D,SI1,G,G,GIA,3664
1.13,Signature-Ideal,H,VS2,EX,EX,GIA,7464
2.02,Very Good,F,VS2,VG,G,GIA,26435
2.09,Ideal,F,SI1,ID,ID,AGSL,22280
1.01,Very Good,E,VS2,EX,VG,GIA,6456
0.9,Very Good,I,SI1,VG,VG,GIA,3407
1.17,Ideal,F,VVS1,ID,ID,AGSL,11029
1.19,Ideal,H,VS2,EX,EX,GIA,7633
2.22,Ideal,G,VS1,EX,EX,GIA,32516
1.5,Very Good,E,SI1,VG,G,GIA,12000
0.95,Very Good,D,SI1,G,G,GIA,5101
1.51,Very Good,E,VS2,VG,G,GIA,12779
1.15,Ideal,H,VS2,EX,EX,GIA,6772
1.02,Ideal,G,VS2,ID,ID,AGSL,6499
0.9,Very Good,G,VS1,VG,VG,GIA,4813
2.2,Ideal,D,VS2,VG,VG,GIA,32780
1.11,Ideal,G,VVS1,EX,EX,GIA,9345
1.2,Ideal,E,VVS2,VG,VG,GIA,11883
1.51,Very Good,I,VS1,VG,VG,GIA,10231
0.9,Good,G,VS2,EX,G,GIA,4291
1.09,Ideal,H,VS2,ID,ID,AGSL,5732
1.57,Very Good,D,SI1,EX,EX,GIA,12697
1.01,Ideal,D,SI1,EX,EX,GIA,6257
2.2,Ideal,F,IF,EX,EX,GIA,48845
0.9,Very Good,I,VS2,VG,VG,GIA,3605
1.58,Ideal,H,VS2,EX,VG,GIA,11419
2.15,Very Good,G,VS2,EX,EX,GIA,25538
2.01,Very Good,G,SI1,EX,VG,GIA,19079
2.15,Very Good,I,VS2,VG,VG,GIA,17774
1.51,Good,F,VS2,G,G,GIA,13010
2.22,Very Good,H,SI1,VG,VG,GIA,20073
1.27,Ideal,G,VS2,EX,EX,GIA,9489
1.32,Very Good,H,VVS2,VG,VG,GIA,9513
1.04,Ideal,G,VS2,VG,VG,GIA,6468
1.07,Very Good,G,VS2,VG,G,GIA,6274
0.83,Ideal,H,VS1,ID,ID,AGSL,3433
0.77,Very Good,D,SI1,EX,EX,GIA,3040
1.05,Ideal,I,SI1,EX,EX,GIA,4516
1.52,Ideal,H,SI1,ID,ID,AGSL,11797
1.19,Good,H,VS1,EX,EX,GIA,7152
0.77,Very Good,F,VS2,VG,EX,GIA,3500
1.01,Ideal,D,IF,EX,VG,GIA,17458
1.55,Ideal,G,VVS2,EX,EX,GIA,15979
2.05,Ideal,I,SI1,VG,VG,GIA,15629
2,Very Good,F,SI1,G,G,GIA,18759
1.51,Very Good,F,VVS2,EX,EX,GIA,17203
2.08,Very Good,H,VS1,ID,ID,AGSL,23041
2.23,Ideal,I,VVS2,EX,EX,GIA,22328
1.29,Ideal,H,VS2,ID,ID,AGSL,8482
2.01,Good,H,SI1,VG,VG,GIA,14968
1.2,Ideal,D,SI1,EX,EX,GIA,8037
2.14,Ideal,I,SI1,EX,EX,GIA,17213
1.62,Ideal,I,VVS1,EX,EX,GIA,12186
1.11,Ideal,F,VS2,EX,VG,GIA,8347
1.5,Good,E,VS2,VG,VG,GIA,12649
1.01,Very Good,H,VS2,G,G,GIA,5861
2.07,Very Good,H,VS2,EX,EX,AGSL,19602
1,Fair,F,VS2,G,G,GIA,6210
1.14,Very Good,D,SI1,EX,EX,GIA,6464
1.2,Good,G,VS2,VG,VG,GIA,6793
1.2,Ideal,F,VVS1,EX,EX,GIA,11840
0.9,Ideal,I,SI1,EX,EX,GIA,3537
2.26,Ideal,F,VS1,EX,G,GIA,35200
1.2,Ideal,G,VS1,EX,EX,GIA,9625
1.3,Ideal,I,SI1,VG,VG,GIA,6451
1.01,Ideal,F,VS1,EX,VG,GIA,6945
1.53,Ideal,F,SI1,ID,ID,AGSL,12616
0.75,Ideal,I,VS2,EX,EX,GIA,2680
0.85,Ideal,G,SI1,VG,EX,GIA,3403
1.02,Good,F,SI1,VG,VG,GIA,4983
0.81,Very Good,I,VS2,G,G,GIA,2714
1.51,Very Good,I,VS2,G,VG,GIA,9058
1,Good,I,VS1,EX,G,GIA,4489
2.1,Very Good,F,VS2,EX,EX,GIA,29308
1.06,Ideal,G,VS2,VG,EX,GIA,6570
2.02,Very Good,D,VS2,VG,G,GIA,31941
1.58,Ideal,H,VVS2,EX,EX,GIA,13397
0.91,Very Good,I,VS2,VG,G,GIA,3664
1.04,Very Good,G,VVS2,G,G,GIA,8107
2.58,Ideal,E,VS2,VG,EX,GIA,40625
1.54,Ideal,H,VS1,ID,ID,AGSL,12120
1.23,Ideal,H,VVS2,EX,EX,GIA,8509
0.96,Very Good,H,SI1,EX,VG,GIA,4027
2.19,Ideal,G,IF,EX,EX,GIA,40667
1.23,Very Good,I,VS2,G,VG,GIA,5874
1.2,Very Good,G,VS1,G,VG,GIA,8150
1.5,Good,I,VS2,EX,VG,GIA,8999
1,Good,G,SI1,VG,G,GIA,4859
1.21,Very Good,E,VVS2,EX,VG,GIA,11213
1.22,Good,G,VS2,EX,VG,GIA,8533
1.01,Very Good,G,VS2,EX,G,GIA,5777
1.59,Ideal,D,SI1,VG,VG,GIA,13298
1.14,Signature-Ideal,G,VS1,ID,ID,AGSL,9090
1.09,Ideal,E,VS1,VG,EX,GIA,8810
1.15,Very Good,E,VVS1,VG,VG,GIA,11906
1.2,Ideal,G,VS1,VG,VG,GIA,8954
1.2,Very Good,D,SI1,EX,VG,GIA,8089
0.9,Good,E,SI1,VG,VG,GIA,3931
2.18,Ideal,H,VS2,EX,EX,GIA,23470
0.9,Good,D,SI1,EX,VG,GIA,4117
0.91,Very Good,G,VS2,EX,EX,GIA,5484
1,Very Good,E,SI1,EX,EX,GIA,6207
1.14,Ideal,E,VS1,VG,VG,GIA,8845
1.5,Very Good,H,VVS1,VG,VG,GIA,11654
1.1,Signature-Ideal,G,SI1,ID,ID,AGSL,6837
1,Very Good,E,SI1,VG,VG,GIA,5051
1.72,Ideal,G,SI1,ID,ID,AGSL,13215
2.02,Very Good,H,VS1,VG,VG,GIA,21039
1.34,Very Good,I,VS2,VG,VG,GIA,6883
1.01,Ideal,D,VS1,EX,EX,GIA,8977
0.9,Very Good,D,SI1,VG,VG,GIA,4661
1.52,Ideal,F,VVS2,EX,EX,GIA,20211
1,Very Good,E,VS2,EX,EX,GIA,7060
1.2,Very Good,G,IF,EX,EX,GIA,10495
1.21,Very Good,D,VVS2,VG,VG,GIA,13630
0.85,Ideal,D,SI1,VG,VG,GIA,3639
2,Good,F,SI1,G,G,GIA,18376
1.08,Very Good,G,VS2,VG,G,GIA,6777
1.5,Good,F,SI1,G,G,GIA,11668
1.52,Very Good,I,SI1,ID,EX,AGSL,9163
1.04,Ideal,G,VS2,VG,VG,GIA,6481
1.02,Very Good,E,SI1,VG,VG,GIA,5207
1.64,Signature-Ideal,I,VS2,ID,ID,AGSL,12199
2,Good,G,VS2,EX,G,GIA,20426
2.64,Very Good,D,IF,VG,EX,GIA,93813
0.9,Very Good,I,SI1,G,G,GIA,3168
1.01,Very Good,G,VS1,EX,EX,GIA,6905
0.9,Ideal,H,VS1,VG,EX,AGSL,4634
0.9,Good,F,VS1,VG,VG,GIA,4508
0.9,Very Good,H,VS2,VG,VG,GIA,4314
1.4,Ideal,G,VVS2,VG,VG,GIA,14231
2.01,Very Good,D,SI1,VG,VG,GIA,21440
2.09,Very Good,H,VS2,EX,VG,GIA,22791
0.91,Good,D,SI1,VG,G,GIA,4265
0.92,Very Good,D,SI1,VG,VG,GIA,5209
1.01,Very Good,F,SI1,EX,EX,GIA,5231
0.79,Ideal,E,SI1,G,G,GIA,3171
1.83,Ideal,G,VS2,EX,EX,GIA,19293
1.06,Ideal,F,VVS1,VG,EX,GIA,10307
0.9,Good,D,SI1,EX,EX,GIA,4362
1,Good,D,VVS2,VG,EX,GIA,8949
0.76,Ideal,D,SI1,EX,EX,GIA,3306
2.13,Ideal,H,SI1,EX,EX,GIA,19969
2.03,Ideal,F,VS2,EX,EX,GIA,27293
1.55,Ideal,I,VS1,ID,ID,AGSL,10583
1.08,Good,E,SI1,VG,VG,GIA,5575
0.79,Very Good,F,SI1,G,VG,GIA,2878
1.06,Very Good,G,SI1,EX,EX,GIA,5435
1.37,Ideal,I,VS2,ID,ID,AGSL,7966
1.5,Very Good,E,SI1,EX,EX,GIA,11194
2,Good,G,VS2,VG,G,GIA,24376
1.46,Very Good,D,IF,EX,VG,AGSL,25848
2.32,Very Good,F,VS2,VG,G,GIA,32906
2.08,Ideal,E,VS1,EX,EX,GIA,35771
0.76,Very Good,G,VVS2,G,G,GIA,3394
1.05,Very Good,H,SI1,VG,VG,GIA,5406
2.07,Very Good,G,VS2,G,G,GIA,27305
1.28,Ideal,G,VVS2,EX,EX,GIA,11996
1.01,Ideal,H,SI1,VG,VG,GIA,4886
2.01,Very Good,G,VS1,VG,G,GIA,25556
1.01,Ideal,D,VVS2,VG,VG,GIA,10819
1.09,Ideal,I,VS2,EX,EX,GIA,5421
0.8,Very Good,G,SI1,G,VG,GIA,2885
1.01,Ideal,E,VS2,VG,VG,GIA,6956
1.01,Ideal,G,VS2,ID,ID,AGSL,6439
0.78,Ideal,G,VS1,EX,EX,GIA,3736
2.61,Ideal,I,SI1,EX,EX,GIA,22110
2.51,Ideal,D,VS1,VG,VG,GIA,46395
1.05,Very Good,I,VS2,VG,VG,GIA,4975
1.76,Good,H,SI1,G,VG,GIA,12429
1.16,Ideal,G,SI1,EX,EX,GIA,5908
2.39,Ideal,H,VVS1,VG,VG,GIA,31857
1.05,Ideal,H,SI1,EX,EX,GIA,4924
1.46,Good,E,VS2,G,VG,GIA,11851
1.01,Very Good,H,VVS1,EX,ID,AGSL,6733
1.54,Ideal,G,VS1,ID,ID,AGSL,14462
1.51,Very Good,F,SI1,VG,G,GIA,11164
1.18,Ideal,I,SI1,VG,EX,GIA,5378
1.03,Very Good,G,VS2,EX,EX,GIA,6931
0.83,Ideal,H,VVS1,EX,EX,GIA,3846
1.39,Very Good,I,VS2,G,G,GIA,7130
0.91,Ideal,E,SI1,EX,EX,GIA,5458
1.24,Ideal,I,SI1,EX,EX,GIA,6232
2.03,Very Good,I,VS2,EX,EX,GIA,16685
1.12,Ideal,E,VS1,EX,VG,GIA,9719
1,Good,G,VS1,EX,EX,GIA,6187
1.51,Good,F,VVS2,EX,EX,GIA,14654
1.2,Ideal,I,VS2,G,VG,GIA,5514
2,Very Good,D,VS2,VG,G,GIA,24578
1.01,Very Good,H,SI1,EX,EX,GIA,5026
1.5,Very Good,I,VS2,G,G,GIA,8827
0.79,Ideal,D,SI1,EX,EX,GIA,3605
0.79,Ideal,I,VS1,VG,VG,GIA,2846
0.92,Very Good,H,SI1,G,G,GIA,3800
2.09,Ideal,H,VS1,EX,VG,GIA,22315
1.08,Very Good,H,SI1,VG,EX,GIA,5127
2.03,Very Good,H,VS1,VG,G,GIA,19249
2.17,Ideal,I,VS1,EX,EX,GIA,21482
1.19,Good,G,SI1,G,G,GIA,4958
1.54,Very Good,I,IF,VG,G,GIA,10937
1.05,Ideal,F,VS2,VG,EX,GIA,7019
1,Good,H,SI1,VG,VG,GIA,4574
2.51,Ideal,H,VS2,VG,VG,GIA,28105
1.5,Very Good,E,VVS1,VG,G,GIA,21690
0.76,Ideal,H,VVS1,EX,VG,GIA,3363
0.84,Very Good,F,VS2,VG,VG,GIA,3174
1.66,Ideal,I,VS2,EX,EX,GIA,10795
0.83,Ideal,D,SI1,EX,EX,GIA,3990
2.04,Very Good,I,SI1,ID,ID,AGSL,17323
0.92,Ideal,D,VS2,EX,EX,GIA,6734
1.59,Very Good,F,VVS2,VG,VG,GIA,18406
1.02,Very Good,G,VVS2,EX,G,GIA,7292
1.12,Signature-Ideal,E,VS2,ID,ID,AGSL,9710
2.01,Good,H,VS1,VG,VG,GIA,20157
2.01,Very Good,D,VS1,VG,VG,GIA,40217
0.76,Ideal,D,VS1,EX,EX,GIA,3746
1.09,Very Good,F,VS2,EX,EX,GIA,6990
1.51,Very Good,I,VS2,EX,EX,GIA,9297
1.5,Very Good,F,SI1,EX,VG,GIA,10372
1.01,Fair,I,VS1,VG,G,GIA,4263
0.76,Very Good,G,VS2,EX,VG,GIA,2699
1.65,Ideal,I,VS1,VG,EX,GIA,11472
0.77,Ideal,H,VVS1,EX,VG,GIA,3638
0.91,Very Good,F,SI1,EX,VG,GIA,4785
0.91,Very Good,H,VVS2,EX,EX,GIA,4389
2.03,Ideal,H,VS1,VG,VG,GIA,24768
1.08,Very Good,I,SI1,EX,EX,GIA,4790
0.77,Very Good,G,SI1,VG,VG,GIA,2915
1.48,Good,G,IF,G,G,GIA,15164
2.01,Ideal,H,VS1,VG,G,GIA,21204
0.8,Very Good,F,SI1,VG,VG,GIA,3532
2.26,Good,G,VS2,VG,VG,GIA,26847
1,Very Good,F,SI1,EX,G,GIA,4908
1.09,Signature-Ideal,I,VS1,EX,EX,GIA,6225
