Id,C_MSSubClass,C_MSZoning,Numeric_LotFrontage,Numeric_LotArea,C_Street,C_Alley,C_LotShape,C_LandContour,C_Utilities,C_LotConfig,C_LandSlope,C_Neighborhood,C_Condition1,C_Condition2,C_BldgType,C_HouseStyle,Int_OverallQual,Int_OverallCond,C_YearBuilt,C_YearRemodAdd,C_RoofStyle,C_RoofMatl,C_Exterior1st,C_Exterior2nd,C_MasVnrType,Numeric_MasVnrArea,C_ExterQual,C_ExterCond,C_Foundation,C_BsmtQual,C_BsmtCond,C_BsmtExposure,C_BsmtFinType1,Numeric_BsmtFinSF1,C_BsmtFinType2,Numeric_BsmtFinSF2,Numeric_BsmtUnfSF,Numeric_TotalBsmtSF,C_Heating,C_HeatingQC,C_CentralAir,C_Electrical,Numeric_1stFlrSF,Numeric_2ndFlrSF,Numeric_LowQualFinSF,Numeric_GrLivArea,Int_BsmtFullBath,Int_BsmtHalfBath,Int_FullBath,Int_HalfBath,Int_BedroomAbvGr,Int_KitchenAbvGr,C_KitchenQual,Int_TotRmsAbvGrd,C_Functional,Int_Fireplaces,C_FireplaceQu,C_GarageType,C_GarageYrBlt,C_GarageFinish,Int_GarageCars,Numeric_GarageArea,C_GarageQual,C_GarageCond,C_PavedDrive,Numeric_WoodDeckSF,Numeric_OpenPorchSF,Numeric_EnclosedPorch,Numeric_3SsnPorch,Numeric_ScreenPorch,Numeric_PoolArea,C_PoolQC,C_Fence,C_MiscFeature,Numeric_MiscVal,C_MoSold,C_YrSold,C_SaleType,C_SaleCondition,SalePrice,Log_LotFrontage,Log_LotArea,Log_MasVnrArea,Log_BsmtFinSF1,Log_BsmtFinSF2,Log_BsmtUnfSF,Log_TotalBsmtSF,Log_1stFlrSF,Log_2ndFlrSF,Log_LowQualFinSF,Log_GrLivArea,Log_GarageArea,Log_WoodDeckSF,Log_OpenPorchSF,Log_EnclosedPorch,Log_3SsnPorch,Log_ScreenPorch,Log_PoolArea,Log_MiscVal,C_Feature_Bldg_Class,Numeric_Feature_SD_LotArea,C_Feature_1_SD_Away_LotArea,C_Feature_MSZoning,C_Feature_LotShape,C_Feature_LotConfig,C_Feature_LandSlope,C_Feature_Neighbourhood_Class,C_Feature_Neighbourhood,C_Feature_Condition1_1,C_Feature_Condition1_2,C_Feature_Condition2,C_Feature_BldgType,C_Feature_HouseStyle_1,C_Feature_HouseStyle_2,Int_Feature_HouseStyle_3,Int_Feature_Overall_Qual,Int_Feature_Overall_Cond,C_Feature_OverallQual,C_Feature_OverallCond,Int_Feature_YearBuilt_Age,C_Feature_YearBuilt_Age_2,C_Feature_YearBuilt_Age_3,Int_Feature_YearBuilt_Age_3,C_Feature_YearBuilt_interaction,Int_Feature_Reomod_Age,C_Feature_Remod_Flag,C_Feature_YearRemod_Age_2,C_Feature_YearRemod_Age_3,C_Feature_YearRemod_interaction,C_Feature_RoofStyle,C_Feature_RoofMatl,C_Feature_Exterior1st,C_Feature_Exterior2nd,C_Feature_Exterior2nd_Flag,C_Feature_MasVnrType,Int_Feature_ExterQual,C_Feature_ExterQual_Flag,Int_Feature_ExterQual_2,Int_Feature_ExterCond,C_Feature_ExterCond_Flag,Int_Feature_ExterCond_2,C_Feature_ExterCond_Depr_Flag,Int_Feature_Years_Depreciated,C_Feature_Foundation,Int_Feature_BsmtQual,Int_Feature_BsmtQual_2,Int_Feature_BsmtCond,C_Feature_BsmtQual_BsmtCond,Int_Feature_BsmtExposure,C_Feature_QCE,C_Feature_BsmtFinTyp1_1,C_Feature_BsmtFintyp1_2,C_Feature_BsmtFinTyp2_1,C_Feature_BsmtFinTyp2_2,C_Feature_Heating,Int_Feature_Heating_QC,C_Feature_Heating_and_QC,C_Feature_Electrical,C_Feature_2ndFlr_Flag,C_Feature_LowQualSF,C_Feature_BsmtFullBath,C_Feature_BsmtHalfBath,C_Feature_FullBath,C_Feature_HalfBath,Int_Feature_Bsmt_TotalBath,Int_Feature_TotalBath,Int_Feature_Tot_HalfBath,Int_Feature_Tot_FullBath,Int_Feature_TotBath,C_Feature_KitchenAbvGrd,Int_Feature_KitchenQual,C_Feature_Kitchen_NQ,C_Feature_TotRmsAbvGrd,C_Feature_Functional,Int_Feature_Firplace_QU,C_Feature_GarageType,C_Feature_Garage_Flag,Int_GarageYearBuilt_Age,C_GarageYear_df_than_built_flag,Int_Feature_GarageQual,Int_Feature_GarageCond,C_Feature_Qual_Cond,C_Feature_Paved,Numeric_Feature_TotalPorch_Area,Numeric_Feature_Log_TotalPorch,C_Feature_WoodDeckSF_Flag,C_Feature_OpenPorchSF_Flag,C_Feature_EnclosedPorch_Flag,C_Feature_3SsnPorch_Flag,C_Feature_ScreenPorch_Flag,C_sumof_Flags,C_sumof_Flags_inverse,C_Feature_Fence_Flag,C_Feature_SaleCondition,C_Feature_SaleType,Numeric_Feature_TotalArea,Numeric_Feature_Log_TotalArea
756,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,1999,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,None,None,None,0,3,2009,WD,Normal,172500,1.531478917,3.509202522,2.951337519,2.580924976,0,2.541579244,2.862727528,2.870403905,2.862727528,0,3.167612673,2.643452676,0,1.380211242,0,0,0,0,0,1,-0.73,0,0,1,Inside,1,Above Average,Somerst,1,1,0,1,2Story,1,6,6,5,6,5,10,Less than 20 Years,1,1,Less than 20 Years AND 1,10,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,MetalSd,MetalSd,0,0,3,0,3,3,0,3,Constant,0,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,4,GasA AND 4,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,10,0,3,3,3 AND 3,1,24,1.380211242,1,0,1,1,1,4,1,1,1,WD,3118,3.493876111
757,60,RL,68,10769,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2007,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,None,None,None,0,4,2009,WD,Normal,212000,1.832508913,4.032175377,0,1.301029996,0,2.927370363,2.937517892,2.937517892,2.955206538,0,3.247482261,2.761927838,2.158362492,2.021189299,0,0,0,0,0,1,0.03,0,0,0,Inside,1,Average,CollgCr,1,1,0,1,2Story,1,6,8,5,8,5,2,Less than 20 Years,1,1,Less than 20 Years AND 1,2,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,1,4,0,4,3,0,3,Depreciated,2,PConc,4,99,3,4 AND 3,3,4 AND 3 AND 3,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,0,Attchd,0,2,0,3,3,3 AND 3,1,249,2.396199347,0,0,1,1,1,3,2,1,1,WD,2883,3.459844642
758,60,RL,0,11616,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,None,GdPrv,None,0,4,2010,WD,Abnorml,158900,0,4.065056603,2.515873844,2.641474111,0,2.369215857,2.827369273,2.827369273,2.853698212,0,3.14176323,2.643452676,2.525044807,0,0,0,0,0,0,1,0.12,0,0,0,CulDSac,1,Below Average,Sawyer,1,1,0,1,2Story,1,6,6,5,6,5,32,More than 20 but less than 50,4,4,More than 20 but less than 50 AND 4,32,0,More than 20 but less than 50,4,More than 20 but less than 50 AND 4,Hip,CompShg,HdBoard,HdBoard,0,0,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,2,3 AND 3 AND 2,0,0,0,1,GasA,3,GasA AND 3,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,3,Attchd,0,32,0,3,3,3 AND 3,1,335,2.525044807,0,1,1,1,1,4,1,0,0,WD,2721,3.434728542
759,160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,1999,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,179400,1.380211242,3.357934847,2.556302501,2.739572344,0,2.290034611,2.871572936,2.87909588,2.871572936,0,3.176380692,2.643452676,0,0,0,0,0,0,0,1,-0.83,0,0,1,Inside,1,Above Average,Somerst,1,1,0,0,2Story,1,6,7,5,7,5,9,Less than 20 Years,1,1,Less than 20 Years AND 1,9,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,MetalSd,MetalSd,0,0,3,0,3,3,0,3,Constant,0,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,4,GasA AND 4,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,9,0,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,WD,2605,3.415807728
760,60,RL,65,12257,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,None,None,None,0,11,2007,WD,Normal,290000,1.812913357,4.088384186,2.710117365,1.748188027,1.806179974,3.078456818,3.11991541,3.123198075,3.080265627,0,3.403292145,2.876217841,2.346352974,1.991226076,0,0,0,0,0,1,0.18,0,0,0,Inside,1,Expensive,NoRidge,1,1,0,1,2Story,1,6,8,5,8,5,12,Less than 20 Years,2,2,Less than 20 Years AND 2,12,0,Less than 20 Years,2,Less than 20 Years AND 2,Gable,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,12,PConc,4,99,3,4 AND 3,3,4 AND 3 AND 3,0,0,1,0,GasA,5,GasA AND 5,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,4,1 Kitchen AND 4,9 Rooms,1,3,Attchd,0,12,0,3,3,3 AND 3,1,320,2.505149978,0,0,1,1,1,3,2,1,1,WD,4682,3.670431409
761,20,RL,70,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,2008,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,None,None,Shed,450,10,2009,WD,Normal,127500,1.84509804,3.959041392,0,2.786751422,0,2.401400541,2.936513742,2.936513742,0,0,2.936513742,2.477121255,0,0,0,0,0,0,2.653212514,1,-0.14,0,0,1,Inside,1,Below Average,NAmes,1,1,0,1,1Story,1,5,6,6,6,6,50,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,50,0,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Hip,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,1,1,5,5,5 AND 5,1,0,0,1,1,1,1,1,5,0,1,1,WD,1728,3.237543738
762,30,RM,60,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,None,Detchd,1965,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,100000,1.77815125,3.839540893,0,2.607455023,0,2.86923172,3.058805487,3.114277297,0,0,3.114277297,2.643452676,0,0,0,0,0,0,0,0,-0.36,0,0,1,FR,1,Below Average,BrkSide,0,4,1,1,1Story,1,5,5,5,5,5,85,More than 50 but less than 100 Years,9,9,More than 50 but less than 100 Years AND 9,59,1,More than 50 but less than 100 Years,6,More than 50 but less than 100 Years AND 6,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,PConc,3,89,3,3 AND 3,2,3 AND 3 AND 2,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,2,1 Kitchen AND 2,Between 5 - 7,0,0,Detchd,0,44,1,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,WD,2446,3.388456453
763,60,FV,72,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2009,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,None,None,None,0,6,2010,Con,Normal,215200,1.857332496,3.936513742,0,1.380211242,0,2.864511081,2.878521796,2.883093359,2.893761762,0,3.189490314,2.788168371,2.227886705,1.653212514,0,0,0,0,0,1,-0.18,0,0,1,Inside,1,Above Average,Somerst,1,1,0,1,2Story,1,6,7,5,7,5,1,Less than 20 Years,1,1,Less than 20 Years AND 1,1,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,1,3,0,3,3,0,3,Constant,0,PConc,4,99,3,4 AND 3,2,4 AND 3 AND 2,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,0,Attchd,0,1,0,3,3,3 AND 3,1,214,2.330413773,0,0,1,1,1,3,2,1,1,Other,2517,3.400883216
764,60,RL,82,9430,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,None,None,None,0,7,2009,WD,Normal,337000,1.913813852,3.974511693,2.828015064,3.065579715,0,1.949390007,3.097604329,3.103119254,3.040206628,0,3.373831145,2.932473765,0,2.10720997,0,0,2.255272505,0,0,1,-0.1,0,0,1,Inside,1,Expensive,NoRidge,1,1,0,1,2Story,1,6,8,5,8,5,10,Less than 20 Years,1,1,Less than 20 Years AND 1,10,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,10,PConc,4,99,3,4 AND 3,2,4 AND 3 AND 2,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,1,0,2,1,1,3,1,3,4,1 Kitchen,4,1 Kitchen AND 4,8 Rooms,1,4,Attchd,0,10,0,3,3,3 AND 3,1,308,2.488550717,1,0,1,1,0,3,2,1,1,WD,4598,3.662568967
765,120,RL,30,9549,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,None,None,None,0,4,2006,WD,Normal,270000,1.477121255,3.979957893,0,2.640481437,3.024074987,0,3.174350597,3.174350597,0,0,3.174350597,2.682145076,0,1.477121255,0,0,2.334453751,0,0,1,-0.09,0,0,0,CulDSac,1,Above Average,Other Grouped,1,1,0,1,1Story,1,5,8,5,8,5,11,Less than 20 Years,2,2,Less than 20 Years AND 2,10,1,Less than 20 Years,1,Less than 20 Years AND 1,Hip,CompShg,BrkFace,BrkFace,0,1,4,0,4,4,0,4,Constant,0,PConc,4,99,4,4 AND 4,3,4 AND 4 AND 3,0,0,1,0,GasA,5,GasA AND 5,SBrkr,1,1,1,0,1,1,1,2,1,2,3,1 Kitchen,5,1 Kitchen AND 5,Between 5 - 7,1,4,Attchd,0,11,0,3,3,3 AND 3,1,246,2.390935107,1,0,1,1,0,3,2,1,1,WD,3234,3.509740016
766,20,RL,75,14587,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,None,None,None,0,8,2008,New,Partial,264132,1.875061263,4.163965983,2.45331834,0,0,3.175511813,3.175511813,3.177824972,0,0,3.177824972,2.772321707,0,2.240549248,0,0,0,0,0,1,0.42,0,0,0,Inside,1,Above Average,Somerst,1,1,0,1,1Story,1,5,9,5,9,5,0,Less than 20 Years,1,1,Less than 20 Years AND 1,0,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,0,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,1,0,1,GasA,5,GasA AND 5,SBrkr,1,1,0,0,2,0,0,2,0,2,2,1 Kitchen,5,1 Kitchen AND 5,Between 5 - 7,1,4,Attchd,0,0,0,3,3,3 AND 3,1,174,2.240549248,1,0,1,1,1,4,1,1,0,New,3462,3.539327064
767,60,RL,80,10421,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,None,MnPrv,Shed,500,3,2010,WD,Normal,196500,1.903089987,4.017909396,1.62324929,2.595496222,0,2.767897616,2.991226076,2.991226076,2.86569606,0,3.234010818,2.695481676,2.357934847,1.819543936,2.193124598,0,0,0,2.698970004,1,0,0,0,1,Inside,1,Average,NWAmes,1,1,0,1,2Story,1,6,7,5,7,5,22,More than 20 but less than 50,3,3,More than 20 but less than 50 AND 3,22,0,More than 20 but less than 50,3,More than 20 but less than 50 AND 3,Gable,CompShg,HdBoard,HdBoard,0,0,3,0,3,3,0,3,Constant,0,CBlock,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,3,Attchd,0,22,0,3,3,3 AND 3,1,450,2.653212514,0,0,0,1,1,2,3,0,1,WD,3186,3.503245771
768,50,RL,75,12508,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,None,Attchd,1989,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,None,None,Shed,1300,7,2008,WD,Normal,160000,1.875061263,4.097187873,0,2.819543936,0,2.509202522,2.992553518,2.992553518,2.884795364,0,3.243038049,2.626340367,2.389166084,0,2.193124598,0,0,0,3.113943352,0,0.21,0,0,0,Inside,1,Average,Mitchel,1,1,0,1,1.5Fin,1,3,6,7,6,7,68,More than 50 but less than 100 Years,7,7,More than 50 but less than 100 Years AND 7,23,1,More than 20 but less than 50,3,More than 20 but less than 50 AND 3,Gable,CompShg,VinylSd,VinylSd,0,1,3,0,3,3,0,3,Constant,0,CBlock,4,99,3,4 AND 3,2,4 AND 3 AND 2,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,1,0,2,0,1,2,0,3,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,0,0,Attchd,0,19,1,3,3,3 AND 3,1,401,2.603144373,0,1,0,1,1,3,2,1,1,WD,3134,3.496098992
769,20,RL,70,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,None,None,None,0,10,2006,WD,Normal,216837,1.84509804,3.959041392,0,1.380211242,0,3.263872677,3.269512944,3.263872677,0,0,3.263872677,2.684845362,2.079181246,1.51851394,0,0,0,0,0,1,-0.14,0,0,1,Inside,1,Average,CollgCr,1,1,0,1,1Story,1,5,7,5,7,5,2,Less than 20 Years,1,1,Less than 20 Years AND 1,1,1,Less than 20 Years,1,Less than 20 Years AND 1,Hip,CompShg,VinylSd,VinylSd,0,1,4,0,4,3,0,3,Depreciated,1,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,1,1,0,0,2,0,0,2,0,2,2,1 Kitchen,4,1 Kitchen AND 4,8 Rooms,1,4,Attchd,0,2,0,3,3,3 AND 3,1,153,2.184691431,0,0,1,1,1,3,2,1,1,WD,3849,3.585347911
770,60,RL,47,53504,Pave,None,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Sdng,BrkFace,603,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,None,None,None,0,6,2010,WD,Normal,538000,1.672097858,4.728386251,2.780317312,3.151063253,0,2.369215857,3.217483944,3.227886705,3.201123897,0,3.515741417,2.924795996,2.701567985,1.556302501,0,0,2.322219295,0,0,1,4.37,1,0,0,CulDSac,0,Expensive,StoneBr,1,1,0,1,2Story,1,6,8,5,8,5,7,Less than 20 Years,1,1,Less than 20 Years AND 1,7,0,Less than 20 Years,1,Less than 20 Years AND 1,Hip,CompShg,CemntBd,Wd Sdng,1,0,5,1,5,3,0,3,Depreciated,7,PConc,4,99,3,4 AND 3,4,4 AND 3 AND 4,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,1,0,3,1,1,4,1,4,5,1 Kitchen,5,1 Kitchen AND 5,10 or more,0,4,BuiltIn,0,7,0,3,3,3 AND 3,1,749,2.874481818,0,0,1,1,0,2,3,1,1,WD,6281,3.798028793
771,85,RL,0,7252,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1983,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,134900,0,3.860457795,0,2.835690571,0,2.238046103,2.933487288,2.933487288,0,0,2.933487288,2.760422483,2.079181246,0,0,0,0,0,0,0,-0.33,0,0,0,CulDSac,1,Below Average,Sawyer,1,1,0,1,SFoyer,1,2,5,5,5,5,27,More than 20 but less than 50,3,3,More than 20 but less than 50 AND 3,27,0,More than 20 but less than 50,3,More than 20 but less than 50 AND 3,Hip,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,CBlock,4,99,3,4 AND 3,3,4 AND 3 AND 3,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,1,0,1,0,1,1,0,2,2,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,26,1,3,3,3 AND 3,1,120,2.079181246,0,1,1,1,1,4,1,1,1,WD,1836,3.263872677
772,20,RL,67,8877,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1951,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2006,COD,Normal,102000,1.826074803,3.94826622,0,2.922206277,0,0,2.922206277,3.086359831,0,0,3.086359831,2.597695186,0,0,0,0,0,0,0,1,-0.16,0,0,1,Inside,1,Below Average,Edwards,1,1,0,1,1Story,1,5,4,5,4,5,55,More than 50 but less than 100 Years,6,6,More than 50 but less than 100 Years AND 6,55,0,More than 50 but less than 100 Years,6,More than 50 but less than 100 Years AND 6,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,CBlock,2,79,2,2 AND 2,1,2 AND 2 AND 1,0,0,0,1,GasA,3,GasA AND 3,Other,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,55,0,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,COD,2056,3.31302311
