fips,area_name,state_abbreviation,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
17065,Hamilton County,IL,8296,8457,-1.9,8457,5.5,22.3,20.2,51.0,97.9,0.6,0.3,0.2,0.0,0.9,1.6,96.6,90.3,0.3,3.8,83.8,15.7,713,26.5,4062,76.7,5.7,72800,3512,2.36,21960,38417,17.1,194,1370,1.6,556,1013,0.0,0.0,0.0,0.0,0.0,0.0,0,0,41922,5145,2759,0,434.67,19.5
17067,Hancock County,IL,18564,19104,-2.8,19104,5.0,20.6,23.1,50.6,98.0,0.4,0.3,0.3,0.1,0.9,1.5,96.7,89.8,1.2,2.2,90.6,18.4,1750,23.2,9221,78.3,9.6,81600,8101,2.3,23714,43925,13.6,378,2737,-1.5,1326,2125,0.0,0.0,0.0,0.0,0.0,30.1,193240,200539,106493,5676,10926,5,793.73,24.1
17069,Hardin County,IL,4129,4320,-4.4,4320,4.7,20.0,23.3,49.4,96.7,0.7,0.7,0.7,0.1,1.0,1.6,95.2,90.9,0.8,1.1,83.2,12.2,381,20.9,2459,79.5,6.5,72600,1800,2.33,22366,37071,23.6,65,785,-2.0,242,446,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14363,3219,1016,0,177.53,24.3
17071,Henderson County,IL,6916,7328,-5.6,7331,3.5,18.3,23.6,51.0,97.8,0.4,0.3,0.3,0.1,1.1,1.5,96.5,86.3,1.8,2.4,88.4,15.7,831,23.3,3821,79.6,3.2,83700,3202,2.22,25902,49389,11.3,119,680,4.3,394,604,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26145,3462,1914,6,378.87,19.3
17073,Henry County,IL,49635,50485,-1.7,50486,5.4,22.6,18.5,50.2,95.9,1.9,0.3,0.5,0.0,1.4,5.4,91.0,90.2,2.4,4.4,89.7,19.8,4338,22.8,22107,78.1,10.1,109800,20393,2.43,27117,52940,10.5,1077,13024,-1.4,2815,3237,0.0,0.0,0.0,0.0,0.0,0.0,0,0,477578,9644,42009,43,822.99,61.3
17075,Iroquois County,IL,28879,29718,-2.8,29718,5.5,22.2,20.4,51.1,96.7,1.1,0.3,0.6,0.0,1.3,6.5,90.6,89.7,3.6,6.3,88.3,14.6,2385,24.4,13438,75.3,10.8,96500,11892,2.42,25098,47079,13.7,702,6237,-3.5,2161,2722,0.0,0.0,0.0,0.0,0.0,23.7,338655,614888,265444,8843,20770,28,1117.32,26.6
17077,Jackson County,IL,59677,60218,-0.9,60218,5.0,18.0,13.0,49.8,77.7,14.9,0.5,3.9,0.1,2.9,4.2,74.5,76.1,5.6,8.7,89.7,35.1,4349,18.5,28615,53.4,32.6,100600,23567,2.33,20527,33479,30.4,1310,17040,2.8,3149,4209,0.0,0.0,4.1,0.0,0.0,28.3,177351,0,684089,11751,108315,130,584.08,103.1
17079,Jasper County,IL,9623,9698,-0.8,9698,6.1,22.9,18.2,50.0,98.4,0.3,0.2,0.3,0.0,0.8,1.4,97.1,87.7,1.0,1.5,91.5,16.2,733,24.4,4329,84.0,4.8,88100,3904,2.46,24174,52233,6.6,203,1620,-3.6,838,1127,0.0,0.0,0.0,0.0,0.0,19.9,0,257191,82642,8592,3246,0,494.51,19.6
17081,Jefferson County,IL,38534,38825,-0.7,38827,6.3,21.8,17.6,48.6,87.9,8.9,0.3,1.1,0.0,1.7,2.3,86.1,83.9,1.3,3.2,86.8,15.9,3407,19.6,16818,72.7,12.6,86300,15288,2.4,22620,42981,16.5,956,17619,3.6,2331,2846,3.0,0.0,0.0,0.0,0.0,18.6,0,0,567630,14157,67783,7,571.17,68.0
17083,Jersey County,IL,22571,22985,-1.8,22985,5.0,21.6,17.6,51.3,97.3,0.7,0.3,0.5,0.0,1.2,1.3,96.3,88.0,1.3,1.6,88.3,16.2,2436,29.0,10034,79.9,8.5,117900,8752,2.5,25467,53954,7.6,424,4645,-2.4,1307,2278,0.0,0.0,0.0,0.0,0.0,30.6,0,0,250326,11186,26668,25,369.27,62.2
17085,Jo Daviess County,IL,22254,22677,-1.9,22678,4.3,19.3,24.6,49.8,97.7,0.6,0.2,0.5,0.0,0.9,3.1,94.8,90.2,3.1,4.2,91.9,23.7,2271,21.5,13596,78.3,9.0,138000,9616,2.33,29675,50817,9.5,719,6736,-4.5,1991,2655,0.0,0.0,0.0,0.0,0.0,23.0,419517,120531,310735,14017,81271,28,601.09,37.7
17087,Johnson County,IL,12601,12582,0.2,12582,4.8,18.5,19.3,44.3,89.9,8.5,0.3,0.3,0.0,1.0,3.3,87.2,86.5,1.4,2.5,83.4,15.1,1352,26.3,5552,81.3,6.9,89800,4362,2.45,18763,40760,14.1,165,1289,-7.8,729,713,0.0,0.0,0.0,0.0,0.0,37.7,0,16727,65543,4788,6806,0,343.92,36.6
17089,Kane County,IL,527306,515302,2.3,515269,6.7,27.1,11.7,50.2,87.0,6.1,1.0,4.0,0.1,1.8,31.3,58.1,87.8,18.1,31.4,82.8,31.7,24660,29.3,184014,75.4,20.1,223100,170358,3.01,30082,69530,11.1,12318,180958,0.9,31570,38586,4.1,0.6,4.5,0.0,7.6,29.9,9879494,9589573,5688267,11482,680888,1283,520.06,990.8
17091,Kankakee County,IL,111375,113449,-1.8,113449,6.0,24.1,14.9,50.9,81.2,15.5,0.4,1.1,0.0,1.8,9.9,72.3,87.5,4.7,8.3,86.4,17.1,8404,23.4,45154,68.9,18.4,145900,41245,2.62,23779,50102,16.4,2369,37103,0.8,6232,8399,0.0,0.0,0.0,0.0,0.0,28.1,3418939,0,1258509,11264,0,127,676.56,167.7
17093,Kendall County,IL,121350,114735,5.8,114736,7.3,29.8,9.0,50.6,87.6,6.7,0.5,3.3,0.0,1.9,16.9,71.9,88.9,9.3,17.3,92.5,34.2,5821,33.3,41183,83.6,9.0,210800,38075,3.05,31276,81765,4.8,2008,21251,0.0,7348,8311,3.1,0.0,0.0,0.0,9.3,32.8,685730,1299755,1064021,10957,99906,283,320.34,358.2
17095,Knox County,IL,52069,52919,-1.6,52919,5.0,20.0,19.6,49.7,88.3,8.0,0.4,0.9,0.0,2.4,5.6,83.7,88.4,2.2,4.9,85.9,17.0,4757,19.2,23894,68.4,17.5,81100,21481,2.25,22093,40667,16.7,1079,15413,-0.5,2337,3333,0.0,0.0,0.0,0.0,0.0,32.0,0,0,681371,13120,68325,27,716.4,73.9
17097,Lake County,IL,705186,703409,0.3,703462,5.9,25.4,12.2,50.1,82.3,7.5,0.9,7.2,0.1,2.0,21.0,63.3,87.4,18.1,27.8,88.9,41.9,35286,29.7,261366,75.9,19.3,254800,241072,2.84,38018,77469,9.0,19636,324805,2.0,52367,68418,3.8,0.4,5.8,0.0,5.3,28.6,16381499,26053269,20336251,28949,1299296,1341,443.67,1585.6
17099,LaSalle County,IL,111241,113922,-2.4,113924,5.4,22.1,17.6,49.8,95.2,2.3,0.3,0.9,0.0,1.2,8.9,86.9,88.6,3.3,6.4,88.4,15.9,9116,22.9,49869,75.8,13.5,125200,44257,2.5,25709,52640,12.2,2715,37250,-5.1,5827,8452,0.0,0.0,3.3,0.0,0.0,27.1,2244000,1208180,1739926,15466,158601,147,1135.12,100.4
17101,Lawrence County,IL,16519,16903,-2.3,16833,5.1,18.8,17.0,44.0,88.1,10.1,0.3,0.4,0.0,1.0,3.7,85.0,80.9,2.6,7.8,76.1,8.4,1239,19.1,6944,78.1,8.2,65900,4872,2.26,14147,40145,13.3,278,3416,4.5,809,1242,0.0,0.0,0.0,0.0,0.0,0.0,0,82733,81715,4923,0,42,372.18,45.2
17103,Lee County,IL,34735,36031,-3.6,36031,5.1,20.3,17.5,47.2,92.1,5.3,0.3,0.9,0.0,1.3,5.8,87.0,87.4,2.3,5.1,86.4,16.0,2900,22.2,15038,73.9,15.9,112100,13504,2.45,25409,50060,10.7,712,10140,-0.5,1935,2448,0.0,0.0,0.0,0.0,0.0,26.3,1098190,0,366468,10426,34957,21,724.9,49.7
17105,Livingston County,IL,37903,38950,-2.7,38950,5.6,21.6,17.0,49.6,92.2,5.5,0.3,0.7,0.0,1.3,4.5,88.2,86.4,1.5,3.8,86.1,14.5,2815,21.5,15829,73.9,14.1,110200,14446,2.37,24952,54614,10.3,879,11604,-1.2,1969,2551,0.0,0.0,2.5,0.0,0.0,26.8,1261471,0,396450,10438,38283,22,1044.29,37.3
17107,Logan County,IL,29746,30305,-1.8,30305,4.7,19.0,17.1,49.4,89.3,8.1,0.3,0.8,0.0,1.4,3.4,86.6,77.6,1.8,4.7,85.8,16.2,2276,20.9,12033,69.0,16.3,97200,10963,2.13,21445,47133,13.8,601,7477,-1.0,1436,1823,0.0,0.0,0.0,0.0,0.0,23.8,631562,0,275457,9219,30369,13,618.06,49.0
17109,McDonough County,IL,31880,32612,-2.2,32612,4.8,16.6,14.9,50.5,90.3,5.4,0.3,2.2,0.0,1.8,2.7,88.1,70.6,3.4,5.9,91.7,33.3,2407,15.5,14390,61.0,25.9,86400,12620,2.18,20042,36031,23.1,680,9442,0.1,1570,2554,0.0,0.0,0.0,0.0,0.0,0.0,248754,0,338109,10221,52785,8,589.41,55.3
17111,McHenry County,IL,307283,308826,-0.5,308760,5.5,25.0,12.1,50.1,93.8,1.4,0.5,2.8,0.1,1.4,12.4,82.2,91.3,9.4,14.3,92.1,32.4,17482,33.7,117051,82.3,11.5,220500,108852,2.82,32341,76145,7.7,7693,84168,-2.4,21914,28523,0.7,0.3,3.3,0.0,3.0,29.9,5291243,2391154,3578581,11372,365565,558,603.17,511.9
17113,McLean County,IL,174061,169572,2.6,169572,6.1,22.1,11.4,51.3,84.4,7.7,0.3,5.3,0.0,2.2,4.8,80.3,80.0,6.0,7.5,94.4,42.8,10227,17.9,71417,67.3,29.2,157200,64016,2.54,30460,62089,14.2,3730,77572,0.7,9321,12693,5.4,0.0,3.9,0.0,1.4,29.8,2578827,5309346,2231369,13607,336104,246,1183.38,143.3
17115,Macon County,IL,108350,110768,-2.2,110768,6.2,22.4,17.9,52.2,78.9,17.1,0.3,1.2,0.0,2.6,2.1,77.2,84.0,2.1,3.4,88.1,22.3,9711,18.2,50353,69.2,17.4,93300,45142,2.36,26232,46559,17.6,2456,46406,-2.2,5900,7840,0.0,0.0,2.3,0.0,0.7,32.5,9590836,0,1450614,13342,170857,53,580.69,190.8
17117,Macoupin County,IL,46453,47765,-2.7,47765,5.1,21.5,18.7,50.6,97.2,1.1,0.3,0.4,0.0,1.0,1.0,96.3,87.8,0.8,2.3,89.1,15.9,4417,27.7,21539,76.7,9.1,93900,19254,2.41,24658,49590,12.4,913,8536,-5.4,2553,3653,0.0,0.0,0.0,0.0,0.0,37.4,180436,350368,326048,6760,26082,47,862.91,55.4
17119,Madison County,IL,266560,269328,-1.0,269282,5.9,22.2,15.7,51.1,88.5,8.3,0.3,0.9,0.1,1.9,3.1,85.7,86.8,2.4,3.3,90.9,24.4,23227,24.3,118186,72.5,16.3,124600,107238,2.45,27407,53633,14.0,5856,83255,-0.5,14059,18588,3.1,0.0,0.0,0.0,2.8,30.9,18978164,1643600,3104222,11622,382660,525,715.58,376.3
17121,Marion County,IL,38571,39437,-2.2,39437,6.3,23.0,18.4,51.1,93.3,4.1,0.3,0.6,0.0,1.6,1.8,91.8,85.8,0.9,2.5,86.7,13.9,3473,21.6,18118,75.0,10.7,70300,15893,2.41,21887,41010,18.1,924,10863,-1.5,2139,3236,0.0,0.0,0.0,0.0,0.0,0.0,689705,0,345728,8734,36765,0,572.36,68.9
17123,Marshall County,IL,12014,12640,-5.0,12640,4.9,19.9,21.8,50.7,97.5,0.5,0.3,0.8,0.0,0.9,3.3,94.6,90.7,2.0,3.4,90.8,17.0,1118,25.5,5896,82.0,7.3,100600,5021,2.42,25975,51504,11.0,280,2752,-2.5,628,1057,0.0,0.0,0.0,0.0,0.0,0.0,0,0,78465,6085,9228,1,386.79,32.7
17125,Mason County,IL,13898,14666,-5.2,14666,4.8,21.1,19.8,50.4,97.6,0.5,0.3,0.4,0.0,1.2,1.1,96.6,85.5,1.1,1.8,85.4,14.2,1209,25.9,7028,77.4,7.2,82100,6310,2.27,23199,42260,16.3,295,2377,-3.9,727,651,0.0,0.0,0.0,0.0,0.0,30.3,0,192326,98760,6563,10399,1,539.24,27.2
17127,Massac County,IL,14905,15429,-3.4,15429,5.8,21.9,20.3,52.4,91.3,5.8,0.4,0.4,0.0,2.1,2.6,89.0,91.9,0.6,1.9,83.4,16.7,1263,20.5,7076,75.6,9.2,80200,6053,2.48,22047,43615,16.3,229,3279,-9.2,809,1395,0.0,0.0,0.0,0.0,0.0,23.7,0,0,75936,5025,0,2,237.22,65.0
17129,Menard County,IL,12570,12705,-1.1,12705,5.3,22.4,18.1,51.3,97.0,1.2,0.3,0.3,0.0,1.2,1.4,95.8,90.0,0.4,1.6,92.5,22.1,1135,27.0,5658,80.8,10.3,119100,5071,2.47,28330,58190,9.8,216,1248,-3.7,806,1128,0.0,0.0,0.0,0.0,0.0,0.0,0,128740,68939,5507,6909,24,314.44,40.4
17131,Mercer County,IL,15945,16434,-3.0,16434,4.9,21.8,20.5,50.6,98.1,0.6,0.1,0.3,0.0,0.8,2.1,96.2,90.7,1.0,2.1,90.5,14.7,1471,27.8,7367,78.7,7.7,98100,6716,2.4,26620,53136,10.1,280,2441,2.3,930,1344,0.0,0.0,0.0,0.0,0.0,33.1,0,0,85284,5191,5605,6,561.2,29.3
17133,Monroe County,IL,33722,32957,2.3,32957,5.2,22.8,16.0,50.3,98.0,0.4,0.2,0.5,0.0,0.8,1.6,96.6,87.8,0.8,3.2,92.8,25.9,2703,29.7,13764,81.1,12.1,193900,12506,2.63,31758,68482,5.4,788,8083,3.6,2116,3221,0.0,0.0,0.0,0.0,0.0,28.1,0,0,405724,12507,35946,118,385.01,85.6
17135,Montgomery County,IL,29359,30104,-2.5,30104,5.1,20.5,18.4,47.7,95.2,3.4,0.2,0.4,0.0,0.8,1.7,93.6,83.5,1.3,2.7,85.1,12.1,2871,23.0,13054,75.3,9.9,79500,11192,2.19,19917,41952,14.1,707,7262,-1.2,1558,2543,0.0,0.0,0.0,0.0,0.0,31.2,305556,254264,401515,13479,36376,24,703.69,42.8
17137,Morgan County,IL,34929,35551,-1.7,35547,5.2,20.1,18.3,49.4,91.0,6.4,0.3,0.5,0.0,1.7,2.3,89.1,81.0,1.8,3.0,88.1,20.7,2997,18.8,15411,69.9,16.9,91000,13926,2.32,24337,46809,14.4,843,12331,-2.5,1971,2795,0.0,0.0,0.0,0.0,0.0,25.3,0,425549,403082,11399,44423,2,568.79,62.5
17139,Moultrie County,IL,14837,14846,-0.1,14846,6.1,24.4,19.0,51.0,98.2,0.5,0.2,0.3,0.0,0.8,1.3,97.1,92.3,1.4,9.6,85.0,14.1,1037,22.1,6349,78.7,8.2,95400,5676,2.54,23786,46622,12.8,320,4928,12.9,1018,1186,0.0,0.0,0.0,0.0,0.0,0.0,541212,95187,118718,8275,0,40,335.94,44.2
17141,Ogle County,IL,52085,53497,-2.6,53497,5.2,23.1,17.2,50.3,96.7,1.1,0.4,0.6,0.1,1.2,9.6,87.7,90.4,4.9,7.2,88.9,19.9,4112,24.0,22545,76.1,12.9,149500,20745,2.53,26635,54541,11.3,1056,12693,-2.4,3326,4622,0.0,0.0,0.0,0.0,0.0,0.0,1137608,0,454312,8257,43365,38,758.57,70.5
17143,Peoria County,IL,187319,186494,0.4,186494,7.0,23.8,15.0,51.6,74.9,18.1,0.4,3.7,0.0,2.9,4.6,71.2,83.6,5.0,7.4,89.9,28.9,12756,19.4,83555,65.5,23.2,123200,75892,2.39,28438,50712,17.2,4567,108908,-1.8,9452,13447,0.0,0.0,2.8,0.0,1.2,29.7,4951288,1609825,2425913,13250,343149,174,619.21,301.2
17145,Perry County,IL,21672,22350,-3.0,22350,4.9,19.4,17.3,45.6,88.6,8.8,0.4,0.5,0.1,1.7,3.1,86.1,85.9,1.8,3.0,84.5,14.3,1880,28.1,9465,76.7,11.9,78000,7982,2.51,19716,42078,18.4,424,4380,0.8,1053,1445,0.0,0.0,0.0,0.0,0.0,19.8,369043,42904,168280,7452,15379,50,441.76,50.6
17147,Piatt County,IL,16431,16727,-1.8,16729,5.2,22.2,18.1,50.3,97.6,0.6,0.2,0.5,0.0,1.1,1.1,96.7,90.2,1.3,1.8,92.7,26.5,1324,23.7,7344,82.4,7.9,120800,6546,2.52,31190,63027,6.2,335,2133,-7.4,1090,1407,0.0,0.0,0.0,0.0,0.0,0.0,0,263944,118815,7220,9981,20,439.2,38.1
17149,Pike County,IL,16022,16430,-2.5,16430,5.6,22.0,19.8,49.9,96.7,1.9,0.2,0.3,0.0,0.9,1.2,95.6,85.1,0.6,2.4,86.1,13.5,1146,24.8,7936,77.9,6.7,74700,6708,2.35,21344,39845,16.6,375,2995,-4.3,1075,1444,0.0,0.0,0.0,0.0,0.0,0.0,0,265271,136472,8233,13705,20,831.38,19.8
17151,Pope County,IL,4276,4470,-4.3,4470,3.4,15.6,21.3,47.1,91.2,6.7,0.7,0.3,0.0,1.0,1.9,89.6,88.8,2.5,3.4,87.6,13.5,435,30.4,2468,81.1,5.5,98900,1736,2.33,20448,38371,17.0,53,245,8.9,206,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9223,2245,1219,0,368.77,12.1
17153,Pulaski County,IL,5815,6161,-5.6,6161,5.1,21.9,20.2,51.9,64.7,32.3,0.5,0.2,0.1,2.2,1.9,63.6,89.0,1.7,2.5,80.2,12.0,552,28.4,3129,78.1,11.6,55300,2419,2.45,19867,33717,18.8,98,652,-9.4,323,264,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31840,4941,0,3,199.19,30.9
17155,Putnam County,IL,5814,6006,-3.2,6006,4.7,20.2,19.8,49.1,97.6,0.9,0.3,0.3,0.0,1.0,4.7,93.1,90.5,1.5,4.5,88.8,14.1,615,21.9,3114,79.6,7.9,126500,2471,2.39,27074,54196,14.2,131,1089,-8.5,365,493,0.0,0.0,0.0,0.0,0.0,16.8,0,0,21663,3619,2266,13,160.16,37.5
17157,Randolph County,IL,32869,33476,-1.8,33476,5.0,19.5,17.2,45.0,88.1,10.1,0.2,0.4,0.1,1.0,2.8,85.8,90.1,1.1,2.6,82.2,11.8,3052,23.0,13814,76.0,9.2,92100,11889,2.5,21976,47427,12.4,677,10556,0.4,1471,2250,0.0,0.0,0.0,0.0,0.0,33.6,532245,166393,332305,10123,26776,21,575.5,58.2
17159,Richland County,IL,16061,16233,-1.1,16233,5.8,22.0,20.0,50.6,97.2,0.6,0.2,0.8,0.0,1.1,1.5,95.9,88.9,1.6,3.7,90.6,20.4,1469,17.5,7478,74.9,10.2,78100,6620,2.41,23621,44070,14.2,461,5183,-1.1,1149,1481,0.0,0.0,0.0,0.0,0.0,21.6,94581,250335,161489,10346,14233,4,359.99,45.1
17161,Rock Island County,IL,146063,147546,-1.0,147546,6.1,22.1,17.6,50.8,84.7,9.8,0.6,2.3,0.1,2.6,12.4,73.7,85.9,7.4,11.5,87.4,21.8,12099,18.9,65775,70.2,22.0,113800,60456,2.37,26455,48702,13.3,3263,63252,2.5,6652,9360,5.1,0.0,0.0,0.0,2.9,29.4,3714268,1437502,1711386,11636,224219,241,427.64,345.0
17163,St. Clair County,IL,265729,270063,-1.6,270056,6.4,24.1,13.8,51.8,65.7,30.2,0.3,1.4,0.1,2.2,3.8,62.5,87.8,2.7,4.8,89.5,25.3,29633,23.6,118323,67.2,20.1,123700,102885,2.57,26234,50578,17.6,5325,77072,-1.5,14000,17080,13.5,0.2,2.7,0.0,1.5,33.3,2324457,1661620,3087185,11818,615352,762,657.76,410.6
17165,Saline County,IL,24612,24913,-1.2,24913,6.0,21.7,19.2,50.7,92.9,4.1,0.4,0.6,0.1,1.9,1.7,91.7,87.2,1.3,2.3,84.9,14.6,2136,22.9,11608,72.2,9.2,70500,10174,2.38,21596,37800,19.1,583,7199,-5.5,1528,1937,0.0,0.0,0.0,0.0,0.0,25.7,92440,0,271186,10427,28274,0,379.82,65.6
17167,Sangamon County,IL,198997,197465,0.8,197465,6.0,23.0,15.5,52.0,83.2,12.4,0.2,1.9,0.0,2.3,2.2,81.4,84.4,3.5,5.2,92.0,32.5,15997,18.9,90538,70.0,19.1,126200,82807,2.35,29974,55449,14.2,5074,81996,-1.3,12256,17195,6.0,0.0,0.0,0.0,0.0,28.1,0,1841290,2862623,14768,366849,431,868.3,227.4
17169,Schuyler County,IL,7330,7544,-2.8,7544,4.9,20.3,19.7,47.3,95.4,3.5,0.2,0.4,0.0,0.6,1.8,93.9,89.1,1.1,1.8,88.9,18.6,841,25.2,3435,81.0,5.2,76600,3056,2.31,23656,48138,15.9,155,1201,-2.0,486,508,0.0,0.0,0.0,0.0,0.0,0.0,0,0,53090,7647,0,0,437.27,17.3
17171,Scott County,IL,5204,5355,-2.8,5355,5.1,22.3,18.6,51.9,98.1,0.5,0.2,0.2,0.0,1.0,1.2,97.0,89.6,0.6,1.1,89.8,13.7,427,24.3,2441,75.9,9.1,82900,2113,2.48,24471,49669,12.3,84,577,-8.0,309,449,0.0,0.0,0.0,0.0,0.0,0.0,0,0,34894,6686,1714,0,250.91,21.3
17173,Shelby County,IL,22048,22363,-1.4,22363,5.3,21.4,20.6,50.6,98.4,0.4,0.2,0.3,0.0,0.7,1.0,97.4,90.5,0.6,1.5,89.8,14.4,2239,23.3,10467,81.2,5.5,86100,8991,2.45,23069,47188,11.8,444,4035,-1.3,1299,1699,0.0,0.0,0.0,0.0,0.0,0.0,0,157299,140900,6477,14065,32,758.52,29.5
17175,Stark County,IL,5813,5994,-3.0,5994,4.9,20.4,24.4,50.7,97.5,0.6,0.2,0.4,0.0,1.2,1.1,96.5,91.9,0.7,1.6,87.9,16.7,484,26.8,2663,82.0,6.8,88300,2416,2.41,26843,54203,11.1,117,998,4.7,357,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,57253,9404,1352,3,288.08,20.8
17177,Stephenson County,IL,46435,47711,-2.7,47711,5.6,21.9,20.5,51.6,86.8,9.6,0.2,0.7,0.0,2.6,3.5,83.8,86.7,1.9,3.6,89.5,17.9,3913,20.4,21926,71.8,18.5,101800,19408,2.4,23350,43472,15.9,1087,15212,-0.9,2958,3662,2.3,0.0,0.0,0.0,1.1,0.0,905092,0,480551,10285,44798,8,564.52,84.5
17179,Tazewell County,IL,135707,135394,0.2,135394,6.0,23.1,17.0,50.6,96.2,1.3,0.3,0.9,0.0,1.3,2.2,94.2,88.6,1.7,2.9,91.7,23.6,10732,20.5,58058,76.0,14.0,132000,54428,2.45,28037,56067,9.1,2799,44972,-1.0,6333,9910,0.9,0.0,0.0,0.0,0.0,27.9,5145678,1225115,1758134,13424,353944,637,648.97,208.6
17181,Union County,IL,17447,17808,-2.0,17808,5.3,21.0,19.9,50.1,96.3,1.1,0.7,0.4,0.0,1.5,5.1,91.8,89.0,2.8,6.0,83.9,20.1,1591,24.5,7914,75.7,9.1,87500,6852,2.47,21719,41848,19.5,342,3382,0.9,1076,1445,0.0,0.0,0.0,0.0,4.9,0.0,176076,20504,145142,8009,10029,13,413.46,43.1
17183,Vermilion County,IL,79728,81625,-2.3,81625,6.7,24.0,17.4,50.3,83.1,13.5,0.4,0.8,0.0,2.2,4.7,79.3,87.5,2.1,4.7,85.7,13.9,7337,20.8,36008,70.6,14.3,75300,31575,2.51,21225,41400,19.6,1460,23526,-2.3,4382,5845,0.0,0.0,0.0,0.0,0.0,28.4,2576404,0,757887,9367,84980,6,898.37,90.9
17185,Wabash County,IL,11549,11947,-3.3,11947,5.8,22.0,18.9,50.6,96.7,0.9,0.2,0.8,0.0,1.3,1.5,95.5,91.7,2.7,2.5,89.3,16.8,918,21.5,5529,78.7,9.0,80900,4785,2.45,24096,47365,12.7,267,2824,-3.2,837,1104,0.0,0.0,0.0,0.0,0.0,13.2,0,89502,109214,8966,10150,1,223.25,53.5
17187,Warren County,IL,17874,17710,0.9,17707,6.0,21.6,18.4,51.2,93.7,2.4,0.5,1.8,0.1,1.5,9.4,85.1,89.1,5.5,10.0,87.8,20.9,1299,18.6,7673,73.4,11.9,81500,6972,2.37,21832,43536,15.8,353,5693,1.1,874,1350,0.0,0.0,0.0,0.0,0.0,29.2,0,219765,133722,7602,14251,6,542.41,32.6
17189,Washington County,IL,14337,14716,-2.6,14716,4.5,20.7,18.4,49.9,97.7,0.8,0.1,0.4,0.1,0.9,1.6,96.2,89.3,1.0,3.1,89.7,20.5,1446,24.0,6570,80.6,5.3,107900,5882,2.44,26325,52832,10.2,385,4671,-14.7,1009,0,0.0,0.0,0.0,0.0,0.0,0.0,409194,270495,197317,13400,12325,20,562.57,26.2
17191,Wayne County,IL,16543,16760,-1.3,16760,5.7,22.5,19.8,50.7,97.6,0.6,0.2,0.7,0.0,0.9,1.3,96.4,90.8,1.0,2.3,86.4,11.8,1454,21.7,7886,79.1,6.1,75700,7063,2.34,22526,43605,14.7,378,3472,-1.5,1259,1653,0.0,0.0,0.0,0.0,0.0,23.8,0,126570,146263,8814,0,1,713.81,23.5
17193,White County,IL,14374,14665,-2.0,14665,6.5,21.7,21.8,51.4,97.9,0.6,0.3,0.3,0.0,0.8,1.3,96.9,87.4,1.4,1.5,85.4,14.3,1374,24.9,7125,78.6,8.8,72200,6240,2.28,25375,42914,15.6,381,3410,-0.2,1187,1249,0.0,0.0,0.0,0.0,0.0,0.0,0,400258,123142,8392,11408,1,494.77,29.6
17195,Whiteside County,IL,56876,58498,-2.8,58498,5.4,22.4,18.9,50.7,95.6,1.7,0.4,0.5,0.0,1.6,11.8,84.9,91.5,2.8,6.0,87.4,16.2,5000,19.7,25773,75.6,13.9,99400,23370,2.44,24525,47667,12.0,1244,17674,-1.5,2802,4063,0.0,0.0,0.0,0.0,0.0,23.7,1022531,926845,570627,9676,60604,19,684.25,85.5
17197,Will County,IL,685419,677560,1.2,677560,6.1,26.7,11.2,50.4,80.6,11.8,0.4,5.4,0.1,1.8,16.6,65.3,91.3,11.7,19.9,90.5,32.3,34224,32.8,239824,82.9,12.3,219400,222652,3.02,30377,76147,8.0,14384,204956,4.5,43952,53097,6.9,0.0,5.2,0.0,5.3,29.4,13628202,11061791,6841452,10211,1404940,1185,836.91,809.6
17199,Williamson County,IL,67008,66362,1.0,66357,5.9,21.9,17.6,50.3,92.7,4.3,0.4,1.0,0.0,1.6,2.4,90.7,86.7,1.8,2.9,88.9,22.5,6348,20.9,30801,72.0,17.0,93700,26819,2.41,23605,43125,15.6,1595,22792,2.1,4286,5881,0.0,0.0,0.0,0.0,1.0,27.7,681388,0,987511,15370,118603,115,420.15,157.9
17201,Winnebago County,IL,288542,295264,-2.3,295266,6.2,23.8,15.6,51.2,81.4,12.9,0.5,2.6,0.0,2.6,12.0,70.8,86.8,7.6,12.4,86.2,21.2,21278,21.7,125536,66.9,25.8,123400,113449,2.55,24495,47072,17.5,6481,116977,-0.6,18184,23683,7.0,0.3,2.7,0.0,2.4,28.9,7913361,2624724,3851993,12943,452187,139,513.36,575.2
