status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
246675545449582_816474971802967,photo,9/13/2015 1:09,1566,31,2,1566,0,0,0,0,0
246675545449582_816474698469661,status,9/13/2015 1:08,992,7,0,992,0,0,0,0,0
246675545449582_816472855136512,status,9/13/2015 1:03,1172,199,62,1172,0,0,0,0,0
246675545449582_816465481803916,video,9/13/2015 0:24,1646,12,14,1646,0,0,0,0,0
246675545449582_815360541914410,photo,9/12/2015 2:39,1966,23,2,1966,0,0,0,0,0
246675545449582_815356895248108,video,9/12/2015 2:19,2020,12,26,2020,0,0,0,0,0
246675545449582_814858015297996,photo,9/11/2015 10:15,2055,29,2,2055,0,0,0,0,0
246675545449582_814493972001067,photo,9/11/2015 1:17,1830,15,0,1830,0,0,0,0,0
246675545449582_813937748723356,status,9/10/2015 5:22,2244,11,0,2244,0,0,0,0,0
246675545449582_813908115392986,photo,9/10/2015 4:53,1128,10,8,1128,0,0,0,0,0
246675545449582_813824938734637,photo,9/10/2015 1:21,1842,286,106,1842,0,0,0,0,0
246675545449582_812772402173224,photo,9/7/2015 22:14,2606,13,1,2606,0,0,0,0,0
246675545449582_810438429073288,photo,9/5/2015 2:57,2153,44,10,2153,0,0,0,0,0
246675545449582_809682555815542,photo,9/4/2015 0:58,2042,225,76,2042,0,0,0,0,0
246675545449582_808194429297688,photo,9/1/2015 0:26,1125,363,122,1125,0,0,0,0,0
246675545449582_807230996060698,photo,8/30/2015 3:46,2098,32,1,2098,0,0,0,0,0
246675545449582_807188472731617,photo,8/30/2015 0:16,1956,17,1,1956,0,0,0,0,0
246675545449582_807176082732856,photo,8/29/2015 23:40,2444,24,1,2444,0,0,0,0,0
246675545449582_806960982754366,photo,8/29/2015 10:11,1803,10,0,1803,0,0,0,0,0
246675545449582_806808662769598,status,8/29/2015 2:39,1042,8,0,1042,0,0,0,0,0
246675545449582_806766872773777,photo,8/28/2015 23:39,1231,27,1,1231,0,0,0,0,0
246675545449582_805907809526350,photo,8/27/2015 4:47,2045,25,5,2045,0,0,0,0,0
246675545449582_805880926195705,video,8/27/2015 3:05,1915,74,103,1915,0,0,0,0,0
246675545449582_805837549533376,photo,8/27/2015 0:19,1995,21,8,1995,0,0,0,0,0
246675545449582_805824566201341,photo,8/26/2015 23:28,2183,56,14,2183,0,0,0,0,0
246675545449582_805393212911143,photo,8/26/2015 3:58,1140,297,92,1140,0,0,0,0,0
246675545449582_804613606322437,photo,8/25/2015 0:26,1805,15,0,1805,0,0,0,0,0
246675545449582_804608649656266,photo,8/25/2015 0:13,1962,354,119,1962,0,0,0,0,0
246675545449582_801121506671647,link,8/19/2015 20:38,1933,8,0,1933,0,0,0,0,0
246675545449582_799435806840217,photo,8/16/2015 11:39,2636,16,0,2636,0,0,0,0,0
246675545449582_798726310244500,photo,8/14/2015 23:34,2264,284,78,2264,0,0,0,0,0
246675545449582_797303300386801,photo,8/12/2015 5:28,2606,2,0,2606,0,0,0,0,0
246675545449582_795097253940739,photo,8/7/2015 22:40,1618,13,0,1618,0,0,0,0,0
246675545449582_794688413981623,photo,8/7/2015 6:22,2947,14,0,2947,0,0,0,0,0
246675545449582_794557863994678,photo,8/6/2015 22:32,2062,206,64,2062,0,0,0,0,0
246675545449582_794145484035916,status,8/6/2015 3:48,1987,13,0,1987,0,0,0,0,0
246675545449582_793719767411821,photo,8/5/2015 6:29,2265,8,0,2265,0,0,0,0,0
246675545449582_793292404121224,video,8/4/2015 7:40,1249,0,0,1249,0,0,0,0,0
246675545449582_792796094170855,photo,8/3/2015 4:10,2791,10,0,2791,0,0,0,0,0
246675545449582_792400577543740,link,8/2/2015 4:45,2214,1,0,2214,0,0,0,0,0
246675545449582_792309007552897,photo,8/1/2015 22:40,2620,4,41,2620,0,0,0,0,0
246675545449582_791859134264551,video,8/1/2015 1:59,2025,7,4,2025,0,0,0,0,0
246675545449582_790483417735456,status,7/29/2015 2:57,1968,6,1,1968,0,0,0,0,0
246675545449582_790465637737234,photo,7/29/2015 1:11,2204,8,0,2204,0,0,0,0,0
246675545449582_785871821529949,photo,7/19/2015 4:41,2211,361,93,2211,0,0,0,0,0
246675545449582_784571701659961,photo,7/16/2015 2:37,2399,11,0,2399,0,0,0,0,0
246675545449582_784561084994356,photo,7/16/2015 1:49,2260,390,122,2260,0,0,0,0,0
246675545449582_783987921718339,status,7/15/2015 3:14,1977,10,0,1977,0,0,0,0,0
246675545449582_783512781765853,photo,7/14/2015 1:21,2348,12,0,2348,0,0,0,0,0
246675545449582_781571151960016,photo,7/9/2015 21:58,2489,32,0,2489,0,0,0,0,0
246675545449582_781570985293366,photo,7/9/2015 21:57,2293,7,0,2293,0,0,0,0,0
246675545449582_781216395328825,photo,7/9/2015 3:55,2221,10,0,2221,0,0,0,0,0
246675545449582_780262915424173,photo,7/6/2015 22:35,2314,509,35,2314,0,0,0,0,0
246675545449582_779758528807945,photo,7/6/2015 2:56,1279,11,0,1279,0,0,0,0,0
246675545449582_779064832210648,photo,7/5/2015 0:51,2404,11,0,2404,0,0,0,0,0
246675545449582_778518158931982,status,7/4/2015 0:48,2010,32,0,2010,0,0,0,0,0
246675545449582_777317702385361,photo,7/1/2015 8:18,1191,22,2,1191,0,0,0,0,0
246675545449582_776453579138440,photo,6/29/2015 23:44,1392,10,0,1392,0,0,0,0,0
246675545449582_774325516017913,video,6/26/2015 1:46,2204,10,9,2204,0,0,0,0,0
246675545449582_774315409352257,status,6/26/2015 1:11,1929,17,1,1929,0,0,0,0,0
246675545449582_774284422688689,photo,6/25/2015 23:26,7,0,2,7,0,0,0,0,0
246675545449582_773819539401844,photo,6/25/2015 7:51,12,1,0,12,0,0,0,0,0
246675545449582_773770656073399,photo,6/25/2015 4:53,3,0,2,3,0,0,0,0,0
246675545449582_773346459449152,status,6/24/2015 4:00,2303,21,5,2303,0,0,0,0,0
246675545449582_772826986167766,video,6/23/2015 4:35,1926,4,15,1926,0,0,0,0,0
246675545449582_772275846222880,video,6/22/2015 0:24,2288,5,7,2288,0,0,0,0,0
246675545449582_772269479556850,status,6/21/2015 23:59,2419,15,14,2419,0,0,0,0,0
246675545449582_772263949557403,status,6/21/2015 23:42,2297,14,0,2297,0,0,0,0,0
246675545449582_772244112892720,status,6/21/2015 22:22,1888,15,0,1888,0,0,0,0,0
246675545449582_771808052936326,video,6/21/2015 1:06,2033,11,12,2033,0,0,0,0,0
246675545449582_771807216269743,photo,6/21/2015 1:01,2414,22,0,2414,0,0,0,0,0
246675545449582_771362362980895,video,6/20/2015 2:48,1982,12,1,1982,0,0,0,0,0
246675545449582_771336762983455,status,6/20/2015 1:16,2223,13,1,2223,0,0,0,0,0
246675545449582_771316992985432,photo,6/20/2015 0:38,2341,18,0,2341,0,0,0,0,0
246675545449582_770728309710967,status,6/19/2015 0:39,2101,7,2,2101,0,0,0,0,0
246675545449582_770088653108266,video,6/18/2015 3:39,2201,2,1,2201,0,0,0,0,0
246675545449582_770061196444345,video,6/18/2015 1:32,2020,4,12,2020,0,0,0,0,0
246675545449582_769523996498065,link,6/17/2015 4:21,1940,70,12,1940,0,0,0,0,0
246675545449582_769457866504678,photo,6/16/2015 23:41,2071,12,0,2071,0,0,0,0,0
246675545449582_768472296603235,photo,6/14/2015 22:23,2080,32,2,2080,0,0,0,0,0
246675545449582_767385823378549,photo,6/12/2015 9:02,2382,17,0,2382,0,0,0,0,0
246675545449582_766317026818762,video,6/10/2015 9:00,2259,5,8,2259,0,0,0,0,0
246675545449582_766316800152118,video,6/10/2015 9:00,55,2,9,55,0,0,0,0,0
246675545449582_766157486834716,photo,6/10/2015 4:57,2242,7,6,2242,0,0,0,0,0
246675545449582_764641986986266,photo,6/8/2015 11:00,2028,16,0,2028,0,0,0,0,0
246675545449582_764530356997429,video,6/8/2015 5:05,2300,1,6,2300,0,0,0,0,0
246675545449582_763969903720141,photo,6/7/2015 5:23,6,0,1,6,0,0,0,0,0
246675545449582_763943723722759,video,6/7/2015 3:32,2273,2,6,2273,0,0,0,0,0
246675545449582_763213507129114,photo,6/5/2015 22:20,2132,36,4,2132,0,0,0,0,0
246675545449582_762642560519542,photo,6/4/2015 22:40,2074,22,1,2074,0,0,0,0,0
246675545449582_762640277186437,photo,6/4/2015 22:32,2276,30,1,2276,0,0,0,0,0
246675545449582_762033163913815,status,6/4/2015 2:18,2319,14,2,2319,0,0,0,0,0
246675545449582_761406527309812,video,6/3/2015 4:25,2217,3,7,2217,0,0,0,0,0
246675545449582_760831574033974,video,6/2/2015 4:59,2329,13,18,2329,0,0,0,0,0
246675545449582_760678200715978,photo,6/2/2015 2:25,2174,18,1,2174,0,0,0,0,0
246675545449582_760005547449910,video,6/1/2015 3:26,2252,0,1,2252,0,0,0,0,0
246675545449582_759312107519254,video,5/31/2015 3:21,2251,3,0,2251,0,0,0,0,0
246675545449582_754612414655890,link,5/22/2015 8:21,1931,26,0,1931,0,0,0,0,0
246675545449582_754527247997740,photo,5/22/2015 3:11,2095,213,68,2095,0,0,0,0,0
246675545449582_754527191331079,photo,5/22/2015 3:09,2030,28,0,2030,0,0,0,0,0
246675545449582_754110014706130,photo,5/21/2015 2:09,2634,449,119,2634,0,0,0,0,0
246675545449582_753799774737154,link,5/20/2015 8:00,2026,35,1,2026,0,0,0,0,0
246675545449582_753685111415287,photo,5/20/2015 0:13,2118,6,0,2118,0,0,0,0,0
246675545449582_753658201417978,photo,5/19/2015 21:42,2112,28,2,2112,0,0,0,0,0
246675545449582_753390601444738,photo,5/19/2015 6:07,2675,13,0,2675,0,0,0,0,0
246675545449582_753222048128260,photo,5/18/2015 22:55,2126,11,0,2126,0,0,0,0,0
246675545449582_752926258157839,video,5/18/2015 6:20,2418,179,48,2418,0,0,0,0,0
246675545449582_752854824831649,video,5/18/2015 2:43,1892,4,1,1892,0,0,0,0,0
246675545449582_752456491538149,photo,5/17/2015 6:26,2462,12,0,2462,0,0,0,0,0
246675545449582_752441721539626,video,5/17/2015 5:33,3639,175,101,3639,0,0,0,0,0
246675545449582_752363691547429,video,5/17/2015 1:06,270,14,37,270,0,0,0,0,0
246675545449582_752359281547870,photo,5/17/2015 0:47,380,24,3,380,0,0,0,0,0
246675545449582_752017378248727,status,5/16/2015 9:52,421,16,0,421,0,0,0,0,0
246675545449582_750371915079940,photo,5/12/2015 5:51,2253,8,0,2253,0,0,0,0,0
246675545449582_750371691746629,photo,5/12/2015 5:51,2346,7,1,2346,0,0,0,0,0
246675545449582_749870401796758,video,5/10/2015 22:40,2999,281,87,2999,0,0,0,0,0
246675545449582_749110508539414,video,5/9/2015 1:28,1904,5,1,1904,0,0,0,0,0
246675545449582_748803681903430,photo,5/8/2015 4:21,2402,4,0,2402,0,0,0,0,0
246675545449582_748327571951041,photo,5/6/2015 22:07,2239,42,2,2239,0,0,0,0,0
246675545449582_748066338643831,status,5/6/2015 5:14,2332,46,0,2332,0,0,0,0,0
246675545449582_742505282533270,video,4/24/2015 4:26,2374,8,9,2374,0,0,0,0,0
246675545449582_742362079214257,photo,4/23/2015 21:45,2492,10,0,2492,0,0,0,0,0
246675545449582_742098039240661,status,4/23/2015 9:05,2072,22,1,2072,0,0,0,0,0
246675545449582_741984775918654,photo,4/23/2015 3:30,2826,21,0,2826,0,0,0,0,0
246675545449582_741983865918745,photo,4/23/2015 3:25,2032,3,0,2032,0,0,0,0,0
246675545449582_741983332585465,photo,4/23/2015 3:23,2154,6,2,2154,0,0,0,0,0
246675545449582_741982785918853,photo,4/23/2015 3:21,1997,3,1,1997,0,0,0,0,0
246675545449582_737649843018814,photo,4/14/2015 6:10,2320,7,0,2320,0,0,0,0,0
246675545449582_736784909771974,photo,4/12/2015 13:53,2190,10,0,2190,0,0,0,0,0
246675545449582_735759929874472,photo,4/10/2015 9:04,2545,14,3,2545,0,0,0,0,0
246675545449582_735731376543994,photo,4/10/2015 7:55,2452,8,0,2452,0,0,0,0,0
246675545449582_735701483213650,photo,4/10/2015 6:31,4710,50,1,4710,0,0,0,0,0
246675545449582_735693559881109,photo,4/10/2015 6:07,2549,8,0,2549,0,0,0,0,0
246675545449582_734535473330251,photo,4/7/2015 22:48,3190,19,1,3190,0,0,0,0,0
246675545449582_734533676663764,photo,4/7/2015 22:40,3510,12,0,3510,0,0,0,0,0
246675545449582_734172156699916,photo,4/7/2015 5:57,2255,10,2,2255,0,0,0,0,0
246675545449582_734171906699941,photo,4/7/2015 5:56,2309,5,1,2309,0,0,0,0,0
246675545449582_734001516716980,photo,4/6/2015 21:54,2051,7,2,2051,0,0,0,0,0
246675545449582_732196053564193,photo,4/3/2015 22:31,2350,11,0,2350,0,0,0,0,0
246675545449582_727447280705737,video,3/25/2015 3:09,2105,19,1,2105,0,0,0,0,0
246675545449582_727412190709246,status,3/25/2015 0:46,2291,108,0,2291,0,0,0,0,0
246675545449582_726960617421070,photo,3/24/2015 0:05,2349,53,4,2349,0,0,0,0,0
246675545449582_725975544186244,photo,3/22/2015 4:53,2157,19,0,2157,0,0,0,0,0
246675545449582_725822277534904,photo,3/21/2015 22:09,2151,4,1,2151,0,0,0,0,0
246675545449582_725407550909710,photo,3/21/2015 4:15,2615,23,0,2615,0,0,0,0,0
246675545449582_724878894295909,status,3/20/2015 0:04,2148,32,1,2148,0,0,0,0,0
246675545449582_720891324694666,photo,3/13/2015 20:58,3115,24,0,3115,0,0,0,0,0
246675545449582_720074694776329,photo,3/12/2015 9:39,1302,16,0,1302,0,0,0,0,0
246675545449582_719837078133424,photo,3/11/2015 22:40,1815,12,0,1815,0,0,0,0,0
246675545449582_719285494855249,photo,3/11/2015 4:27,1379,20,0,1379,0,0,0,0,0
246675545449582_719078014875997,link,3/10/2015 20:50,1169,3,26,1169,0,0,0,0,0
246675545449582_718273941623071,photo,3/9/2015 9:25,1509,26,2,1509,0,0,0,0,0
246675545449582_718240061626459,photo,3/9/2015 8:31,956,6,0,956,0,0,0,0,0
246675545449582_717481865035612,photo,3/7/2015 22:53,1220,10,0,1220,0,0,0,0,0
246675545449582_714436065340192,photo,3/1/2015 23:17,1601,38,2,1601,0,0,0,0,0
246675545449582_713435352106930,status,2/28/2015 3:58,1496,85,0,1496,0,0,0,0,0
246675545449582_713430882107377,video,2/28/2015 3:41,1103,24,18,1103,0,0,0,0,0
246675545449582_713369668780165,status,2/27/2015 23:42,1526,14,0,1526,0,0,0,0,0
246675545449582_712819295501869,photo,2/26/2015 22:49,1159,32,4,1159,0,0,0,0,0
246675545449582_711628645620934,link,2/24/2015 7:19,1010,14,4,1010,0,0,0,0,0
246675545449582_709749655808833,photo,2/20/2015 12:04,1182,29,5,1182,0,0,0,0,0
246675545449582_709134945870304,photo,2/19/2015 6:01,1428,11,1,1428,0,0,0,0,0
246675545449582_709134189203713,photo,2/19/2015 6:00,1473,12,1,1473,0,0,0,0,0
246675545449582_709031565880642,photo,2/19/2015 1:40,1180,5,0,1180,0,0,0,0,0
246675545449582_708996985884100,photo,2/18/2015 23:59,1864,9,0,1864,0,0,0,0,0
246675545449582_708945805889218,link,2/18/2015 20:53,1032,9,0,1032,0,0,0,0,0
246675545449582_708484332602032,photo,2/18/2015 0:48,1630,15,1,1630,0,0,0,0,0
246675545449582_706823529434779,photo,2/15/2015 23:12,545,13,0,545,0,0,0,0,0
246675545449582_706388729478259,photo,2/15/2015 3:16,1193,38,5,1193,0,0,0,0,0
246675545449582_706330612817404,photo,2/14/2015 23:20,1477,11,1,1477,0,0,0,0,0
246675545449582_706137869503345,photo,2/14/2015 13:29,1272,7,1,1272,0,0,0,0,0
246675545449582_705794066204392,photo,2/13/2015 22:50,1238,21,0,1238,0,0,0,0,0
246675545449582_705304202920045,photo,2/13/2015 4:34,1500,13,1,1500,0,0,0,0,0
246675545449582_705272889589843,status,2/13/2015 2:47,1917,58,8,1917,0,0,0,0,0
246675545449582_704592196324579,photo,2/11/2015 22:18,1126,66,6,1126,0,0,0,0,0
246675545449582_703526523097813,photo,2/9/2015 9:36,1246,41,3,1246,0,0,0,0,0
246675545449582_702954969821635,photo,2/8/2015 5:35,1540,25,2,1540,0,0,0,0,0
246675545449582_699837253466740,photo,2/2/2015 4:10,1282,35,4,1282,0,0,0,0,0
246675545449582_699183410198791,photo,2/1/2015 3:14,1253,42,6,1253,0,0,0,0,0
246675545449582_699133863537079,photo,1/31/2015 23:55,1484,44,3,1484,0,0,0,0,0
246675545449582_698043263646139,photo,1/29/2015 22:47,1445,40,3,1445,0,0,0,0,0
246675545449582_697985246985274,link,1/29/2015 22:27,1132,16,8,1132,0,0,0,0,0
246675545449582_696610037122795,photo,1/26/2015 22:55,1610,55,8,1610,0,0,0,0,0
246675545449582_696259047157894,video,1/26/2015 6:02,1714,36,9,1714,0,0,0,0,0
246675545449582_695771880539944,video,1/25/2015 3:42,2785,26,1,2785,0,0,0,0,0
246675545449582_695680607215738,photo,1/24/2015 23:02,1884,17,2,1884,0,0,0,0,0
246675545449582_695680550549077,status,1/24/2015 23:01,1667,6,0,1667,0,0,0,0,0
246675545449582_695212380595894,video,1/23/2015 23:14,1204,9,5,1204,0,0,0,0,0
246675545449582_695154617268337,link,1/23/2015 19:58,1182,0,0,1182,0,0,0,0,0
246675545449582_694787343971731,link,1/23/2015 9:48,1212,7,1,1212,0,0,0,0,0
246675545449582_694755530641579,photo,1/23/2015 8:27,2674,24,1,2674,0,0,0,0,0
246675545449582_694129117370887,photo,1/22/2015 5:38,2054,21,3,2054,0,0,0,0,0
246675545449582_692569777526821,photo,1/19/2015 0:45,1469,51,4,1469,0,0,0,0,0
246675545449582_692569457526853,photo,1/19/2015 0:43,1668,10,1,1668,0,0,0,0,0
246675545449582_692528400864292,photo,1/18/2015 22:12,2000,9,1,2000,0,0,0,0,0
246675545449582_692154320901700,photo,1/18/2015 4:30,1497,11,0,1497,0,0,0,0,0
246675545449582_691865314263934,link,1/17/2015 12:02,1342,4,0,1342,0,0,0,0,0
246675545449582_691100034340462,photo,1/15/2015 23:09,1268,6,0,1268,0,0,0,0,0
246675545449582_691099737673825,photo,1/15/2015 23:07,1428,8,0,1428,0,0,0,0,0
246675545449582_690063297777469,photo,1/14/2015 8:17,1492,5,0,1492,0,0,0,0,0
246675545449582_689490097834789,video,1/13/2015 5:58,2621,122,98,2621,0,0,0,0,0
246675545449582_689376841179448,video,1/13/2015 0:12,1277,14,29,1277,0,0,0,0,0
246675545449582_688894957894303,photo,1/12/2015 0:03,1833,30,0,1833,0,0,0,0,0
246675545449582_688498931267239,status,1/11/2015 4:52,2149,37,0,2149,0,0,0,0,0
246675545449582_688404927943306,photo,1/10/2015 23:32,1562,46,9,1562,0,0,0,0,0
246675545449582_688397157944083,status,1/10/2015 23:09,98,3,1,98,0,0,0,0,0
246675545449582_688381457945653,status,1/10/2015 22:22,264,43,0,264,0,0,0,0,0
246675545449582_688040534646412,photo,1/10/2015 5:21,1253,13,4,1253,0,0,0,0,0
246675545449582_688036544646811,photo,1/10/2015 5:05,1300,18,1,1300,0,0,0,0,0
246675545449582_687937391323393,photo,1/9/2015 23:53,1451,8,0,1451,0,0,0,0,0
246675545449582_686449798138819,link,1/7/2015 2:59,1444,6,1,1444,0,0,0,0,0
246675545449582_686449781472154,link,1/7/2015 2:59,1182,0,0,1182,0,0,0,0,0
246675545449582_686432101473922,photo,1/7/2015 2:03,366,28,5,366,0,0,0,0,0
246675545449582_683094628474336,photo,1/2/2015 23:16,1424,6,0,1424,0,0,0,0,0
246675545449582_682315955218870,video,1/2/2015 3:41,1294,23,47,1294,0,0,0,0,0
246675545449582_668776289906170,video,12/10/2014 7:42,1501,113,38,1501,0,0,0,0,0
246675545449582_658625087587957,photo,11/22/2014 1:36,16,0,0,16,0,0,0,0,0
246675545449582_658171554299977,photo,11/21/2014 5:13,40,0,0,40,0,0,0,0,0
246675545449582_643264819123984,video,10/25/2014 9:12,1078,131,50,1078,0,0,0,0,0
246675545449582_641182949332171,photo,10/21/2014 23:13,413,29,3,413,0,0,0,0,0
246675545449582_639487022835097,video,10/19/2014 6:14,1077,243,65,1077,0,0,0,0,0
246675545449582_638833646233768,video,10/18/2014 5:50,860,196,64,860,0,0,0,0,0
246675545449582_632337823550017,video,10/6/2014 7:40,748,38,12,748,0,0,0,0,0
246675545449582_629931803790619,photo,10/1/2014 23:53,0,0,0,0,0,0,0,0,0
246675545449582_628050203978779,video,9/28/2014 9:31,103,1,0,103,0,0,0,0,0
246675545449582_620417438075389,photo,9/12/2014 22:16,9,0,1,9,0,0,0,0,0
246675545449582_620410368076096,photo,9/12/2014 21:56,7,0,0,7,0,0,0,0,0
246675545449582_620403214743478,photo,9/12/2014 21:30,10,0,0,10,0,0,0,0,0
246675545449582_620259108091222,photo,9/12/2014 13:16,15,0,0,15,0,0,0,0,0
246675545449582_620257404758059,photo,9/12/2014 13:11,16,0,3,16,0,0,0,0,0
246675545449582_605650549552078,video,8/24/2014 2:04,616,11,0,616,0,0,0,0,0
246675545449582_604932196290580,video,8/22/2014 9:25,1781,162,30,1781,0,0,0,0,0
246675545449582_604434169673716,video,8/21/2014 5:47,1343,15,3,1343,0,0,0,0,0
246675545449582_599900663460400,video,8/14/2014 11:37,212,16,0,212,0,0,0,0,0
246675545449582_595252003925266,video,8/6/2014 5:56,1053,5,1,1053,0,0,0,0,0
246675545449582_590732941043839,video,7/28/2014 4:11,1272,17,0,1272,0,0,0,0,0
246675545449582_590217944428672,video,7/27/2014 1:54,2081,58,36,2081,0,0,0,0,0
246675545449582_586858638097936,video,7/20/2014 3:32,2713,67,15,2713,0,0,0,0,0
246675545449582_586850424765424,video,7/20/2014 3:02,1529,22,7,1529,0,0,0,0,0
246675545449582_585223838261416,video,7/16/2014 20:43,753,9,0,753,0,0,0,0,0
246675545449582_584747364975730,video,7/16/2014 11:31,271,3,0,271,0,0,0,0,0
246675545449582_581063328677467,video,7/9/2014 6:28,1429,34,14,1429,0,0,0,0,0
246675545449582_580215732095560,video,7/7/2014 12:51,147,4,1,147,0,0,0,0,0
246675545449582_579062638877536,video,7/5/2014 7:47,3730,156,93,3730,0,0,0,0,0
246675545449582_577219965728470,video,7/2/2014 1:52,357,7,1,357,0,0,0,0,0
246675545449582_576857389098061,photo,7/1/2014 9:15,358,1,0,358,0,0,0,0,0
246675545449582_576218882495245,video,6/30/2014 3:53,1211,84,8,1211,0,0,0,0,0
246675545449582_574848579298942,video,6/26/2014 21:12,323,12,1,323,0,0,0,0,0
246675545449582_571979832919150,video,6/21/2014 11:54,169,4,0,169,0,0,0,0,0
246675545449582_569540923163041,video,6/18/2014 9:27,774,25,7,774,0,0,0,0,0
246675545449582_569313473185786,video,6/18/2014 2:34,1058,29,12,1058,0,0,0,0,0
246675545449582_568713339912466,video,6/17/2014 8:46,230,4,1,230,0,0,0,0,0
246675545449582_568564569927343,video,6/17/2014 5:53,1204,23,13,1204,0,0,0,0,0
246675545449582_564300013687132,video,6/9/2014 11:20,375,15,1,375,0,0,0,0,0
246675545449582_564294833687650,video,6/9/2014 11:10,300,15,0,300,0,0,0,0,0
246675545449582_563661650417635,video,6/8/2014 8:06,228,9,0,228,0,0,0,0,0
246675545449582_563399200443880,video,6/8/2014 3:11,435,9,1,435,0,0,0,0,0
246675545449582_562277443889389,video,6/5/2014 23:49,572,6,2,572,0,0,0,0,0
246675545449582_561785147271952,video,6/5/2014 6:32,532,19,1,532,0,0,0,0,0
246675545449582_561797507270716,video,6/5/2014 0:00,471,10,1,471,0,0,0,0,0
246675545449582_561322180651582,video,6/4/2014 10:38,640,31,2,640,0,0,0,0,0
246675545449582_560411574075976,photo,6/3/2014 1:32,376,3,20,376,0,0,0,0,0
246675545449582_559967120787088,video,6/2/2014 9:22,330,5,0,330,0,0,0,0,0
246675545449582_559131334204000,video,6/1/2014 7:16,591,41,2,591,0,0,0,0,0
246675545449582_558439210939879,video,5/31/2014 5:50,519,17,7,519,0,0,0,0,0
246675545449582_558340647616402,video,5/31/2014 0:24,437,4,0,437,0,0,0,0,0
246675545449582_557934214323712,video,5/30/2014 7:42,287,5,1,287,0,0,0,0,0
246675545449582_557929140990886,video,5/30/2014 7:30,482,38,0,482,0,0,0,0,0
246675545449582_556932927757174,video,5/28/2014 7:01,543,17,11,543,0,0,0,0,0
246675545449582_556806791103121,video,5/27/2014 23:41,463,14,0,463,0,0,0,0,0
246675545449582_555735597876907,photo,5/25/2014 22:03,272,3,0,272,0,0,0,0,0
246675545449582_555327894584344,video,5/25/2014 7:12,432,5,0,432,0,0,0,0,0
246675545449582_554818137968653,video,5/24/2014 6:47,1013,24,0,1013,0,0,0,0,0
246675545449582_554817904635343,video,5/24/2014 6:46,653,19,3,653,0,0,0,0,0
246675545449582_554811834635950,video,5/24/2014 6:28,148,6,0,148,0,0,0,0,0
246675545449582_554282591355541,video,5/23/2014 3:37,433,7,0,433,0,0,0,0,0
246675545449582_553945088055958,video,5/22/2014 9:35,404,6,7,404,0,0,0,0,0
246675545449582_553892681394532,video,5/22/2014 7:51,616,7,0,616,0,0,0,0,0
246675545449582_553858974731236,video,5/22/2014 6:07,452,5,0,452,0,0,0,0,0
246675545449582_553274418123025,video,5/20/2014 23:20,457,6,0,457,0,0,0,0,0
246675545449582_553274731456327,video,5/20/2014 23:19,600,13,0,600,0,0,0,0,0
246675545449582_552490358201431,video,5/19/2014 10:38,345,7,1,345,0,0,0,0,0
246675545449582_546672298783237,video,5/8/2014 10:22,156,7,0,156,0,0,0,0,0
246675545449582_546671725449961,video,5/8/2014 10:20,227,11,7,227,0,0,0,0,0
246675545449582_546551472128653,video,5/8/2014 4:44,748,40,4,748,0,0,0,0,0
246675545449582_545774125539721,video,5/6/2014 11:40,406,3,2,406,0,0,0,0,0
246675545449582_545650772218723,video,5/6/2014 5:30,548,36,5,548,0,0,0,0,0
246675545449582_544986842285116,photo,5/5/2014 1:05,156,0,0,156,0,0,0,0,0
246675545449582_544515322332268,video,5/4/2014 1:20,641,14,2,641,0,0,0,0,0
246675545449582_543394885777645,photo,5/1/2014 22:23,14,1,0,14,0,0,0,0,0
246675545449582_543155715801562,video,5/1/2014 10:44,489,13,1,489,0,0,0,0,0
246675545449582_542413405875793,video,4/30/2014 0:58,644,30,0,644,0,0,0,0,0
246675545449582_542061452577655,video,4/29/2014 9:26,187,12,1,187,0,0,0,0,0
246675545449582_541444769305990,video,4/28/2014 5:44,893,23,2,893,0,0,0,0,0
246675545449582_541413115975822,video,4/27/2014 14:40,406,18,8,406,0,0,0,0,0
246675545449582_541393809311086,video,4/27/2014 13:08,329,10,1,329,0,0,0,0,0
246675545449582_540824366034697,video,4/26/2014 23:32,507,15,0,507,0,0,0,0,0
246675545449582_540515956065538,photo,4/26/2014 8:55,188,8,0,188,0,0,0,0,0
246675545449582_540347472749053,video,4/26/2014 1:14,359,6,0,359,0,0,0,0,0
246675545449582_540400559410411,video,4/26/2014 0:00,525,14,1,525,0,0,0,0,0
246675545449582_540318146085319,video,4/25/2014 23:52,306,12,0,306,0,0,0,0,0
246675545449582_540308589419608,video,4/25/2014 23:33,615,20,4,615,0,0,0,0,0
246675545449582_540297392754061,video,4/25/2014 22:57,572,10,0,572,0,0,0,0,0
246675545449582_540033766113757,video,4/25/2014 9:45,110,0,1,110,0,0,0,0,0
246675545449582_539926529457814,video,4/25/2014 4:36,742,10,1,742,0,0,0,0,0
246675545449582_539463009504166,video,4/24/2014 4:58,596,17,1,596,0,0,0,0,0
246675545449582_539435126173621,video,4/24/2014 3:14,1230,31,2,1230,0,0,0,0,0
246675545449582_538973129553154,video,4/23/2014 5:10,758,24,3,758,0,0,0,0,0
246675545449582_538709162912884,video,4/22/2014 13:31,322,9,12,322,0,0,0,0,0
246675545449582_538550386262095,video,4/22/2014 6:10,924,22,6,924,0,0,0,0,0
