instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1291,2/26/2011,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,46
1292,2/26/2011,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,34
1293,2/27/2011,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,34
1294,2/27/2011,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,37
1295,2/27/2011,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,22
1296,2/27/2011,1,0,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,11
1297,2/27/2011,1,0,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343,2
1298,2/27/2011,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0,3
1299,2/27/2011,1,0,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343,14
1300,2/27/2011,1,0,2,8,0,0,0,1,0.26,0.303,0.87,0,35
1301,2/27/2011,1,0,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,59
1302,2/27/2011,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,103
1303,2/27/2011,1,0,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,125
1304,2/27/2011,1,0,2,12,0,0,0,1,0.4,0.4091,0.54,0.0896,193
1305,2/27/2011,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0,259
1306,2/27/2011,1,0,2,14,0,0,0,1,0.44,0.4394,0.47,0.0896,282
1307,2/27/2011,1,0,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,261
1308,2/27/2011,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,268
1309,2/27/2011,1,0,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,187
1310,2/27/2011,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,127
1311,2/27/2011,1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,102
1312,2/27/2011,1,0,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896,81
1313,2/27/2011,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,69
1314,2/27/2011,1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,69
1315,2/27/2011,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,59
1316,2/28/2011,1,0,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,30
1317,2/28/2011,1,0,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,8
1318,2/28/2011,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,1
1319,2/28/2011,1,0,2,5,0,1,1,2,0.34,0.3636,0.93,0,5
1320,2/28/2011,1,0,2,6,0,1,1,2,0.34,0.3485,0.96,0.1045,28
1321,2/28/2011,1,0,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,92
1322,2/28/2011,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,255
1323,2/28/2011,1,0,2,9,0,1,1,1,0.42,0.4242,0.82,0.2836,142
1324,2/28/2011,1,0,2,10,0,1,1,2,0.52,0.5,0.72,0.4925,92
1325,2/28/2011,1,0,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,87
1326,2/28/2011,1,0,2,12,0,1,1,2,0.56,0.5303,0.64,0.2985,36
1327,2/28/2011,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,32
1328,2/28/2011,1,0,2,14,0,1,1,3,0.42,0.4242,1,0.2985,25
1329,2/28/2011,1,0,2,15,0,1,1,3,0.42,0.4242,1,0.2985,35
1330,2/28/2011,1,0,2,16,0,1,1,3,0.42,0.4242,1,0.1343,42
1331,2/28/2011,1,0,2,17,0,1,1,3,0.4,0.4091,1,0.2985,79
1332,2/28/2011,1,0,2,18,0,1,1,3,0.46,0.4545,0.94,0.194,131
1333,2/28/2011,1,0,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119,80
1334,2/28/2011,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,45
1335,2/28/2011,1,0,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881,80
1336,2/28/2011,1,0,2,22,0,1,1,3,0.34,0.303,0.93,0.4179,76
1337,2/28/2011,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,45
1338,3/1/2011,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,7
1339,3/1/2011,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,3
1340,3/1/2011,1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,4
1341,3/1/2011,1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,2
1342,3/1/2011,1,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,1
1343,3/1/2011,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,2
1344,3/1/2011,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,46
1345,3/1/2011,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,107
1346,3/1/2011,1,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,214
1347,3/1/2011,1,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,124
1348,3/1/2011,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,68
1349,3/1/2011,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,56
1350,3/1/2011,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,86
1351,3/1/2011,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0,78
1352,3/1/2011,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,79
1353,3/1/2011,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0,64
1354,3/1/2011,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,102
1355,3/1/2011,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,242
1356,3/1/2011,1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,224
1357,3/1/2011,1,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,119
1358,3/1/2011,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,88
1359,3/1/2011,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0,63
1360,3/1/2011,1,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,47
1361,3/1/2011,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,25
1362,3/2/2011,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,8
1363,3/2/2011,1,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,4
1364,3/2/2011,1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,2
1365,3/2/2011,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,4
1366,3/2/2011,1,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1
1367,3/2/2011,1,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,5
1368,3/2/2011,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,40
1369,3/2/2011,1,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,110
1370,3/2/2011,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,256
1371,3/2/2011,1,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,148
1372,3/2/2011,1,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,76
1373,3/2/2011,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,73
1374,3/2/2011,1,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.194,82
1375,3/2/2011,1,0,3,13,0,3,1,1,0.5,0.4848,0.25,0,125
1376,3/2/2011,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,96
1377,3/2/2011,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,110
1378,3/2/2011,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,139
1379,3/2/2011,1,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,268
1380,3/2/2011,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,201
1381,3/2/2011,1,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,150
1382,3/2/2011,1,0,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179,95
1383,3/2/2011,1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,71
1384,3/2/2011,1,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,48
1385,3/2/2011,1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,22
1386,3/3/2011,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,13
1387,3/3/2011,1,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,1
1388,3/3/2011,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,3
1389,3/3/2011,1,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,1
1390,3/3/2011,1,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,1
1391,3/3/2011,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,8
1392,3/3/2011,1,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,35
1393,3/3/2011,1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,111
1394,3/3/2011,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,220
1395,3/3/2011,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,145
1396,3/3/2011,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,56
1397,3/3/2011,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,50
1398,3/3/2011,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,72
1399,3/3/2011,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,80
1400,3/3/2011,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,78
1401,3/3/2011,1,0,3,15,0,4,1,1,0.24,0.2879,0.23,0,68
1402,3/3/2011,1,0,3,16,0,4,1,1,0.26,0.303,0.23,0,71
1403,3/3/2011,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0,202
1404,3/3/2011,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,167
1405,3/3/2011,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,106
1406,3/3/2011,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,70
1407,3/3/2011,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045,51
1408,3/3/2011,1,0,3,22,0,4,1,1,0.2,0.2576,0.4,0,53
1409,3/3/2011,1,0,3,23,0,4,1,2,0.18,0.2121,0.43,0.0896,23
1410,3/4/2011,1,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194,12
1411,3/4/2011,1,0,3,1,0,5,1,2,0.18,0.1818,0.64,0.194,4
1412,3/4/2011,1,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.194,2
1413,3/4/2011,1,0,3,3,0,5,1,2,0.18,0.1667,0.74,0.2537,1
1414,3/4/2011,1,0,3,4,0,5,1,2,0.18,0.1818,0.74,0.194,1
1415,3/4/2011,1,0,3,5,0,5,1,2,0.16,0.1818,0.74,0.1343,7
1416,3/4/2011,1,0,3,6,0,5,1,2,0.16,0.197,0.74,0.0896,29
1417,3/4/2011,1,0,3,7,0,5,1,1,0.16,0.1818,0.8,0.1343,83
1418,3/4/2011,1,0,3,8,0,5,1,1,0.18,0.197,0.74,0.1343,228
1419,3/4/2011,1,0,3,9,0,5,1,1,0.22,0.2273,0.6,0.1343,150
1420,3/4/2011,1,0,3,10,0,5,1,1,0.24,0.2273,0.6,0.2537,66
1421,3/4/2011,1,0,3,11,0,5,1,1,0.28,0.2727,0.52,0.2239,89
1422,3/4/2011,1,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642,97
1423,3/4/2011,1,0,3,13,0,5,1,1,0.34,0.3182,0.42,0.2239,87
1424,3/4/2011,1,0,3,14,0,5,1,1,0.36,0.3333,0.4,0.2836,95
1425,3/4/2011,1,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985,106
1426,3/4/2011,1,0,3,16,0,5,1,1,0.36,0.3485,0.46,0.194,118
1427,3/4/2011,1,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537,228
1428,3/4/2011,1,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985,187
1429,3/4/2011,1,0,3,19,0,5,1,1,0.32,0.303,0.61,0.2537,107
1430,3/4/2011,1,0,3,20,0,5,1,2,0.3,0.2879,0.7,0.194,87
1431,3/4/2011,1,0,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239,70
1432,3/4/2011,1,0,3,22,0,5,1,1,0.3,0.2879,0.7,0.194,44
1433,3/4/2011,1,0,3,23,0,5,1,2,0.3,0.303,0.75,0.1642,46
1434,3/5/2011,1,0,3,0,0,6,0,2,0.28,0.2879,0.81,0.1045,19
1435,3/5/2011,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,25
1436,3/5/2011,1,0,3,2,0,6,0,2,0.3,0.2879,0.87,0.194,20
1437,3/5/2011,1,0,3,3,0,6,0,2,0.3,0.2879,0.87,0.194,2
1438,3/5/2011,1,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642,1
1439,3/5/2011,1,0,3,5,0,6,0,2,0.3,0.303,1,0.1343,3
1440,3/5/2011,1,0,3,6,0,6,0,2,0.3,0.2879,1,0.2239,4
1441,3/5/2011,1,0,3,7,0,6,0,2,0.3,0.2727,1,0.2985,15
1442,3/5/2011,1,0,3,8,0,6,0,2,0.3,0.2727,1,0.2985,45
1443,3/5/2011,1,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239,63
1444,3/5/2011,1,0,3,10,0,6,0,2,0.34,0.3333,0.93,0.194,103
1445,3/5/2011,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,159
1446,3/5/2011,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,167
1447,3/5/2011,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,190
1448,3/5/2011,1,0,3,14,0,6,0,2,0.48,0.4697,0.59,0.2836,198
1449,3/5/2011,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,205
1450,3/5/2011,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,204
1451,3/5/2011,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,164
1452,3/5/2011,1,0,3,18,0,6,0,2,0.48,0.4697,0.59,0.3284,152
1453,3/5/2011,1,0,3,19,0,6,0,2,0.46,0.4545,0.67,0.3284,89
1454,3/5/2011,1,0,3,20,0,6,0,2,0.44,0.4394,0.77,0.3284,70
1455,3/5/2011,1,0,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,72
1456,3/5/2011,1,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,63
1457,3/5/2011,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,44
1458,3/6/2011,1,0,3,0,0,0,0,2,0.42,0.4242,0.77,0.3582,52
1459,3/6/2011,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,39
1460,3/6/2011,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,32
1461,3/6/2011,1,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,11
1462,3/6/2011,1,0,3,4,0,0,0,2,0.42,0.4242,0.88,0.3582,3
1463,3/6/2011,1,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582,2
1464,3/6/2011,1,0,3,7,0,0,0,3,0.42,0.4242,1,0.4478,5
1465,3/6/2011,1,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985,9
1466,3/6/2011,1,0,3,9,0,0,0,2,0.42,0.4242,1,0.2836,22
1467,3/6/2011,1,0,3,10,0,0,0,2,0.42,0.4242,1,0.2985,31
1468,3/6/2011,1,0,3,11,0,0,0,2,0.42,0.4242,1,0.2239,62
1469,3/6/2011,1,0,3,12,0,0,0,2,0.46,0.4545,0.94,0.3284,79
1470,3/6/2011,1,0,3,13,0,0,0,2,0.46,0.4545,0.94,0.3582,105
1471,3/6/2011,1,0,3,14,0,0,0,3,0.44,0.4394,1,0.2239,39
1472,3/6/2011,1,0,3,15,0,0,0,3,0.44,0.4394,1,0.2239,7
1473,3/6/2011,1,0,3,16,0,0,0,3,0.36,0.3333,1,0.2836,11
1474,3/6/2011,1,0,3,17,0,0,0,3,0.34,0.303,1,0.2985,25
1475,3/6/2011,1,0,3,18,0,0,0,3,0.32,0.2879,1,0.3582,23
1476,3/6/2011,1,0,3,19,0,0,0,3,0.3,0.2576,1,0.4925,11
1477,3/6/2011,1,0,3,20,0,0,0,3,0.28,0.2424,1,0.4179,11
1478,3/6/2011,1,0,3,21,0,0,0,3,0.24,0.1818,0.93,0.6119,7
1479,3/6/2011,1,0,3,22,0,0,0,2,0.22,0.197,1,0.3881,10
1480,3/6/2011,1,0,3,23,0,0,0,2,0.22,0.197,1,0.4179,9
1481,3/7/2011,1,0,3,0,0,1,1,3,0.2,0.1818,1,0.3284,4
1482,3/7/2011,1,0,3,1,0,1,1,3,0.2,0.1818,1,0.3284,2
1483,3/7/2011,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,1
1484,3/7/2011,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1
1485,3/7/2011,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,1
1486,3/7/2011,1,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,34
1487,3/7/2011,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,91
1488,3/7/2011,1,0,3,8,0,1,1,1,0.2,0.1818,0.75,0.3881,211
1489,3/7/2011,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,134
1490,3/7/2011,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,58
1491,3/7/2011,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,60
1492,3/7/2011,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,96
1493,3/7/2011,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,70
1494,3/7/2011,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,77
1495,3/7/2011,1,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881,96
1496,3/7/2011,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,122
1497,3/7/2011,1,0,3,17,0,1,1,1,0.34,0.303,0.29,0.3582,233
1498,3/7/2011,1,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239,233
1499,3/7/2011,1,0,3,19,0,1,1,1,0.3,0.2879,0.33,0.2239,145
1500,3/7/2011,1,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,92
1501,3/7/2011,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,54
1502,3/7/2011,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,35
1503,3/7/2011,1,0,3,23,0,1,1,1,0.28,0.3182,0.48,0,22
1504,3/8/2011,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,10
1505,3/8/2011,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,4
1506,3/8/2011,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1
1507,3/8/2011,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,7
1508,3/8/2011,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0,2
1509,3/8/2011,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,10
1510,3/8/2011,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0,45
1511,3/8/2011,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,128
1512,3/8/2011,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194,257
1513,3/8/2011,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,151
1514,3/8/2011,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,71
1515,3/8/2011,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,78
1516,3/8/2011,1,0,3,12,0,2,1,2,0.36,0.3788,0.23,0,99
1517,3/8/2011,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,98
1518,3/8/2011,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0,72
1519,3/8/2011,1,0,3,15,0,2,1,2,0.36,0.3788,0.18,0,112
1520,3/8/2011,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108
1521,3/8/2011,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,248
1522,3/8/2011,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194,235
1523,3/8/2011,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,150
1524,3/8/2011,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896,76
1525,3/8/2011,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194,75
1526,3/8/2011,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,55
1527,3/8/2011,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194,41
1528,3/9/2011,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,9
1529,3/9/2011,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,4
1530,3/9/2011,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,2
1531,3/9/2011,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,3
1532,3/9/2011,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,2
1533,3/9/2011,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,8
1534,3/9/2011,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,49
1535,3/9/2011,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,141
1536,3/9/2011,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,249
1537,3/9/2011,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,141
1538,3/9/2011,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537,57
1539,3/9/2011,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,59
1540,3/9/2011,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,98
1541,3/9/2011,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,99
1542,3/9/2011,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,71
1543,3/9/2011,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,79
1544,3/9/2011,1,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284,112
1545,3/9/2011,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,194
1546,3/9/2011,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,188
1547,3/9/2011,1,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284,134
1548,3/9/2011,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.194,91
1549,3/9/2011,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284,62
1550,3/9/2011,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,21
1551,3/9/2011,1,0,3,23,0,3,1,3,0.34,0.3333,0.93,0.194,18
1552,3/10/2011,1,0,3,0,0,4,1,3,0.34,0.3182,0,0.2537,3
1553,3/10/2011,1,0,3,1,0,4,1,3,0.34,0.3182,0,0.2537,2
1554,3/10/2011,1,0,3,2,0,4,1,3,0.34,0.3182,0,0.2537,1
1555,3/10/2011,1,0,3,5,0,4,1,3,0.36,0.3485,0,0.194,3
1556,3/10/2011,1,0,3,6,0,4,1,3,0.36,0.3333,0,0.3284,12
1557,3/10/2011,1,0,3,7,0,4,1,3,0.38,0.3939,0,0.2239,37
1558,3/10/2011,1,0,3,8,0,4,1,3,0.38,0.3939,0,0.2836,44
1559,3/10/2011,1,0,3,9,0,4,1,3,0.4,0.4091,0,0.2239,24
1560,3/10/2011,1,0,3,10,0,4,1,3,0.4,0.4091,0,0.1642,17
1561,3/10/2011,1,0,3,11,0,4,1,3,0.4,0.4091,0,0.2537,11
1562,3/10/2011,1,0,3,12,0,4,1,3,0.42,0.4242,0,0.2239,34
1563,3/10/2011,1,0,3,13,0,4,1,3,0.42,0.4242,0,0.2239,12
1564,3/10/2011,1,0,3,14,0,4,1,3,0.44,0.4394,0,0.2985,12
1565,3/10/2011,1,0,3,15,0,4,1,3,0.44,0.4394,0,0.2239,14
1566,3/10/2011,1,0,3,16,0,4,1,3,0.42,0.4242,0,0.2537,21
1567,3/10/2011,1,0,3,17,0,4,1,2,0.44,0.4394,0,0.3881,111
1568,3/10/2011,1,0,3,18,0,4,1,3,0.44,0.4394,0,0.3582,82
1569,3/10/2011,1,0,3,19,0,4,1,3,0.44,0.4394,0,0.5821,56
1570,3/10/2011,1,0,3,20,0,4,1,3,0.36,0.3333,0,0.3284,38
1571,3/10/2011,1,0,3,21,0,4,1,3,0.36,0.3485,0,0.2239,28
1572,3/10/2011,1,0,3,22,0,4,1,2,0.34,0.3333,0,0.1343,34
1573,3/10/2011,1,0,3,23,0,4,1,3,0.34,0.3485,0,0.0896,27
1574,3/11/2011,1,0,3,0,0,5,1,2,0.34,0.3485,1,0.0896,6
1575,3/11/2011,1,0,3,1,0,5,1,3,0.34,0.3485,1,0.1045,8
1576,3/11/2011,1,0,3,2,0,5,1,3,0.34,0.3485,1,0.1045,5
1577,3/11/2011,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896,2
1578,3/11/2011,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,7
1579,3/11/2011,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,32
1580,3/11/2011,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194,114
1581,3/11/2011,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,259
1582,3/11/2011,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,156
1583,3/11/2011,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985,78
1584,3/11/2011,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,81
1585,3/11/2011,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,111
1586,3/11/2011,1,0,3,13,0,5,1,1,0.36,0.3333,0.53,0.2537,107
1587,3/11/2011,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582,89
1588,3/11/2011,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,85
1589,3/11/2011,1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985,113
1590,3/11/2011,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239,223
1591,3/11/2011,1,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284,153
1592,3/11/2011,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,118
1593,3/11/2011,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,76
1594,3/11/2011,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537,53
1595,3/11/2011,1,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642,64
1596,3/11/2011,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,37
1597,3/12/2011,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,34
1598,3/12/2011,1,0,3,1,0,6,0,1,0.24,0.2273,0.65,0.194,18
